gene	path	status	category	score	nuclear_score	lines	has_hpa	has_if_image	has_pae	has_pdb	has_ppi	has_pubmed	has_scoring_table	has_manual_review	has_images	parse_quality	reason
DLEU1	detail/rejected/DLEU1/DLEU1-evaluation.md	rejected	rejected		3	164	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
DLEU2	detail/rejected/DLEU2/DLEU2-evaluation.md	rejected	rejected		3	159	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
DLG2	detail/rejected/DLG2/DLG2-evaluation.md	rejected	rejected		2	169	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
DLG5	detail/rejected/DLG5/DLG5-evaluation.md	rejected	rejected		2	169	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
DLGAP2	detail/rejected/DLGAP2/DLGAP2-evaluation.md	rejected	rejected		2	181	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
DLGAP3	detail/rejected/DLGAP3/DLGAP3-evaluation.md	rejected	rejected		2	181	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
DMAC2	detail/rejected/DMAC2/DMAC2-evaluation.md	rejected	rejected		2	173	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
DMPK	detail/rejected/DMPK/DMPK-evaluation.md	rejected	rejected		2	176	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
DMXL2	detail/rejected/DMXL2/DMXL2-evaluation.md	rejected	rejected		2	179	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
DNA2	detail/rejected/DNA2/DNA2-evaluation.md	rejected	rejected		3	176	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
DNAAF3	detail/rejected/DNAAF3/DNAAF3-evaluation.md	rejected	rejected		2	170	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
DNAH12	detail/rejected/DNAH12/DNAH12-evaluation.md	rejected	rejected		2	181	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
DNAJA3	detail/rejected/DNAJA3/DNAJA3-evaluation.md	rejected	rejected		2	168	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
DNAJB14	detail/rejected/DNAJB14/DNAJB14-evaluation.md	rejected	rejected		3	168	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
DNAJB8	detail/rejected/DNAJB8/DNAJB8-evaluation.md	rejected	rejected		3	168	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
DNAJB9	detail/rejected/DNAJB9/DNAJB9-evaluation.md	rejected	rejected		2	177	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
DNAJC10	detail/rejected/DNAJC10/DNAJC10-evaluation.md	rejected	rejected		2	171	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
DNAJC13	detail/rejected/DNAJC13/DNAJC13-evaluation.md	rejected	rejected		2	173	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
DNAJC14	detail/rejected/DNAJC14/DNAJC14-evaluation.md	rejected	rejected		2	177	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
DNAJC15	detail/rejected/DNAJC15/DNAJC15-evaluation.md	rejected	rejected		2	178	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
DNAJC16	detail/rejected/DNAJC16/DNAJC16-evaluation.md	rejected	rejected		2	172	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
DNAJC18	detail/rejected/DNAJC18/DNAJC18-evaluation.md	rejected	rejected		2	180	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
DNAJC19	detail/rejected/DNAJC19/DNAJC19-evaluation.md	rejected	rejected		2	173	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
DNAJC22	detail/rejected/DNAJC22/DNAJC22-evaluation.md	rejected	rejected		2	168	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
DNAJC24	detail/rejected/DNAJC24/DNAJC24-evaluation.md	rejected	rejected		2	176	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
DNAJC3	detail/rejected/DNAJC3/DNAJC3-evaluation.md	rejected	rejected		2	174	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
DNAJC30	detail/rejected/DNAJC30/DNAJC30-evaluation.md	rejected	rejected		2	181	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
DNAJC4	detail/rejected/DNAJC4/DNAJC4-evaluation.md	rejected	rejected		2	172	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
DNAJC5B	detail/rejected/DNAJC5B/DNAJC5B-evaluation.md	rejected	rejected		2	181	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
DNM1	detail/rejected/DNM1/DNM1-evaluation.md	rejected	rejected		2	176	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
DNM2	detail/rejected/DNM2/DNM2-evaluation.md	rejected	rejected		2	176	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
DNM3	detail/rejected/DNM3/DNM3-evaluation.md	rejected	rejected		2	175	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
DOCK11	detail/rejected/DOCK11/DOCK11-evaluation.md	rejected	rejected		2	168	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
DOCK2	detail/rejected/DOCK2/DOCK2-evaluation.md	rejected	rejected		2	174	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
DOCK3	detail/rejected/DOCK3/DOCK3-evaluation.md	rejected	rejected		2	176	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
DOCK5	detail/rejected/DOCK5/DOCK5-evaluation.md	rejected	rejected		2	180	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
DOCK7	detail/rejected/DOCK7/DOCK7-evaluation.md	rejected	rejected		2	173	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
DOCK8	detail/rejected/DOCK8/DOCK8-evaluation.md	rejected	rejected		2	181	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
DOCK9	detail/rejected/DOCK9/DOCK9-evaluation.md	rejected	rejected		2	171	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
DPEP2	detail/rejected/DPEP2/DPEP2-evaluation.md	rejected	rejected		2	170	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
DPP3	detail/rejected/DPP3/DPP3-evaluation.md	rejected	rejected		2	179	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
DPP8	detail/rejected/DPP8/DPP8-evaluation.md	rejected	rejected		2	176	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
DPY19L3	detail/rejected/DPY19L3/DPY19L3-evaluation.md	rejected	rejected		2	176	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
DPY19L4	detail/rejected/DPY19L4/DPY19L4-evaluation.md	rejected	rejected		2	173	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
DSC1	detail/rejected/DSC1/DSC1-evaluation.md	rejected	rejected		2	174	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
DSCAML1	detail/rejected/DSCAML1/DSCAML1-evaluation.md	rejected	rejected		2	170	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
DSG2	detail/rejected/DSG2/DSG2-evaluation.md	rejected	rejected		2	182	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
DTNBP1	detail/rejected/DTNBP1/DTNBP1-evaluation.md	rejected	rejected		3	175	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
DUSP13	detail/rejected/DUSP13/DUSP13-evaluation.md	rejected	rejected		2	169	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
DYNLRB1	detail/rejected/DYNLRB1/DYNLRB1-evaluation.md	rejected	rejected		2	172	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
DYNLRB2	detail/rejected/DYNLRB2/DYNLRB2-evaluation.md	rejected	rejected		2	175	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
DYNLT1	detail/rejected/DYNLT1/DYNLT1-evaluation.md	rejected	rejected		2	175	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
DYNLT2	detail/rejected/DYNLT2/DYNLT2-evaluation.md	rejected	rejected		2	158	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
DYNLT2B	detail/rejected/DYNLT2B/DYNLT2B-evaluation.md	rejected	rejected		2	164	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
DYNLT5	detail/rejected/DYNLT5/DYNLT5-evaluation.md	rejected	rejected		3	161	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
E2F2	detail/rejected/E2F2/E2F2-evaluation.md	rejected	rejected		6	37	True	False	False	False	False	True	True	False	False	GOOD	missing_ppi_marker
E2F5	detail/rejected/E2F5/E2F5-evaluation.md	rejected	rejected		3	37	True	False	False	False	False	True	True	False	False	GOOD	missing_ppi_marker
E2F6	detail/rejected/E2F6/E2F6-evaluation.md	rejected	rejected		6	37	True	False	False	False	False	True	True	False	False	GOOD	missing_ppi_marker
E2F7	detail/rejected/E2F7/E2F7-evaluation.md	rejected	rejected		3	37	True	False	False	False	False	True	True	False	False	GOOD	missing_ppi_marker
E2F8	detail/rejected/E2F8/E2F8-evaluation.md	rejected	rejected		3	37	True	False	False	False	False	True	True	False	False	GOOD	missing_ppi_marker
EAF2	detail/rejected/EAF2/EAF2-evaluation.md	rejected	rejected		3	37	True	False	False	False	False	True	True	False	False	GOOD	missing_ppi_marker
ECI2	detail/rejected/ECI2/ECI2-evaluation.md	rejected	rejected		2	176	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
ECT2	detail/rejected/ECT2/ECT2-evaluation.md	rejected	rejected		6	37	True	False	False	False	False	True	True	False	False	GOOD	missing_ppi_marker
EDARADD	detail/rejected/EDARADD/EDARADD-evaluation.md	rejected	rejected		6	37	True	False	False	False	False	True	True	False	False	GOOD	missing_ppi_marker
EDEM1	detail/rejected/EDEM1/EDEM1-evaluation.md	rejected	rejected		2	176	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
EEF1AKNMT	detail/rejected/EEF1AKNMT/EEF1AKNMT-evaluation.md	rejected	rejected		3	169	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
EEF2	detail/rejected/EEF2/EEF2-evaluation.md	rejected	rejected		6	37	True	False	False	False	False	True	True	False	False	GOOD	missing_ppi_marker
EEIG2	detail/rejected/EEIG2/EEIG2-evaluation.md	rejected	rejected		3	155	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
EFEMP2	detail/rejected/EFEMP2/EFEMP2-evaluation.md	rejected	rejected		2	176	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
EFHC2	detail/rejected/EFHC2/EFHC2-evaluation.md	rejected	rejected		2	173	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
EFNA1	detail/rejected/EFNA1/EFNA1-evaluation.md	rejected	rejected		2	176	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
EFNB1	detail/rejected/EFNB1/EFNB1-evaluation.md	rejected	rejected		3	176	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
EFNB3	detail/rejected/EFNB3/EFNB3-evaluation.md	rejected	rejected		2	176	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
EFR3A	detail/rejected/EFR3A/EFR3A-evaluation.md	rejected	rejected		2	168	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
EGLN3	detail/rejected/EGLN3/EGLN3-evaluation.md	rejected	rejected		6	37	True	False	False	False	False	True	True	False	False	GOOD	missing_ppi_marker
EGR4	detail/rejected/EGR4/EGR4-evaluation.md	rejected	rejected		6	37	True	False	False	False	False	True	True	False	False	GOOD	missing_ppi_marker
EIF2A	detail/rejected/EIF2A/EIF2A-evaluation.md	rejected	rejected		2	175	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
EIF2B1	detail/rejected/EIF2B1/EIF2B1-evaluation.md	rejected	rejected		2	176	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
EIF2B3	detail/rejected/EIF2B3/EIF2B3-evaluation.md	rejected	rejected		2	169	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
EIF2B4	detail/rejected/EIF2B4/EIF2B4-evaluation.md	rejected	rejected		2	172	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
EIF2B5	detail/rejected/EIF2B5/EIF2B5-evaluation.md	rejected	rejected		2	175	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
EIF2S2	detail/rejected/EIF2S2/EIF2S2-evaluation.md	rejected	rejected		2	176	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
EIF3C	detail/rejected/EIF3C/EIF3C-evaluation.md	rejected	rejected		2	171	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
EIF3D	detail/rejected/EIF3D/EIF3D-evaluation.md	rejected	rejected		2	173	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
EIF3E	detail/rejected/EIF3E/EIF3E-evaluation.md	rejected	rejected		3	172	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
EIF3F	detail/rejected/EIF3F/EIF3F-evaluation.md	rejected	rejected		2	173	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
EIF3G	detail/rejected/EIF3G/EIF3G-evaluation.md	rejected	rejected		3	170	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
EIF3H	detail/rejected/EIF3H/EIF3H-evaluation.md	rejected	rejected		2	174	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
EIF3I	detail/rejected/EIF3I/EIF3I-evaluation.md	rejected	rejected		2	170	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
EIF3J	detail/rejected/EIF3J/EIF3J-evaluation.md	rejected	rejected		2	174	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
EIF3M	detail/rejected/EIF3M/EIF3M-evaluation.md	rejected	rejected		2	182	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
EIF4E2	detail/rejected/EIF4E2/EIF4E2-evaluation.md	rejected	rejected		2	181	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
EIF4G2	detail/rejected/EIF4G2/EIF4G2-evaluation.md	rejected	rejected		2	181	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
EIF4G3	detail/rejected/EIF4G3/EIF4G3-evaluation.md	rejected	rejected		2	180	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
EIF5	detail/rejected/EIF5/EIF5-evaluation.md	rejected	rejected		2	181	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
EIF5B	detail/rejected/EIF5B/EIF5B-evaluation.md	rejected	rejected		2	180	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
ELK3	detail/rejected/ELK3/ELK3-evaluation.md	rejected	rejected		6	37	True	False	False	False	False	True	True	False	False	GOOD	missing_ppi_marker
ELOA3P	detail/rejected/ELOA3P/ELOA3P-evaluation.md	rejected	rejected		3	156	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
EMC4	detail/rejected/EMC4/EMC4-evaluation.md	rejected	rejected		2	180	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
EMC7	detail/rejected/EMC7/EMC7-evaluation.md	rejected	rejected		2	180	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
EMC9	detail/rejected/EMC9/EMC9-evaluation.md	rejected	rejected		2	177	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
EMG1	detail/rejected/EMG1/EMG1-evaluation.md	rejected	rejected		0	41	True	False	False	False	False	True	True	False	False	GOOD	missing_ppi_marker
EML5	detail/rejected/EML5/EML5-evaluation.md	rejected	rejected		2	180	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
EMP2	detail/rejected/EMP2/EMP2-evaluation.md	rejected	rejected		0	37	True	False	False	False	False	True	True	False	False	GOOD	missing_ppi_marker
EMSY	detail/rejected/EMSY/EMSY-evaluation.md	rejected	rejected		3	37	True	False	False	False	True	True	True	False	False	GOOD	ok_or_rejected_without_score
EMX2	detail/rejected/EMX2/EMX2-evaluation.md	rejected	rejected		3	37	True	False	False	False	False	True	True	False	False	GOOD	missing_ppi_marker
EN2	detail/rejected/EN2/EN2-evaluation.md	rejected	rejected		6	37	True	False	False	False	False	True	True	False	False	GOOD	missing_ppi_marker
ENC1	detail/rejected/ENC1/ENC1-evaluation.md	rejected	rejected		3	40	True	False	False	False	False	True	True	False	False	GOOD	missing_ppi_marker
ENKD1	detail/rejected/ENKD1/ENKD1-evaluation.md	rejected	rejected		2	185	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
EPHA10	detail/rejected/EPHA10/EPHA10-evaluation.md	rejected	rejected		2	181	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
EPHX2	detail/rejected/EPHX2/EPHX2-evaluation.md	rejected	rejected		2	177	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
EPOP	detail/rejected/EPOP/EPOP-evaluation.md	rejected	rejected		3	40	True	False	False	False	False	True	True	False	False	GOOD	missing_ppi_marker
EQTN	detail/rejected/EQTN/EQTN-evaluation.md	rejected	rejected		2	170	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
ERAL1	detail/rejected/ERAL1/ERAL1-evaluation.md	rejected	rejected		2	181	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
ERCC6L2	detail/rejected/ERCC6L2/ERCC6L2-evaluation.md	rejected	rejected		3	40	True	False	False	False	False	True	True	False	False	GOOD	missing_ppi_marker
ERG28	detail/rejected/ERG28/ERG28-evaluation.md	rejected	rejected		2	172	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
ERI1	detail/rejected/ERI1/ERI1-evaluation.md	rejected	rejected		2	178	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
ERLEC1	detail/rejected/ERLEC1/ERLEC1-evaluation.md	rejected	rejected		2	179	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
ERLN	detail/rejected/ERLN/ERLN-evaluation.md	rejected	rejected		2	155	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
ERO1A	detail/rejected/ERO1A/ERO1A-evaluation.md	rejected	rejected		2	185	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
ERP27	detail/rejected/ERP27/ERP27-evaluation.md	rejected	rejected		2	179	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
ERP44	detail/rejected/ERP44/ERP44-evaluation.md	rejected	rejected		2	184	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
ESCO2	detail/rejected/ESCO2/ESCO2-evaluation.md	rejected	rejected		3	37	True	False	False	False	False	True	True	False	False	GOOD	missing_ppi_marker
ESM1	detail/rejected/ESM1/ESM1-evaluation.md	rejected	rejected		2	179	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
ESPN	detail/rejected/ESPN/ESPN-evaluation.md	rejected	rejected		2	183	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
ESRRA	detail/rejected/ESRRA/ESRRA-evaluation.md	rejected	rejected		3	37	True	False	False	False	False	True	True	False	False	GOOD	missing_ppi_marker
ESRRG	detail/rejected/ESRRG/ESRRG-evaluation.md	rejected	rejected		6	37	True	False	False	False	False	True	True	False	False	GOOD	missing_ppi_marker
ESX1	detail/rejected/ESX1/ESX1-evaluation.md	rejected	rejected		6	37	True	False	False	False	False	True	True	False	False	GOOD	missing_ppi_marker
ETFRF1	detail/rejected/ETFRF1/ETFRF1-evaluation.md	rejected	rejected		2	174	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
ETNK2	detail/rejected/ETNK2/ETNK2-evaluation.md	rejected	rejected		2	179	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
EVA1A	detail/rejected/EVA1A/EVA1A-evaluation.md	rejected	rejected		2	170	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
EVA1C	detail/rejected/EVA1C/EVA1C-evaluation.md	rejected	rejected		2	178	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
EVI5L	detail/rejected/EVI5L/EVI5L-evaluation.md	rejected	rejected		3	40	True	False	False	False	False	True	True	False	False	GOOD	missing_ppi_marker
EXD3	detail/rejected/EXD3/EXD3-evaluation.md	rejected	rejected		3	175	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
EXOC2	detail/rejected/EXOC2/EXOC2-evaluation.md	rejected	rejected		2	182	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
EXOC3L	detail/rejected/EXOC3L/EXOC3L-evaluation.md	rejected	rejected		2	174	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
EXOC4	detail/rejected/EXOC4/EXOC4-evaluation.md	rejected	rejected		2	185	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
EXOC5	detail/rejected/EXOC5/EXOC5-evaluation.md	rejected	rejected		2	181	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
EXOC7	detail/rejected/EXOC7/EXOC7-evaluation.md	rejected	rejected		2	185	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
EXT2	detail/rejected/EXT2/EXT2-evaluation.md	rejected	rejected		2	184	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FABP1	detail/rejected/FABP1/FABP1-evaluation.md	rejected	rejected		3	22	True	False	False	False	False	True	False	False	False	PARTIAL	thin_report_lt25_lines;missing_ppi_marker
FABP6	detail/rejected/FABP6/FABP6-evaluation.md	rejected	rejected		3	22	True	False	False	False	False	True	True	False	False	PARTIAL	thin_report_lt25_lines;missing_ppi_marker
FABP7	detail/rejected/FABP7/FABP7-evaluation.md	rejected	rejected		4	22	True	False	False	False	False	True	False	False	False	PARTIAL	thin_report_lt25_lines;missing_ppi_marker
FADD	detail/rejected/FADD/FADD-evaluation.md	rejected	rejected		3	22	True	False	False	False	False	True	False	False	False	PARTIAL	thin_report_lt25_lines;missing_ppi_marker
FADS2	detail/rejected/FADS2/FADS2-evaluation.md	rejected	rejected		3	22	True	False	False	False	False	True	False	False	False	PARTIAL	thin_report_lt25_lines;missing_ppi_marker
FAF1	detail/rejected/FAF1/FAF1-evaluation.md	rejected	rejected		3	22	True	False	False	False	False	True	False	False	False	PARTIAL	thin_report_lt25_lines;missing_ppi_marker
FAM104B	detail/rejected/FAM104B/FAM104B-evaluation.md	rejected	rejected		3	168	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM118A	detail/rejected/FAM118A/FAM118A-evaluation.md	rejected	rejected		2	178	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM120AOS	detail/rejected/FAM120AOS/FAM120AOS-evaluation.md	rejected	rejected		3	171	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM136A	detail/rejected/FAM136A/FAM136A-evaluation.md	rejected	rejected		2	179	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM13A	detail/rejected/FAM13A/FAM13A-evaluation.md	rejected	rejected		6	22	True	False	False	False	False	True	False	False	False	PARTIAL	thin_report_lt25_lines;missing_ppi_marker
FAM149A	detail/rejected/FAM149A/FAM149A-evaluation.md	rejected	rejected		2	168	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM149B1	detail/rejected/FAM149B1/FAM149B1-evaluation.md	rejected	rejected		2	172	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM151A	detail/rejected/FAM151A/FAM151A-evaluation.md	rejected	rejected		2	163	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM151B	detail/rejected/FAM151B/FAM151B-evaluation.md	rejected	rejected		2	169	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM153A	detail/rejected/FAM153A/FAM153A-evaluation.md	rejected	rejected		3	168	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM153B	detail/rejected/FAM153B/FAM153B-evaluation.md	rejected	rejected		3	172	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM153C	detail/rejected/FAM153C/FAM153C-evaluation.md	rejected	rejected		3	156	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM155A	detail/rejected/FAM155A/FAM155A-evaluation.md	rejected	rejected		2	169	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM157A	detail/rejected/FAM157A/FAM157A-evaluation.md	rejected	rejected		3	157	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM157B	detail/rejected/FAM157B/FAM157B-evaluation.md	rejected	rejected		3	156	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM157C	detail/rejected/FAM157C/FAM157C-evaluation.md	rejected	rejected		3	157	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM160A1	detail/rejected/FAM160A1/FAM160A1-evaluation.md	rejected	rejected		2	168	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM160A2	detail/rejected/FAM160A2/FAM160A2-evaluation.md	rejected	rejected		2	165	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM162A	detail/rejected/FAM162A/FAM162A-evaluation.md	rejected	rejected		2	171	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM167A	detail/rejected/FAM167A/FAM167A-evaluation.md	rejected	rejected		2	178	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM169B	detail/rejected/FAM169B/FAM169B-evaluation.md	rejected	rejected		3	165	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM171A2	detail/rejected/FAM171A2/FAM171A2-evaluation.md	rejected	rejected		2	170	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM173A	detail/rejected/FAM173A/FAM173A-evaluation.md	rejected	rejected		2	177	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM174A	detail/rejected/FAM174A/FAM174A-evaluation.md	rejected	rejected		2	178	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM174B	detail/rejected/FAM174B/FAM174B-evaluation.md	rejected	rejected		2	170	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM180A	detail/rejected/FAM180A/FAM180A-evaluation.md	rejected	rejected		2	167	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM184A	detail/rejected/FAM184A/FAM184A-evaluation.md	rejected	rejected		2	180	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
