gene	in_centrosome_seed	in_main_atlas	main_status	main_category	main_score	main_report_path	main_docs_report_path	centrosome_action	reason
RLBP1	TRUE	TRUE	rejected	rejected	None	detail/rejected/RLBP1/RLBP1-evaluation.md	reports/RLBP1.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
RMDN1	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
RNF167	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
RNF39	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
RPP25	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
RRAGD	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
RRM1	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
RSPH1	TRUE	TRUE	rejected	rejected	None	detail/rejected/RSPH1/RSPH1-evaluation.md	reports/RSPH1__rejected.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
RTTN	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
RUNDC3B	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
RUVBL2	TRUE	TRUE	rejected	rejected	None	detail/rejected/RUVBL2/RUVBL2-evaluation.md	reports/RUVBL2.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
S100Z	TRUE	TRUE	scored	nucleoplasm	67.2	detail/nucleoplasm/S100Z/S100Z-evaluation.md	reports/S100Z.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
SATB2	TRUE	TRUE	scored	nucleoplasm	49.4	detail/nucleoplasm/SATB2/SATB2-evaluation.md	reports/SATB2.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
SAXO2	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
SDCCAG8	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
SEMA4D	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
SENP7	TRUE	TRUE	scored	nucleoplasm	35	detail/nucleoplasm/SENP7/SENP7-evaluation.md	reports/SENP7.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
SERINC5	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
SERPINB6	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
SFR1	TRUE	TRUE	scored	nucleus-cytoplasm	64.5	detail/nucleus-cytoplasm/SFR1/SFR1-evaluation.md	reports/SFR1.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
SH2B1	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
SHD	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
SHTN1	TRUE	TRUE	scored	nucleoplasm	74.2	detail/nucleoplasm/SHTN1/SHTN1-evaluation.md	reports/SHTN1.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
SIRPB1	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
SKA1	TRUE	TRUE	rejected	rejected	None	detail/rejected/SKA1/SKA1-evaluation.md	reports/SKA1.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
SKA3	TRUE	TRUE	rejected	rejected	None	detail/rejected/SKA3/SKA3-evaluation.md	reports/SKA3.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
SKP1	TRUE	TRUE	rejected	rejected	None	detail/rejected/SKP1/SKP1-evaluation.md	reports/SKP1.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
SLAIN2	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
SLC18A2	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
SLC1A4	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
SLC1A5	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
SLC2A1	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
SLC35A4	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
SLC35D3	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
SLC35F1	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
SLC8A3	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
SLC9A3R1	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
SMAD4	TRUE	TRUE	scored	nucleoplasm	52.2	detail/nucleoplasm/SMAD4/SMAD4-evaluation.md	reports/SMAD4.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
SMAD7	TRUE	TRUE	scored	nucleoplasm	31.4	detail/nucleoplasm/SMAD7/SMAD7-evaluation.md	reports/SMAD7.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
SMIM18	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
SNAP29	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
SNAP91	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
SNCG	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
SNTB2	TRUE	TRUE	rejected	rejected	None	detail/rejected/SNTB2/SNTB2-evaluation.md	reports/SNTB2__rejected.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
SNX21	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
SORBS1	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
SP6	TRUE	TRUE	rejected	rejected	None	detail/rejected/SP6/SP6-evaluation.md	reports/SP6.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
SPAG9	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
SPICE1	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
SPIN4	TRUE	TRUE	scored	nucleoplasm	77.2	detail/nucleoplasm/SPIN4/SPIN4-evaluation.md	reports/SPIN4.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
SPPL2B	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
SRGAP1	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
SRGAP2	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
SRGAP2B	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
SRGAP2C	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
SRGAP3	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
SRRM5	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
SSRP1	TRUE	TRUE	scored	nucleoplasm	56.4	detail/nucleoplasm/SSRP1/SSRP1-evaluation.md	reports/SSRP1.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
SSX2IP	TRUE	TRUE	scored	nucleoplasm	66.7	detail/nucleoplasm/SSX2IP/SSX2IP-evaluation.md	reports/SSX2IP.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
ST7L	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
STEEP1	TRUE	TRUE	scored	nucleoplasm	75.8	detail/nucleoplasm/STEEP1/STEEP1-evaluation.md	reports/STEEP1.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
STIL	TRUE	TRUE	rejected	rejected	None	detail/rejected/STIL/STIL-evaluation.md	reports/STIL.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
STK11	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
STK26	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
STK32A	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
SYNJ1	TRUE	TRUE	scored	nucleoplasm	42.5	detail/nucleoplasm/SYNJ1/SYNJ1-evaluation.md	reports/SYNJ1.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
TACC3	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
TACR1	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
TAF1D	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
TAP1	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
TAPT1	TRUE	TRUE	scored	nucleoplasm	68.9	detail/nucleoplasm/TAPT1/TAPT1-evaluation.md	reports/TAPT1.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
TBC1D31	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
TBC1D8	TRUE	TRUE	scored	nucleoplasm	69.4	detail/nucleoplasm/TBC1D8/TBC1D8-evaluation.md	reports/TBC1D8.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
TBX15	TRUE	TRUE	rejected	rejected	None	detail/rejected/TBX15/TBX15-evaluation.md	reports/TBX15.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
TCEA2	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
TCHP	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
TDRKH	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
TECPR2	TRUE	TRUE	scored	nucleoplasm	57.2	detail/nucleoplasm/TECPR2/TECPR2-evaluation.md	reports/TECPR2.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
TEK	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
TEX12	TRUE	TRUE	rejected	rejected	None	detail/rejected/TEX12/TEX12-evaluation.md	reports/TEX12.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
TEX9	TRUE	TRUE	scored	nucleolus	66.4	detail/nucleolus/TEX9/TEX9-evaluation.md	reports/TEX9.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
TGFB3	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
TGIF2	TRUE	TRUE	rejected	rejected	None	detail/rejected/TGIF2/TGIF2-evaluation.md	reports/TGIF2.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
THAP6	TRUE	TRUE	scored	nucleoplasm	65.6	detail/nucleoplasm/THAP6/THAP6-evaluation.md	reports/THAP6.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
THBS2	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
TLN1	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
TMEM132C	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
TMEM170B	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
TMEM63A	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
TMEM63C	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
TMEM86B	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
TNFAIP3	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
TP53TG3	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
TP53TG3B	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
TP53TG3C	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
TP53TG3D	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
TP53TG3E	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
TP53TG3F	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
TP73	TRUE	TRUE	rejected	rejected	None	detail/rejected/TP73/TP73-evaluation.md	reports/TP73.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
TRAF5	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
TRAPPC14	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
TRAT1	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
TRIM15	TRUE	TRUE	scored	nucleoplasm	56.3	detail/nucleoplasm/TRIM15/TRIM15-evaluation.md	reports/TRIM15.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
TRIM2	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
TRIM34	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
TRIM38	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
TRIM46	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
TRIM6-TRIM34	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
TRPM1	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
TRPV3	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
TSEN2	TRUE	TRUE	scored	nucleolus	80	detail/nucleolus/TSEN2/TSEN2-evaluation.md	reports/TSEN2.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
TSSK1B	TRUE	TRUE	scored	nuclear-speckle	66.7	detail/nuclear-speckle/TSSK1B/TSSK1B-evaluation.md	reports/TSSK1B.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
TTC21B	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
TTC30A	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
TTC30B	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
TTC39A	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
TTC6	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
TTI2	TRUE	TRUE	scored	nucleoplasm	71.7	detail/nucleoplasm/TTI2/TTI2-evaluation.md	reports/TTI2.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
TUB	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
TUBG2	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
TUBGCP2	TRUE	TRUE	scored	nucleoplasm	78.9	detail/nucleoplasm/TUBGCP2/TUBGCP2-evaluation.md	reports/TUBGCP2.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
TUBGCP4	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
TUBGCP5	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
TWSG1	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
TXLNA	TRUE	TRUE	scored	nucleoplasm	67.5	detail/nucleoplasm/TXLNA/TXLNA-evaluation.md	reports/TXLNA.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
TYSND1	TRUE	TRUE	scored	nucleoplasm	68.6	detail/nucleoplasm/TYSND1/TYSND1-evaluation.md	reports/TYSND1.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
UBA3	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
UBE2Q1	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
UBL3	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
UBR4	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
UBXN2A	TRUE	TRUE	scored	nucleoplasm	74.2	detail/nucleoplasm/UBXN2A/UBXN2A-evaluation.md	reports/UBXN2A.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
UGP2	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
UNC5CL	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
USF3	TRUE	TRUE	scored	nucleoplasm	70.5	detail/nucleoplasm/USF3/USF3-evaluation.md	reports/USF3.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
USP38	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
UXT	TRUE	TRUE	rejected	rejected	None	detail/rejected/UXT/UXT-evaluation.md	reports/UXT.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
VASH1	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
VCPIP1	TRUE	TRUE	scored	nucleoplasm	64.7	detail/nucleoplasm/VCPIP1/VCPIP1-evaluation.md	reports/VCPIP1.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
VLDLR	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
VPS37A	TRUE	TRUE	scored	nucleoplasm	70.6	detail/nucleoplasm/VPS37A/VPS37A-evaluation.md	reports/VPS37A.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
VSIG10	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
WAC	TRUE	TRUE	rejected	rejected	None	detail/rejected/WAC/WAC-evaluation.md	reports/WAC.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
WASHC5	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
WDR13	TRUE	TRUE	scored	nucleoplasm	75.3	detail/nucleoplasm/WDR13/WDR13-evaluation.md	reports/WDR13.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
WDR19	TRUE	TRUE	scored	nucleoplasm	58.9	detail/nucleoplasm/WDR19/WDR19-evaluation.md	reports/WDR19.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
WDR54	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
WDR62	TRUE	TRUE	rejected	rejected	None	detail/rejected/WDR62/WDR62-evaluation.md	reports/WDR62.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
WDR83	TRUE	TRUE	scored	nucleoplasm	76.9	detail/nucleoplasm/WDR83/WDR83-evaluation.md	reports/WDR83.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
WDR90	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
ZBED1	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
ZBED6	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
ZBTB24	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
ZFAND1	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
ZFP90	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
ZMYM1	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
ZNF12	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
ZNF121	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
ZNF274	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
ZNF280D	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
ZNF296	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
ZNF322	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
ZNF330	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
ZNF365	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
ZNF408	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
ZNF443	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
ZNF616	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
ZNF620	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
ZNF677	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
ZNF701	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
ZNF721	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
ZNF747	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
ZNF766	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
ZNF780A	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
ZNF780B	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
ZNF799	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
ZSCAN10	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
