gene	path	lines	is_chinese	has_hpa	has_pubmed	has_structure	has_ppi	has_te_module	has_nuclear_reject	has_ppi_pending	has_hpa_url	has_if_embed	has_pae_explained	qa_pass	reason
SNAP91	centrosome/detail/SNAP91/SNAP91-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
SNCG	centrosome/detail/SNCG/SNCG-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
SNTB2	centrosome/detail/SNTB2/SNTB2-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
SNX21	centrosome/detail/SNX21/SNX21-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
SORBS1	centrosome/detail/SORBS1/SORBS1-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
SP6	centrosome/detail/SP6/SP6-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
SPAG9	centrosome/detail/SPAG9/SPAG9-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
SPICE1	centrosome/detail/SPICE1/SPICE1-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
SPIN4	centrosome/detail/SPIN4/SPIN4-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
SPPL2B	centrosome/detail/SPPL2B/SPPL2B-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
SRGAP1	centrosome/detail/SRGAP1/SRGAP1-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
SRGAP2	centrosome/detail/SRGAP2/SRGAP2-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
SRGAP2B	centrosome/detail/SRGAP2B/SRGAP2B-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
SRGAP2C	centrosome/detail/SRGAP2C/SRGAP2C-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
SRGAP3	centrosome/detail/SRGAP3/SRGAP3-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
SRRM5	centrosome/detail/SRRM5/SRRM5-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
SSRP1	centrosome/detail/SSRP1/SSRP1-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
SSX2IP	centrosome/detail/SSX2IP/SSX2IP-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
ST7L	centrosome/detail/ST7L/ST7L-centrosome-evaluation.md	95	True	True	True	True	True	False	False	False	True	True	True	True	PASS
STEEP1	centrosome/detail/STEEP1/STEEP1-centrosome-evaluation.md	90	True	True	True	True	True	False	False	False	True	True	True	True	PASS
STIL	centrosome/detail/STIL/STIL-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
STK11	centrosome/detail/STK11/STK11-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
STK26	centrosome/detail/STK26/STK26-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
STK32A	centrosome/detail/STK32A/STK32A-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
SYNJ1	centrosome/detail/SYNJ1/SYNJ1-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
TACC3	centrosome/detail/TACC3/TACC3-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
TACR1	centrosome/detail/TACR1/TACR1-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
TAF1D	centrosome/detail/TAF1D/TAF1D-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
TAP1	centrosome/detail/TAP1/TAP1-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
TAPT1	centrosome/detail/TAPT1/TAPT1-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
TBC1D31	centrosome/detail/TBC1D31/TBC1D31-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
TBC1D8	centrosome/detail/TBC1D8/TBC1D8-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
TBX15	centrosome/detail/TBX15/TBX15-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
TCEA2	centrosome/detail/TCEA2/TCEA2-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
TCHP	centrosome/detail/TCHP/TCHP-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
TDRKH	centrosome/detail/TDRKH/TDRKH-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
TECPR2	centrosome/detail/TECPR2/TECPR2-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
TEK	centrosome/detail/TEK/TEK-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
TEX12	centrosome/detail/TEX12/TEX12-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
TEX9	centrosome/detail/TEX9/TEX9-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
TGFB3	centrosome/detail/TGFB3/TGFB3-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
TGIF2	centrosome/detail/TGIF2/TGIF2-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
THAP6	centrosome/detail/THAP6/THAP6-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
THBS2	centrosome/detail/THBS2/THBS2-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
TLN1	centrosome/detail/TLN1/TLN1-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
TMEM132C	centrosome/detail/TMEM132C/TMEM132C-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
TMEM170B	centrosome/detail/TMEM170B/TMEM170B-centrosome-evaluation.md	91	True	True	True	True	True	False	False	False	True	True	True	True	PASS
TMEM63A	centrosome/detail/TMEM63A/TMEM63A-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
TMEM63C	centrosome/detail/TMEM63C/TMEM63C-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
TMEM86B	centrosome/detail/TMEM86B/TMEM86B-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
TNFAIP3	centrosome/detail/TNFAIP3/TNFAIP3-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
TP53TG3	centrosome/detail/TP53TG3/TP53TG3-centrosome-evaluation.md	96	True	True	True	True	True	False	False	False	True	True	True	True	PASS
TP53TG3B	centrosome/detail/TP53TG3B/TP53TG3B-centrosome-evaluation.md	94	True	True	True	True	True	False	False	False	True	True	True	True	PASS
TP53TG3C	centrosome/detail/TP53TG3C/TP53TG3C-centrosome-evaluation.md	90	True	True	True	True	True	False	False	False	True	True	True	True	PASS
TP53TG3D	centrosome/detail/TP53TG3D/TP53TG3D-centrosome-evaluation.md	92	True	True	True	True	True	False	False	False	True	True	True	True	PASS
TP53TG3E	centrosome/detail/TP53TG3E/TP53TG3E-centrosome-evaluation.md	94	True	True	True	True	True	False	False	False	True	True	True	True	PASS
TP53TG3F	centrosome/detail/TP53TG3F/TP53TG3F-centrosome-evaluation.md	91	True	True	True	True	True	False	False	False	True	True	True	True	PASS
TP73	centrosome/detail/TP73/TP73-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
TRAF5	centrosome/detail/TRAF5/TRAF5-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
TRAPPC14	centrosome/detail/TRAPPC14/TRAPPC14-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
TRAT1	centrosome/detail/TRAT1/TRAT1-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
TRIM15	centrosome/detail/TRIM15/TRIM15-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
TRIM2	centrosome/detail/TRIM2/TRIM2-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
TRIM34	centrosome/detail/TRIM34/TRIM34-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
TRIM38	centrosome/detail/TRIM38/TRIM38-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
TRIM46	centrosome/detail/TRIM46/TRIM46-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
TRIM6-TRIM34	centrosome/detail/TRIM6-TRIM34/TRIM6-TRIM34-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
TRPM1	centrosome/detail/TRPM1/TRPM1-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
TRPV3	centrosome/detail/TRPV3/TRPV3-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
TSEN2	centrosome/detail/TSEN2/TSEN2-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
TSSK1B	centrosome/detail/TSSK1B/TSSK1B-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
TTC21B	centrosome/detail/TTC21B/TTC21B-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
TTC30A	centrosome/detail/TTC30A/TTC30A-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
TTC30B	centrosome/detail/TTC30B/TTC30B-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
TTC39A	centrosome/detail/TTC39A/TTC39A-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
TTC6	centrosome/detail/TTC6/TTC6-centrosome-evaluation.md	90	True	True	True	True	True	False	False	False	True	True	True	True	PASS
TTI2	centrosome/detail/TTI2/TTI2-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
TUB	centrosome/detail/TUB/TUB-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
TUBG2	centrosome/detail/TUBG2/TUBG2-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
TUBGCP2	centrosome/detail/TUBGCP2/TUBGCP2-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
TUBGCP4	centrosome/detail/TUBGCP4/TUBGCP4-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
TUBGCP5	centrosome/detail/TUBGCP5/TUBGCP5-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
TWSG1	centrosome/detail/TWSG1/TWSG1-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
TXLNA	centrosome/detail/TXLNA/TXLNA-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
TYSND1	centrosome/detail/TYSND1/TYSND1-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
UBA3	centrosome/detail/UBA3/UBA3-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
UBE2Q1	centrosome/detail/UBE2Q1/UBE2Q1-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
UBL3	centrosome/detail/UBL3/UBL3-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
UBR4	centrosome/detail/UBR4/UBR4-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
UBXN2A	centrosome/detail/UBXN2A/UBXN2A-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
UGP2	centrosome/detail/UGP2/UGP2-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
UNC5CL	centrosome/detail/UNC5CL/UNC5CL-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
USF3	centrosome/detail/USF3/USF3-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
USP38	centrosome/detail/USP38/USP38-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
UXT	centrosome/detail/UXT/UXT-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
VASH1	centrosome/detail/VASH1/VASH1-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
VCPIP1	centrosome/detail/VCPIP1/VCPIP1-centrosome-evaluation.md	90	True	True	True	True	True	False	False	False	True	True	True	True	PASS
VLDLR	centrosome/detail/VLDLR/VLDLR-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
VPS37A	centrosome/detail/VPS37A/VPS37A-centrosome-evaluation.md	90	True	True	True	True	True	False	False	False	True	True	True	True	PASS
VSIG10	centrosome/detail/VSIG10/VSIG10-centrosome-evaluation.md	90	True	True	True	True	True	False	False	False	True	True	True	True	PASS
WAC	centrosome/detail/WAC/WAC-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
WASHC5	centrosome/detail/WASHC5/WASHC5-centrosome-evaluation.md	90	True	True	True	True	True	False	False	False	True	True	True	True	PASS
WDR13	centrosome/detail/WDR13/WDR13-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
WDR19	centrosome/detail/WDR19/WDR19-centrosome-evaluation.md	90	True	True	True	True	True	False	False	False	True	True	True	True	PASS
WDR54	centrosome/detail/WDR54/WDR54-centrosome-evaluation.md	90	True	True	True	True	True	False	False	False	True	True	True	True	PASS
WDR62	centrosome/detail/WDR62/WDR62-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
WDR83	centrosome/detail/WDR83/WDR83-centrosome-evaluation.md	93	True	True	True	True	True	False	False	False	False	False	True	True	PASS
WDR90	centrosome/detail/WDR90/WDR90-centrosome-evaluation.md	90	True	True	True	True	True	False	False	False	True	True	True	True	PASS
ZBED1	centrosome/detail/ZBED1/ZBED1-centrosome-evaluation.md	90	True	True	True	True	True	False	False	False	True	True	True	True	PASS
ZBED6	centrosome/detail/ZBED6/ZBED6-centrosome-evaluation.md	90	True	True	True	True	True	False	False	False	True	True	True	True	PASS
ZBTB24	centrosome/detail/ZBTB24/ZBTB24-centrosome-evaluation.md	90	True	True	True	True	True	False	False	False	True	True	True	True	PASS
ZFAND1	centrosome/detail/ZFAND1/ZFAND1-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
ZFP90	centrosome/detail/ZFP90/ZFP90-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
ZMYM1	centrosome/detail/ZMYM1/ZMYM1-centrosome-evaluation.md	90	True	True	True	True	True	False	False	False	True	True	True	True	PASS
ZNF12	centrosome/detail/ZNF12/ZNF12-centrosome-evaluation.md	90	True	True	True	True	True	False	False	False	True	True	True	True	PASS
ZNF121	centrosome/detail/ZNF121/ZNF121-centrosome-evaluation.md	90	True	True	True	True	True	False	False	False	True	True	True	True	PASS
ZNF274	centrosome/detail/ZNF274/ZNF274-centrosome-evaluation.md	90	True	True	True	True	True	False	False	False	True	True	True	True	PASS
ZNF280D	centrosome/detail/ZNF280D/ZNF280D-centrosome-evaluation.md	90	True	True	True	True	True	False	False	False	True	True	True	True	PASS
ZNF296	centrosome/detail/ZNF296/ZNF296-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
ZNF330	centrosome/detail/ZNF330/ZNF330-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
ZNF365	centrosome/detail/ZNF365/ZNF365-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
ZNF408	centrosome/detail/ZNF408/ZNF408-centrosome-evaluation.md	90	True	True	True	True	True	False	False	False	True	True	True	True	PASS
ZNF443	centrosome/detail/ZNF443/ZNF443-centrosome-evaluation.md	94	True	True	True	True	True	False	False	False	True	True	True	True	PASS
ZNF616	centrosome/detail/ZNF616/ZNF616-centrosome-evaluation.md	90	True	True	True	True	True	False	False	False	True	True	True	True	PASS
ZNF620	centrosome/detail/ZNF620/ZNF620-centrosome-evaluation.md	93	True	True	True	True	True	False	False	False	True	True	True	True	PASS
ZNF677	centrosome/detail/ZNF677/ZNF677-centrosome-evaluation.md	90	True	True	True	True	True	False	False	False	True	True	True	True	PASS
ZNF701	centrosome/detail/ZNF701/ZNF701-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
ZNF721	centrosome/detail/ZNF721/ZNF721-centrosome-evaluation.md	97	True	True	True	True	True	False	False	False	True	True	True	True	PASS
ZNF747	centrosome/detail/ZNF747/ZNF747-centrosome-evaluation.md	90	True	True	True	True	True	False	False	False	True	True	True	True	PASS
ZNF766	centrosome/detail/ZNF766/ZNF766-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
ZNF780A	centrosome/detail/ZNF780A/ZNF780A-centrosome-evaluation.md	90	True	True	True	True	True	False	False	False	True	True	True	True	PASS
ZNF780B	centrosome/detail/ZNF780B/ZNF780B-centrosome-evaluation.md	90	True	True	True	True	True	False	False	False	True	True	True	True	PASS
ZNF799	centrosome/detail/ZNF799/ZNF799-centrosome-evaluation.md	90	True	True	True	True	True	False	False	False	True	True	True	True	PASS
ZSCAN10	centrosome/detail/ZSCAN10/ZSCAN10-centrosome-evaluation.md	90	True	True	True	True	True	False	False	False	True	True	True	True	PASS
