gene	excel_sheets	has_report	report_paths	status	category	lines	has_duplicate	coverage_status	reason
THAP6	重新pa一下:1229	True	detail/nucleoplasm/THAP6/THAP6-evaluation.md	scored	nucleoplasm	164	False	COVERED_SCORED	Report present
THAP7	Sheet1:1744	True	detail/nuclear-speckle/THAP7/THAP7-evaluation.md	scored	nuclear-speckle	180	False	COVERED_SCORED	Report present
THAP8	Sheet1:1745	True	detail/nucleoplasm/THAP8/THAP8-evaluation.md	scored	nucleoplasm	179	False	COVERED_SCORED	Report present
THBD	Sheet1:1746	True	detail/rejected/THBD/THBD-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
THEMIS	Sheet1:1747	True	detail/rejected/THEMIS/THEMIS-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
THEMIS2	Sheet1:1748	True	detail/nucleoplasm/THEMIS2/THEMIS2-evaluation.md	scored	nucleoplasm	175	False	COVERED_SCORED	Report present
THNSL1	重新pa一下:166	True	detail/nuclear-speckle/THNSL1/THNSL1-evaluation.md	scored	nuclear-speckle	164	False	COVERED_SCORED	Report present
THRA	Sheet1:1749	True	detail/rejected/THRA/THRA-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
THRAP3	Sheet1:1750	True	detail/nucleoplasm/THRAP3/THRAP3-evaluation.md	scored	nucleoplasm	167	False	COVERED_SCORED	Report present
THRB	Sheet1:1751	True	detail/rejected/THRB/THRB-evaluation.md	rejected	rejected	180	False	COVERED_REJECTED	Report present
THRSP	Sheet1:1752	True	detail/rejected/THRSP/THRSP-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
THSD7B	研究很多:768	True	detail/nucleoplasm/THSD7B/THSD7B-evaluation.md	scored	nucleoplasm	176	False	COVERED_SCORED	Report present
THTPA	重新pa一下:796	True	detail/nucleoplasm/THTPA/THTPA-evaluation.md	scored	nucleoplasm	167	False	COVERED_SCORED	Report present
THUMPD2	Sheet1:1753	True	detail/nucleoplasm/THUMPD2/THUMPD2-evaluation.md	scored	nucleoplasm	175	False	COVERED_SCORED	Report present
THUMPD3	Sheet1:1754	True	detail/nucleolus/THUMPD3/THUMPD3-evaluation.md	scored	nucleolus	119	False	COVERED_SCORED	Report present
THYN1	Sheet1:1755	True	detail/nucleoplasm/THYN1/THYN1-evaluation.md	scored	nucleoplasm	172	False	COVERED_SCORED	Report present
TIAM2	Sheet1:1756	True	detail/nucleolus/TIAM2/TIAM2-evaluation.md	scored	nucleolus	119	False	COVERED_SCORED	Report present
TICRR	Sheet1:1757	True	detail/nucleoplasm/TICRR/TICRR-evaluation.md	scored	nucleoplasm	176	False	COVERED_SCORED	Report present
TIFA	Sheet1:1758	True	detail/nucleolus/TIFA/TIFA-evaluation.md	scored	nucleolus	119	False	COVERED_SCORED	Report present
TIMELESS	Sheet1:1759	True	detail/rejected/TIMELESS/TIMELESS-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
TIMM50	重新pa一下:76	True	detail/nuclear-speckle/TIMM50/TIMM50-evaluation.md	scored	nuclear-speckle	182	False	COVERED_SCORED	Report present
TINCR	Sheet1:1761	True	detail/nucleoplasm/Tincr/Tincr-evaluation.md	scored	nucleoplasm	167	False	COVERED_SCORED	Report present via case-normalized gene match
TINF2	Sheet1:1762	True	detail/rejected/TINF2/TINF2-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
TIPARP	Sheet1:1763	True	detail/nucleoplasm/TIPARP/TIPARP-evaluation.md	scored	nucleoplasm	177	False	COVERED_SCORED	Report present
TIPIN	Sheet1:1764	True	detail/nucleus-cytoplasm/TIPIN/TIPIN-evaluation.md	scored	nucleus-cytoplasm	151	False	COVERED_SCORED	Report present
TJP2	Sheet1:1765	True	detail/rejected/TJP2/TJP2-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
TJP3	重新pa一下:688	True	detail/nucleoplasm/TJP3/TJP3-evaluation.md	scored	nucleoplasm	180	False	COVERED_SCORED	Report present
TKFC	研究很多:785	True	detail/nucleoplasm/TKFC/TKFC-evaluation.md	scored	nucleoplasm	178	False	COVERED_SCORED	Report present
TKT	Sheet1:1766	True	detail/rejected/TKT/TKT-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
TLCD4	研究很多:770	True	detail/nuclear-speckle/TLCD4/TLCD4-evaluation.md	scored	nuclear-speckle	176	False	COVERED_SCORED	Report present
TLE1	Sheet1:1767	True	detail/rejected/TLE1/TLE1-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
TLE2	Sheet1:1768	True	detail/nucleoplasm/TLE2/TLE2-evaluation.md	scored	nucleoplasm	178	False	COVERED_SCORED	Report present
TLE3	Sheet1:1769	True	detail/rejected/TLE3/TLE3-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
TLE4	Sheet1:1770	True	detail/rejected/TLE4/TLE4-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
TLE5	重新pa一下:691	True	detail/nucleoplasm/TLE5/TLE5-evaluation.md	scored	nucleoplasm	175	False	COVERED_SCORED	Report present
TLE6	Sheet1:1771	True	detail/nucleus-cytoplasm/TLE6/TLE6-evaluation.md	scored	nucleus-cytoplasm	156	False	COVERED_SCORED	Report present
TLK1	Sheet1:1772	True	detail/nucleoplasm/TLK1/TLK1-evaluation.md	scored	nucleoplasm	182	False	COVERED_SCORED	Report present
TLK2	Sheet1:1773	True	detail/nucleoplasm/TLK2/TLK2-evaluation.md	scored	nucleoplasm	184	False	COVERED_SCORED	Report present
TLNRD1	Sheet1:1774	True	detail/nucleoplasm/TLNRD1/TLNRD1-evaluation.md	scored	nucleoplasm	197	False	COVERED_SCORED	Report present
TLR2	研究很少:201	True	detail/rejected/TLR2/TLR2-evaluation.md	rejected	rejected	183	False	COVERED_REJECTED	Report present
TLX1	Sheet1:1775	True	detail/rejected/TLX1/TLX1-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
TLX2	Sheet1:1776	True	detail/nucleoplasm/TLX2/TLX2-evaluation.md	scored	nucleoplasm	176	False	COVERED_SCORED	Report present
TLX3	Sheet1:1777	True	detail/rejected/TLX3/TLX3-evaluation.md	rejected	rejected	178	False	COVERED_REJECTED	Report present
TM2D1	研究很多:771	True	detail/nucleoplasm/TM2D1/TM2D1-evaluation.md	scored	nucleoplasm	171	False	COVERED_SCORED	Report present
TM2D2	重新pa一下:113	True	detail/nucleoplasm/TM2D2/TM2D2-evaluation.md	scored	nucleoplasm	172	False	COVERED_SCORED	Report present
TM2D3	重新pa一下:126	True	detail/nucleoplasm/TM2D3/TM2D3-evaluation.md	scored	nucleoplasm	176	False	COVERED_SCORED	Report present
TMA16	Sheet1:1778	True	detail/nucleoplasm/TMA16/TMA16-evaluation.md	scored	nucleoplasm	168	False	COVERED_SCORED	Report present
TMA7	Sheet1:1779	True	detail/nuclear-speckle/TMA7/TMA7-evaluation.md	scored	nuclear-speckle	175	False	COVERED_SCORED	Report present
TMA7B	研究很多:779	True	detail/rejected/TMA7B/TMA7B-evaluation.md	rejected	rejected	154	False	COVERED_REJECTED	Report present
TMC5	Sheet1:1780	True	detail/nucleoplasm/TMC5/TMC5-evaluation.md	scored	nucleoplasm	119	False	COVERED_SCORED	Report present
TMC6	重新pa一下:458	True	detail/nuclear-envelope/TMC6/TMC6-evaluation.md	scored	nuclear-envelope	183	False	COVERED_SCORED	Report present
TMC8	研究很多:782	True	detail/rejected/TMC8/TMC8-evaluation.md	rejected	rejected	48	False	COVERED_REJECTED	Report present
TMCO5A	重新pa一下:22	True	detail/nuclear-envelope/TMCO5A/TMCO5A-evaluation.md	scored	nuclear-envelope	172	False	COVERED_SCORED	Report present
TMCO6	研究很多:781	True	detail/nucleoplasm/TMCO6/TMCO6-evaluation.md	scored	nucleoplasm	176	False	COVERED_SCORED	Report present
TMF1	Sheet1:1781	True	detail/nucleoplasm/TMF1/TMF1-evaluation.md	scored	nucleoplasm	180	False	COVERED_SCORED	Report present
TMOD2	研究很多:801	True	detail/nucleolus/TMOD2/TMOD2-evaluation.md	scored	nucleolus	179	False	COVERED_SCORED	Report present
TMPO	Sheet1:1782	True	detail/rejected/TMPO/TMPO-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
TMPPE	研究很多:784	True	detail/nucleoplasm/TMPPE/TMPPE-evaluation.md	scored	nucleoplasm	172	False	COVERED_SCORED	Report present
TMSB4X	Sheet1:1783	True	detail/rejected/TMSB4X/TMSB4X-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
TMTC1	研究很多:783	True	detail/nucleoplasm/TMTC1/TMTC1-evaluation.md	scored	nucleoplasm	177	False	COVERED_SCORED	Report present
TMUB1	重新pa一下:1078	True	detail/nucleolus/TMUB1/TMUB1-evaluation.md	scored	nucleolus	179	False	COVERED_SCORED	Report present
TMX4	重新pa一下:671	True	detail/nuclear-envelope/TMX4/TMX4-evaluation.md	scored	nuclear-envelope	179	False	COVERED_SCORED	Report present
TNFAIP1	重新pa一下:914	True	detail/nucleoplasm/TNFAIP1/TNFAIP1-evaluation.md	scored	nucleoplasm	180	False	COVERED_SCORED	Report present
TNFAIP2	Sheet1:1784	True	detail/nuclear-envelope/TNFAIP2/TNFAIP2-evaluation.md	scored	nuclear-envelope	119	False	COVERED_SCORED	Report present
TNFAIP8	Sheet1:1785	True	detail/rejected/TNFAIP8/TNFAIP8-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
TNFAIP8L2	重新pa一下:1018	True	detail/nucleoplasm/TNFAIP8L2/TNFAIP8L2-evaluation.md	scored	nucleoplasm	171	False	COVERED_SCORED	Report present
TNFRSF19	Sheet1:1786	True	detail/nucleoplasm/TNFRSF19/TNFRSF19-evaluation.md	scored	nucleoplasm	177	False	COVERED_SCORED	Report present
TNFSF4	Sheet1:1787	True	detail/rejected/TNFSF4/TNFSF4-evaluation.md	rejected	rejected	178	False	COVERED_REJECTED	Report present
TNIK	Sheet1:1788	True	detail/rejected/TNIK/TNIK-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
TNIP1	重新pa一下:1387	True	detail/nucleoplasm/TNIP1/TNIP1-evaluation.md;detail/rejected/TNIP1/TNIP1-evaluation.md	scored	nucleoplasm	221	True	COVERED_DUPLICATE_NEEDS_REVIEW	Multiple reports for same gene
TNIP2	Sheet1:1789	True	detail/nucleolus/TNIP2/TNIP2-evaluation.md	scored	nucleolus	178	False	COVERED_SCORED	Report present
TNIP3	重新pa一下:838	True	detail/nuclear-speckle/TNIP3/TNIP3-evaluation.md	scored	nuclear-speckle	175	False	COVERED_SCORED	Report present
TNKS	Sheet1:1790	True	detail/rejected/TNKS/TNKS-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
TNKS1BP1	研究很多:724	True	detail/rejected/TNKS1BP1/TNKS1BP1-evaluation.md	rejected	rejected	48	False	COVERED_REJECTED	Report present
TNKS2	Sheet1:1791	True	detail/rejected/TNKS2/TNKS2-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
TNMD	Sheet1:1792	True	detail/rejected/TNMD/TNMD-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
TNNC1	Sheet1:1793	True	detail/nucleoplasm/TNNC1/TNNC1-evaluation.md	scored	nucleoplasm	119	False	COVERED_SCORED	Report present
TNNC2	重新pa一下:915	True	detail/nucleoplasm/TNNC2/TNNC2-evaluation.md	scored	nucleoplasm	177	False	COVERED_SCORED	Report present
TNNI1	Sheet1:1794	True	detail/rejected/TNNI1/TNNI1-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
TNNT1	Sheet1:1795	True	detail/rejected/TNNT1/TNNT1-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
TNNT2	Sheet1:1796	True	detail/rejected/TNNT2/TNNT2-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
TNP1	重新pa一下:843	True	detail/nucleoplasm/TNP1/TNP1-evaluation.md;detail/rejected/TNP1/TNP1-evaluation.md	scored	nucleoplasm	209	True	COVERED_DUPLICATE_NEEDS_REVIEW	Multiple reports for same gene
TNP2	Sheet1:1797	True	detail/rejected/TNP2/TNP2-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
TNPO1	Sheet1:1798	True	detail/rejected/TNPO1/TNPO1-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
TNPO2	重新pa一下:52	True	detail/nucleoplasm/TNPO2/TNPO2-evaluation.md	scored	nucleoplasm	177	False	COVERED_SCORED	Report present
TNPO3	Sheet1:1799	True	detail/rejected/TNPO3/TNPO3-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
TNRC6A	Sheet1:1800	True	detail/nucleoplasm/TNRC6A/TNRC6A-evaluation.md	scored	nucleoplasm	119	False	COVERED_SCORED	Report present
TNRC6C	Sheet1:1801	True	detail/nucleoplasm/TNRC6C/TNRC6C-evaluation.md	scored	nucleoplasm	119	False	COVERED_SCORED	Report present
TOB1	Sheet1:1802	True	detail/rejected/TOB1/TOB1-evaluation.md	rejected	rejected	178	False	COVERED_REJECTED	Report present
TOE1	Sheet1:1803	True	detail/nucleolus/TOE1/TOE1-evaluation.md	scored	nucleolus	182	False	COVERED_SCORED	Report present
TOGARAM1	重新pa一下:262	True	detail/nuclear-speckle/TOGARAM1/TOGARAM1-evaluation.md	scored	nuclear-speckle	178	False	COVERED_SCORED	Report present
TOGARAM2	重新pa一下:564	True	detail/nucleoplasm/TOGARAM2/TOGARAM2-evaluation.md	scored	nucleoplasm	161	False	COVERED_SCORED	Report present
TOLLIP	Sheet1:1804	True	detail/rejected/TOLLIP/TOLLIP-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
TONSL	Sheet1:1805	True	detail/nucleolus/TONSL/TONSL-evaluation.md	scored	nucleolus	170	False	COVERED_SCORED	Report present
TOPORS	Sheet1:1806	True	detail/nucleoplasm/TOPORS/TOPORS-evaluation.md	scored	nucleoplasm	105	False	COVERED_SCORED	Report present
TOR1A	Sheet1:1807	True	detail/rejected/TOR1A/TOR1A-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
TOR1AIP1	重新pa一下:538	True	detail/nuclear-envelope/TOR1AIP1/TOR1AIP1-evaluation.md	scored	nuclear-envelope	180	False	COVERED_SCORED	Report present
TOR1AIP2	重新pa一下:495	True	detail/nuclear-envelope/TOR1AIP2/TOR1AIP2-evaluation.md	scored	nuclear-envelope	178	False	COVERED_SCORED	Report present
TOR1B	研究很多:772	True	detail/rejected/TOR1B/TOR1B-evaluation.md	rejected	rejected	48	False	COVERED_REJECTED	Report present
TOR4A	研究很多:773	True	detail/nuclear-envelope/TOR4A/TOR4A-evaluation.md	scored	nuclear-envelope	178	False	COVERED_SCORED	Report present
TOX	研究很少:111	True	detail/rejected/TOX/TOX-evaluation.md	rejected	rejected	176	False	COVERED_REJECTED	Report present
TOX2	Sheet1:1808	True	detail/nucleoplasm/TOX2/TOX2-evaluation.md	scored	nucleoplasm	172	False	COVERED_SCORED	Report present
TOX3	Sheet1:1809	True	detail/rejected/TOX3/TOX3-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
TOX4	Sheet1:1810	True	detail/chromatin/TOX4/TOX4-evaluation.md	scored	chromatin	174	False	COVERED_SCORED	Report present
TP53	研究很少:13	True	detail/rejected/TP53/TP53-evaluation.md	rejected	rejected	176	False	COVERED_REJECTED	Report present
TP53BP1	Sheet1:1811	True	detail/rejected/TP53BP1/TP53BP1-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
TP53BP2	Sheet1:1812	True	detail/rejected/TP53BP2/TP53BP2-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
TP53INP1	Sheet1:1813	True	detail/rejected/TP53INP1/TP53INP1-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
TP53INP2	Sheet1:1814	True	detail/rejected/TP53INP2/TP53INP2-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
TP53RK	重新pa一下:135	True	detail/nucleoplasm/TP53RK/TP53RK-evaluation.md	scored	nucleoplasm	180	False	COVERED_SCORED	Report present
TP53TG5	重新pa一下:147	True	detail/nucleolus/TP53TG5/TP53TG5-evaluation.md	scored	nucleolus	175	False	COVERED_SCORED	Report present
TP63	研究很少:377	True	detail/rejected/TP63/TP63-evaluation.md	rejected	rejected	181	False	COVERED_REJECTED	Report present
TP73	Sheet1:1815	True	detail/rejected/TP73/TP73-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
TPCN2	重新pa一下:532	True	detail/nucleoplasm/TPCN2/TPCN2-evaluation.md	scored	nucleoplasm	183	False	COVERED_SCORED	Report present
TPI1	Sheet1:1816	True	detail/rejected/TPI1/TPI1-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
TPP2	研究很多:794	True	detail/rejected/TPP2/TPP2-evaluation.md	rejected	rejected	48	False	COVERED_REJECTED	Report present
TPPP	重新pa一下:698	True	detail/nucleoplasm/TPPP/TPPP-evaluation.md;detail/rejected/TPPP/TPPP-evaluation.md	scored	nucleoplasm	213	True	COVERED_DUPLICATE_NEEDS_REVIEW	Multiple reports for same gene
TPR	研究很少:494	True	detail/rejected/TPR/TPR-evaluation.md	rejected	rejected	183	False	COVERED_REJECTED	Report present
TPRG1	重新pa一下:461	True	detail/nucleoplasm/TPRG1/TPRG1-evaluation.md	scored	nucleoplasm	171	False	COVERED_SCORED	Report present
TPRKB	重新pa一下:520	True	detail/nucleoplasm/TPRKB/TPRKB-evaluation.md	scored	nucleoplasm	179	False	COVERED_SCORED	Report present
TPRN	重新pa一下:444	True	detail/nucleoplasm/TPRN/TPRN-evaluation.md	scored	nucleoplasm	180	False	COVERED_SCORED	Report present
TPRX1	Sheet1:1817	True	detail/nucleoplasm/TPRX1/TPRX1-evaluation.md	scored	nucleoplasm	144	False	COVERED_SCORED	Report present
TPRX2	Sheet1:1818	True	detail/rejected/TPRX2/TPRX2-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
TPX2	Sheet1:1819	True	detail/rejected/TPX2/TPX2-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
TRA2A	Sheet1:1820	True	detail/nucleolus/TRA2A/TRA2A-evaluation.md	scored	nucleolus	179	False	COVERED_SCORED	Report present
TRADD	Sheet1:1821	True	detail/rejected/TRADD/TRADD-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
TRAF1	Sheet1:1822	True	detail/rejected/TRAF1/TRAF1-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
TRAF4	Sheet1:1823	True	detail/rejected/TRAF4/TRAF4-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
TRAF6	研究很少:462	True	detail/rejected/TRAF6/TRAF6-evaluation.md	rejected	rejected	183	False	COVERED_REJECTED	Report present
TRAF7	Sheet1:1824	True	detail/nucleoplasm/TRAF7/TRAF7-evaluation.md	scored	nucleoplasm	182	False	COVERED_SCORED	Report present
TRAIP	重新pa一下:1230	True	detail/nucleolus/TRAIP/TRAIP-evaluation.md	scored	nucleolus	180	False	COVERED_SCORED	Report present
TRAK1	研究很多:774	True	detail/rejected/TRAK1/TRAK1-evaluation.md	rejected	rejected	48	False	COVERED_REJECTED	Report present
TRAK2	重新pa一下:455	True	detail/nuclear-speckle/TRAK2/TRAK2-evaluation.md	scored	nuclear-speckle	183	False	COVERED_SCORED	Report present
TRANK1	Sheet1:1825	True	detail/nucleoplasm/TRANK1/TRANK1-evaluation.md	scored	nucleoplasm	195	False	COVERED_SCORED	Report present
TRAPPC12	研究很多:775	True	detail/rejected/TRAPPC12/TRAPPC12-evaluation.md	rejected	rejected	48	False	COVERED_REJECTED	Report present
TRAPPC13	重新pa一下:456	True	detail/nucleoplasm/TRAPPC13/TRAPPC13-evaluation.md	scored	nucleoplasm	179	False	COVERED_SCORED	Report present
TREX1	Sheet1:1826	True	detail/rejected/TREX1/TREX1-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
TREX2	Sheet1:1827	True	detail/rejected/TREX2/TREX2-evaluation.md	rejected	rejected	177	False	COVERED_REJECTED	Report present
TRIB2	Sheet1:1828	True	detail/rejected/TRIB2/TRIB2-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
TRIB3	Sheet1:1829	True	detail/rejected/TRIB3/TRIB3-evaluation.md	rejected	rejected	39	False	COVERED_REJECTED	Report present
TRIM11	Sheet1:1830	True	detail/nucleoplasm/TRIM11/TRIM11-evaluation.md	scored	nucleoplasm	183	False	COVERED_SCORED	Report present
TRIM15	Sheet1:1831	True	detail/nucleoplasm/TRIM15/TRIM15-evaluation.md	scored	nucleoplasm	102	False	COVERED_SCORED	Report present
TRIM24	研究很少:421	True	detail/rejected/TRIM24/TRIM24-evaluation.md	rejected	rejected	183	False	COVERED_REJECTED	Report present
TRIM29	Sheet1:1832	True	detail/rejected/TRIM29/TRIM29-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
TRIM32	Sheet1:1833	True	detail/rejected/TRIM32/TRIM32-evaluation.md	rejected	rejected	39	False	COVERED_REJECTED	Report present
TRIM33	Sheet1:1834	True	detail/rejected/TRIM33/TRIM33-evaluation.md	rejected	rejected	39	False	COVERED_REJECTED	Report present
TRIM35	重新pa一下:53	True	detail/nucleoplasm/TRIM35/TRIM35-evaluation.md	scored	nucleoplasm	177	False	COVERED_SCORED	Report present
TRIM37	Sheet1:1835	True	detail/rejected/TRIM37/TRIM37-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
TRIM41	重新pa一下:459	True	detail/nucleolus/TRIM41/TRIM41-evaluation.md	scored	nucleolus	178	False	COVERED_SCORED	Report present
TRIM45	重新pa一下:1151	True	detail/nucleoplasm/TRIM45/TRIM45-evaluation.md	scored	nucleoplasm	179	False	COVERED_SCORED	Report present
TRIM47	Sheet1:1836	True	detail/nucleoplasm/TRIM47/TRIM47-evaluation.md	scored	nucleoplasm	182	False	COVERED_SCORED	Report present
TRIM49D1	研究很多:786	True	detail/nucleoplasm/TRIM49D1/TRIM49D1-evaluation.md	scored	nucleoplasm	154	False	COVERED_SCORED	Report present
TRIM49D2	研究很多:787	True	detail/nucleoplasm/TRIM49D2/TRIM49D2-evaluation.md	scored	nucleoplasm	154	False	COVERED_SCORED	Report present
TRIM51	研究很多:791	True	detail/nucleoplasm/TRIM51/TRIM51-evaluation.md	scored	nucleoplasm	168	False	COVERED_SCORED	Report present
TRIM51G	研究很多:792	True	detail/nucleoplasm/TRIM51G/TRIM51G-evaluation.md	scored	nucleoplasm	154	False	COVERED_SCORED	Report present
TRIM52	重新pa一下:1079	True	detail/nucleoplasm/TRIM52/TRIM52-evaluation.md	scored	nucleoplasm	178	False	COVERED_SCORED	Report present
TRIM55	Sheet1:1837	True	detail/nucleoplasm/TRIM55/TRIM55-evaluation.md	scored	nucleoplasm	178	False	COVERED_SCORED	Report present
TRIM56	Sheet1:1838	True	detail/rejected/TRIM56/TRIM56-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
TRIM60	研究很多:788	True	detail/nucleoplasm/TRIM60/TRIM60-evaluation.md	scored	nucleoplasm	164	False	COVERED_SCORED	Report present
TRIM61	研究很多:789	True	detail/nucleolus/TRIM61/TRIM61-evaluation.md	scored	nucleolus	160	False	COVERED_SCORED	Report present
TRIM63	重新pa一下:1396	True	detail/nucleoplasm/TRIM63/TRIM63-evaluation.md;detail/rejected/TRIM63/TRIM63-evaluation.md	scored	nucleoplasm	197	True	COVERED_DUPLICATE_NEEDS_REVIEW	Multiple reports for same gene
TRIM65	研究很多:790	True	detail/nucleoplasm/TRIM65/TRIM65-evaluation.md	scored	nucleoplasm	176	False	COVERED_SCORED	Report present
TRIM66	Sheet1:1839	True	detail/nucleoplasm/TRIM66/TRIM66-evaluation.md	scored	nucleoplasm	174	False	COVERED_SCORED	Report present
TRIM68	研究很多:793	True	detail/rejected/TRIM68/TRIM68-evaluation.md	rejected	rejected	48	False	COVERED_REJECTED	Report present
TRIM69	重新pa一下:460	True	detail/nuclear-speckle/TRIM69/TRIM69-evaluation.md	scored	nuclear-speckle	180	False	COVERED_SCORED	Report present
TRIM7	重新pa一下:1003	True	detail/nucleoplasm/TRIM7/TRIM7-evaluation.md	scored	nucleoplasm	178	False	COVERED_SCORED	Report present
TRIM8	Sheet1:1840	True	detail/nuclear-body/TRIM8/TRIM8-evaluation.md	scored	nuclear-body	99	False	COVERED_SCORED	Report present
TRIOBP	重新pa一下:1090	True	detail/chromatin/TRIOBP/TRIOBP-evaluation.md	scored	chromatin	182	False	COVERED_SCORED	Report present
TRIP12	Sheet1:1841	True	detail/nucleoplasm/TRIP12/TRIP12-evaluation.md	scored	nucleoplasm	105	False	COVERED_SCORED	Report present
TRIP13	Sheet1:1842	True	detail/rejected/TRIP13/TRIP13-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
TRIP4	Sheet1:1843	True	detail/rejected/TRIP4/TRIP4-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
TRIP6	Sheet1:1844	True	detail/rejected/TRIP6/TRIP6-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
TRIR	重新pa一下:134	True	detail/nucleoplasm/TRIR/TRIR-evaluation.md	scored	nucleoplasm	176	False	COVERED_SCORED	Report present
TRMO	研究很多:797	True	detail/nucleoplasm/TRMO/TRMO-evaluation.md	scored	nucleoplasm	176	False	COVERED_SCORED	Report present
TRMT1	Sheet1:1845	True	detail/nucleoplasm/TRMT1/TRMT1-evaluation.md	scored	nucleoplasm	179	False	COVERED_SCORED	Report present
TRMT10A	Sheet1:1846	True	detail/nucleolus/TRMT10A/TRMT10A-evaluation.md	scored	nucleolus	172	False	COVERED_SCORED	Report present
TRMT10B	研究很多:795	True	detail/nucleoplasm/TRMT10B/TRMT10B-evaluation.md	scored	nucleoplasm	177	False	COVERED_SCORED	Report present
TRMT11	重新pa一下:512	True	detail/nuclear-speckle/TRMT11/TRMT11-evaluation.md	scored	nuclear-speckle	178	False	COVERED_SCORED	Report present
TRMT112	Sheet1:1847	True	detail/nucleoplasm/TRMT112/TRMT112-evaluation.md	scored	nucleoplasm	182	False	COVERED_SCORED	Report present
TRMT13	重新pa一下:136	True	detail/nuclear-speckle/TRMT13/TRMT13-evaluation.md	scored	nuclear-speckle	174	False	COVERED_SCORED	Report present
TRMT1L	Sheet1:1848	True	detail/nucleolus/TRMT1L/TRMT1L-evaluation.md	scored	nucleolus	185	False	COVERED_SCORED	Report present
TRMT44	重新pa一下:213	True	detail/nuclear-speckle/TRMT44/TRMT44-evaluation.md	scored	nuclear-speckle	172	False	COVERED_SCORED	Report present
TRMT5	重新pa一下:943	True	detail/nucleoplasm/TRMT5/TRMT5-evaluation.md	scored	nucleoplasm	179	False	COVERED_SCORED	Report present
TRMT9B	研究很多:796	True	detail/nucleoplasm/TRMT9B/TRMT9B-evaluation.md	scored	nucleoplasm	166	False	COVERED_SCORED	Report present
TRNAU1AP	Sheet1:1849	True	detail/nucleoplasm/TRNAU1AP/TRNAU1AP-evaluation.md	scored	nucleoplasm	177	False	COVERED_SCORED	Report present
TRNP1	重新pa一下:1077	True	detail/chromatin/TRNP1/TRNP1-evaluation.md	scored	chromatin	169	False	COVERED_SCORED	Report present
TRPM7	Sheet1:1850	True	detail/rejected/TRPM7/TRPM7-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
TRRAP	Sheet1:1851	True	detail/rejected/TRRAP/TRRAP-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
