gene	path	status	lines	chars	has_yaml	has_hpa	has_uniprot_go	has_pubmed	has_structure	has_ppi	has_scoring_table	has_final_decision	has_packet_error_conclusion	has_one_line_no_nuclear_rejection	is_blocking_incomplete	reason
Obox1	detail/rejected/Obox1/Obox1-evaluation.md	rejected	37	859	True	False	False	False	False	True	True	True	False	False	False	Thin rejected/backlog candidate; Missing: HPA,UniProt/GO,PubMed,Structure
Obox3	detail/rejected/Obox3/Obox3-evaluation.md	rejected	37	859	True	False	False	False	False	True	True	True	False	False	False	Thin rejected/backlog candidate; Missing: HPA,UniProt/GO,PubMed,Structure
Obox4	detail/rejected/Obox4/Obox4-evaluation.md	rejected	37	859	True	False	False	False	False	True	True	True	False	False	False	Thin rejected/backlog candidate; Missing: HPA,UniProt/GO,PubMed,Structure
Obox5	detail/rejected/Obox5/Obox5-evaluation.md	rejected	37	859	True	False	False	False	False	True	True	True	False	False	False	Thin rejected/backlog candidate; Missing: HPA,UniProt/GO,PubMed,Structure
Oog1	detail/rejected/Oog1/Oog1-evaluation.md	rejected	48	890	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
PA2G4	detail/rejected/PA2G4/PA2G4-evaluation.md	rejected	45	769	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
PADI4	detail/rejected/PADI4/PADI4-evaluation.md	rejected	45	811	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
PAFAH1B1	detail/rejected/PAFAH1B1/PAFAH1B1-evaluation.md	rejected	45	884	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
PAK2	detail/rejected/PAK2/PAK2-evaluation.md	rejected	39	887	True	False	False	True	False	True	True	True	False	False	False	Thin rejected/backlog candidate; Missing: HPA,UniProt/GO,Structure
PALB2	detail/rejected/PALB2/PALB2-evaluation.md	rejected	45	777	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
PAPOLA	detail/rejected/PAPOLA/PAPOLA-evaluation.md	rejected	45	796	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
PARG	detail/rejected/PARG/PARG-evaluation.md	rejected	39	887	True	False	False	True	False	True	True	True	False	False	False	Thin rejected/backlog candidate; Missing: HPA,UniProt/GO,Structure
PARK7	detail/rejected/PARK7/PARK7-evaluation.md	rejected	45	774	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
PARN	detail/rejected/PARN/PARN-evaluation.md	rejected	45	824	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
PASK	detail/rejected/PASK/PASK-evaluation.md	rejected	45	783	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
PAWR	detail/rejected/PAWR/PAWR-evaluation.md	rejected	45	799	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
PAX1	detail/rejected/PAX1/PAX1-evaluation.md	rejected	45	750	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
PAX4	detail/rejected/PAX4/PAX4-evaluation.md	rejected	45	750	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
PAX9	detail/rejected/PAX9/PAX9-evaluation.md	rejected	45	750	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
PCNP	detail/rejected/PCNP/PCNP-evaluation.md	rejected	48	890	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
PDLIM2	detail/rejected/PDLIM2/PDLIM2-evaluation.md	rejected	45	758	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
PDXK	detail/rejected/PDXK/PDXK-evaluation.md	rejected	45	754	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
PEA15	detail/rejected/PEA15/PEA15-evaluation.md	rejected	45	787	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
PEG10	detail/rejected/PEG10/PEG10-evaluation.md	rejected	45	764	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
PELP1	detail/rejected/PELP1/PELP1-evaluation.md	rejected	45	839	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
PEPD	detail/rejected/PEPD/PEPD-evaluation.md	rejected	45	749	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
PES1	detail/rejected/PES1/PES1-evaluation.md	rejected	45	777	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
PFKL	detail/rejected/PFKL/PFKL-evaluation.md	rejected	45	769	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
PHF1	detail/rejected/PHF1/PHF1-evaluation.md	rejected	39	887	True	False	False	True	False	True	True	True	False	False	False	Thin rejected/backlog candidate; Missing: HPA,UniProt/GO,Structure
PHF21A	detail/rejected/PHF21A/PHF21A-evaluation.md	rejected	45	766	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
PHGDH	detail/rejected/PHGDH/PHGDH-evaluation.md	rejected	45	772	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
PHLDA1	detail/rejected/PHLDA1/PHLDA1-evaluation.md	rejected	45	847	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
PHLDA2	detail/rejected/PHLDA2/PHLDA2-evaluation.md	rejected	45	776	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
PHLPP1	detail/rejected/PHLPP1/PHLPP1-evaluation.md	rejected	39	895	True	False	False	True	False	True	True	True	False	False	False	Thin rejected/backlog candidate; Missing: HPA,UniProt/GO,Structure
PHLPP2	detail/rejected/PHLPP2/PHLPP2-evaluation.md	rejected	45	800	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
PHOX2A	detail/rejected/PHOX2A/PHOX2A-evaluation.md	rejected	45	793	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
PIK3R3	detail/rejected/PIK3R3/PIK3R3-evaluation.md	rejected	45	790	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
PINX1	detail/rejected/PINX1/PINX1-evaluation.md	rejected	45	837	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
PITPNA	detail/rejected/PITPNA/PITPNA-evaluation.md	rejected	48	896	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
PITX3	detail/rejected/PITX3/PITX3-evaluation.md	rejected	45	816	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
PKM	detail/rejected/PKM/PKM-evaluation.md	rejected	39	883	True	False	False	True	False	True	True	True	False	False	False	Thin rejected/backlog candidate; Missing: HPA,UniProt/GO,Structure
PKMYT1	detail/rejected/PKMYT1/PKMYT1-evaluation.md	rejected	45	801	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
PKNOX1	detail/rejected/PKNOX1/PKNOX1-evaluation.md	rejected	45	792	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
PKP2	detail/rejected/PKP2/PKP2-evaluation.md	rejected	45	752	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
PLA2G4A	detail/rejected/PLA2G4A/PLA2G4A-evaluation.md	rejected	45	835	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
PLA2G4D	detail/rejected/PLA2G4D/PLA2G4D-evaluation.md	rejected	45	779	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
PLCB1	detail/rejected/PLCB1/PLCB1-evaluation.md	rejected	45	790	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
PLCG2	detail/rejected/PLCG2/PLCG2-evaluation.md	rejected	45	766	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
PLEKHA2	detail/rejected/PLEKHA2/PLEKHA2-evaluation.md	rejected	48	899	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
PLK1	detail/rejected/PLK1/PLK1-evaluation.md	rejected	39	887	True	False	False	True	False	True	True	True	False	False	False	Thin rejected/backlog candidate; Missing: HPA,UniProt/GO,Structure
PLK2	detail/rejected/PLK2/PLK2-evaluation.md	rejected	45	756	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
PLOD2	detail/rejected/PLOD2/PLOD2-evaluation.md	rejected	45	789	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
PLSCR1	detail/rejected/PLSCR1/PLSCR1-evaluation.md	rejected	45	769	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
PLSCR4	detail/rejected/PLSCR4/PLSCR4-evaluation.md	rejected	48	896	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
PMM2	detail/rejected/PMM2/PMM2-evaluation.md	rejected	45	758	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
PNCK	detail/rejected/PNCK/PNCK-evaluation.md	rejected	48	890	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
PNKP	detail/rejected/PNKP/PNKP-evaluation.md	rejected	45	814	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
PNN	detail/rejected/PNN/PNN-evaluation.md	rejected	45	779	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
POU1F1	detail/rejected/POU1F1/POU1F1-evaluation.md	rejected	45	811	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
POU2F1	detail/rejected/POU2F1/POU2F1-evaluation.md	rejected	45	811	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
POU2F2	detail/rejected/POU2F2/POU2F2-evaluation.md	rejected	45	813	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
POU2F3	detail/rejected/POU2F3/POU2F3-evaluation.md	rejected	45	812	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
POU3F1	detail/rejected/POU3F1/POU3F1-evaluation.md	rejected	45	812	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
POU3F2	detail/rejected/POU3F2/POU3F2-evaluation.md	rejected	45	812	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
POU3F3	detail/rejected/POU3F3/POU3F3-evaluation.md	rejected	45	812	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
POU3F4	detail/rejected/POU3F4/POU3F4-evaluation.md	rejected	45	812	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
POU4F1	detail/rejected/POU4F1/POU4F1-evaluation.md	rejected	45	812	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
POU4F2	detail/rejected/POU4F2/POU4F2-evaluation.md	rejected	45	811	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
PPARGC1A	detail/rejected/PPARGC1A/PPARGC1A-evaluation.md	rejected	45	855	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
PPARGC1B	detail/rejected/PPARGC1B/PPARGC1B-evaluation.md	rejected	45	848	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
PPM1D	detail/rejected/PPM1D/PPM1D-evaluation.md	rejected	39	891	True	False	False	True	False	True	True	True	False	False	False	Thin rejected/backlog candidate; Missing: HPA,UniProt/GO,Structure
PPM1E	detail/rejected/PPM1E/PPM1E-evaluation.md	rejected	48	893	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
PQBP1	detail/rejected/PQBP1/PQBP1-evaluation.md	rejected	45	772	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
PRAME	detail/rejected/PRAME/PRAME-evaluation.md	rejected	45	790	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
PRAMEF12	detail/rejected/PRAMEF12/PRAMEF12-evaluation.md	rejected	45	751	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
PRICKLE1	detail/rejected/PRICKLE1/PRICKLE1-evaluation.md	rejected	45	787	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
PRIMPOL	detail/rejected/PRIMPOL/PRIMPOL-evaluation.md	rejected	45	822	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
PRKAA1	detail/rejected/PRKAA1/PRKAA1-evaluation.md	rejected	39	895	True	False	False	True	False	True	True	True	False	False	False	Thin rejected/backlog candidate; Missing: HPA,UniProt/GO,Structure
PRKCB	detail/rejected/PRKCB/PRKCB-evaluation.md	rejected	39	891	True	False	False	True	False	True	True	True	False	False	False	Thin rejected/backlog candidate; Missing: HPA,UniProt/GO,Structure
PRKCI	detail/rejected/PRKCI/PRKCI-evaluation.md	rejected	39	891	True	False	False	True	False	True	True	True	False	False	False	Thin rejected/backlog candidate; Missing: HPA,UniProt/GO,Structure
PRKN	detail/rejected/PRKN/PRKN-evaluation.md	rejected	39	887	True	False	False	True	False	True	True	True	False	False	False	Thin rejected/backlog candidate; Missing: HPA,UniProt/GO,Structure
PRKRA	detail/rejected/PRKRA/PRKRA-evaluation.md	rejected	45	882	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
PRM1	detail/rejected/PRM1/PRM1-evaluation.md	rejected	39	887	True	False	False	True	False	True	True	True	False	False	False	Thin rejected/backlog candidate; Missing: HPA,UniProt/GO,Structure
PRM2	detail/rejected/PRM2/PRM2-evaluation.md	rejected	45	749	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
PROP1	detail/rejected/PROP1/PROP1-evaluation.md	rejected	45	803	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
PRR13	detail/rejected/PRR13/PRR13-evaluation.md	rejected	48	893	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
PRR19	detail/rejected/PRR19/PRR19-evaluation.md	rejected	48	893	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
PRRX2	detail/rejected/PRRX2/PRRX2-evaluation.md	rejected	45	766	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
PTCH2	detail/rejected/PTCH2/PTCH2-evaluation.md	rejected	45	751	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
PTGES3	detail/rejected/PTGES3/PTGES3-evaluation.md	rejected	45	770	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
PTGS2	detail/rejected/PTGS2/PTGS2-evaluation.md	rejected	45	783	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
PTH1R	detail/rejected/PTH1R/PTH1R-evaluation.md	rejected	45	772	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
PTMA	detail/rejected/PTMA/PTMA-evaluation.md	rejected	45	755	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
PTMS	detail/rejected/PTMS/PTMS-evaluation.md	rejected	45	757	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
PTOV1	detail/rejected/PTOV1/PTOV1-evaluation.md	rejected	48	893	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
PTTG1IP	detail/rejected/PTTG1IP/PTTG1IP-evaluation.md	rejected	48	899	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
PTTG2	detail/rejected/PTTG2/PTTG2-evaluation.md	rejected	48	893	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
PURA	detail/rejected/PURA/PURA-evaluation.md	rejected	45	775	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
PYCARD	detail/rejected/PYCARD/PYCARD-evaluation.md	rejected	45	775	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
Pmf1	detail/rejected/Pmf1/Pmf1-evaluation.md	rejected	37	855	True	False	False	False	False	True	True	True	False	False	False	Thin rejected/backlog candidate; Missing: HPA,UniProt/GO,PubMed,Structure
QRICH2	detail/rejected/QRICH2/QRICH2-evaluation.md	rejected	48	896	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
R3HDM2	detail/rejected/R3HDM2/R3HDM2-evaluation.md	rejected	48	896	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
R3HDM4	detail/rejected/R3HDM4/R3HDM4-evaluation.md	rejected	48	896	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
RACGAP1	detail/rejected/RACGAP1/RACGAP1-evaluation.md	rejected	45	819	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
RACK1	detail/rejected/RACK1/RACK1-evaluation.md	rejected	39	891	True	False	False	True	False	True	True	True	False	False	False	Thin rejected/backlog candidate; Missing: HPA,UniProt/GO,Structure
RAI1	detail/rejected/RAI1/RAI1-evaluation.md	rejected	45	761	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
RAMACL	detail/rejected/RAMACL/RAMACL-evaluation.md	rejected	48	896	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
RARB	detail/rejected/RARB/RARB-evaluation.md	rejected	45	795	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
RASL11A	detail/rejected/RASL11A/RASL11A-evaluation.md	rejected	48	899	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
RAX	detail/rejected/RAX/RAX-evaluation.md	rejected	45	775	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
RBL1	detail/rejected/RBL1/RBL1-evaluation.md	rejected	45	779	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
RBL2	detail/rejected/RBL2/RBL2-evaluation.md	rejected	45	776	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
RBX1	detail/rejected/RBX1/RBX1-evaluation.md	rejected	39	887	True	False	False	True	False	True	True	True	False	False	False	Thin rejected/backlog candidate; Missing: HPA,UniProt/GO,Structure
RCBTB1	detail/rejected/RCBTB1/RCBTB1-evaluation.md	rejected	48	896	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
RCC1	detail/rejected/RCC1/RCC1-evaluation.md	rejected	45	776	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
RD3	detail/rejected/RD3/RD3-evaluation.md	rejected	45	783	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
RERE	detail/rejected/RERE/RERE-evaluation.md	rejected	45	826	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
REV1	detail/rejected/REV1/REV1-evaluation.md	rejected	39	887	True	False	False	True	False	True	True	True	False	False	False	Thin rejected/backlog candidate; Missing: HPA,UniProt/GO,Structure
RFPL1	detail/rejected/RFPL1/RFPL1-evaluation.md	rejected	48	893	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
RFPL3	detail/rejected/RFPL3/RFPL3-evaluation.md	rejected	48	893	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
RFWD3	detail/rejected/RFWD3/RFWD3-evaluation.md	rejected	48	893	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
RGCC	detail/rejected/RGCC/RGCC-evaluation.md	rejected	45	760	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
RITA1	detail/rejected/RITA1/RITA1-evaluation.md	rejected	48	893	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
RLBP1	detail/rejected/RLBP1/RLBP1-evaluation.md	rejected	45	772	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
RMI1	detail/rejected/RMI1/RMI1-evaluation.md	rejected	45	772	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
RMI2	detail/rejected/RMI2/RMI2-evaluation.md	rejected	48	890	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
RORB	detail/rejected/RORB/RORB-evaluation.md	rejected	45	801	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
RRM2	detail/rejected/RRM2/RRM2-evaluation.md	rejected	39	887	True	False	False	True	False	True	True	True	False	False	False	Thin rejected/backlog candidate; Missing: HPA,UniProt/GO,Structure
RTCA	detail/rejected/RTCA/RTCA-evaluation.md	rejected	45	772	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
RTEL1	detail/rejected/RTEL1/RTEL1-evaluation.md	rejected	45	785	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
RUBCN	detail/rejected/RUBCN/RUBCN-evaluation.md	rejected	45	768	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
RUSC1	detail/rejected/RUSC1/RUSC1-evaluation.md	rejected	48	893	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
RUVBL1	detail/rejected/RUVBL1/RUVBL1-evaluation.md	rejected	45	791	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
RUVBL2	detail/rejected/RUVBL2/RUVBL2-evaluation.md	rejected	45	791	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
RXRB	detail/rejected/RXRB/RXRB-evaluation.md	rejected	45	762	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
RXRG	detail/rejected/RXRG/RXRG-evaluation.md	rejected	45	762	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
RYR2	detail/rejected/RYR2/RYR2-evaluation.md	rejected	45	764	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
Rasl2-9	detail/rejected/Rasl2-9/Rasl2-9-evaluation.md	rejected	48	899	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
Rhox5	detail/rejected/Rhox5/Rhox5-evaluation.md	rejected	37	859	True	False	False	False	False	True	True	True	False	False	False	Thin rejected/backlog candidate; Missing: HPA,UniProt/GO,PubMed,Structure
Rrn3	detail/rejected/Rrn3/Rrn3-evaluation.md	rejected	37	855	True	False	False	False	False	True	True	True	False	False	False	Thin rejected/backlog candidate; Missing: HPA,UniProt/GO,PubMed,Structure
SAAL1	detail/rejected/SAAL1/SAAL1-evaluation.md	rejected	48	893	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
SAMD4A	detail/rejected/SAMD4A/SAMD4A-evaluation.md	rejected	45	761	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
SARS1	detail/rejected/SARS1/SARS1-evaluation.md	rejected	45	771	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
SASH1	detail/rejected/SASH1/SASH1-evaluation.md	rejected	45	773	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
SAV1	detail/rejected/SAV1/SAV1-evaluation.md	rejected	45	824	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
SCAI	detail/rejected/SCAI/SCAI-evaluation.md	rejected	45	773	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
SCNM1	detail/rejected/SCNM1/SCNM1-evaluation.md	rejected	48	893	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
SCYL1	detail/rejected/SCYL1/SCYL1-evaluation.md	rejected	45	742	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
SEL1L2	detail/rejected/SEL1L2/SEL1L2-evaluation.md	rejected	48	896	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
SELENOF	detail/rejected/SELENOF/SELENOF-evaluation.md	rejected	105	5521	True	True	True	True	True	True	False	True	True	False	True	Packet error/harvest failure appears in final report body
SEMA4B	detail/rejected/SEMA4B/SEMA4B-evaluation.md	rejected	45	757	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
SENP1	detail/rejected/SENP1/SENP1-evaluation.md	rejected	39	891	True	False	False	True	False	True	True	True	False	False	False	Thin rejected/backlog candidate; Missing: HPA,UniProt/GO,Structure
SEPTIN12	detail/rejected/SEPTIN12/SEPTIN12-evaluation.md	rejected	48	902	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
SESN1	detail/rejected/SESN1/SESN1-evaluation.md	rejected	45	750	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
SGK1	detail/rejected/SGK1/SGK1-evaluation.md	rejected	45	778	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
SGK3	detail/rejected/SGK3/SGK3-evaluation.md	rejected	45	791	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
SGMS1	detail/rejected/SGMS1/SGMS1-evaluation.md	rejected	45	764	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
SHF	detail/rejected/SHF/SHF-evaluation.md	rejected	45	770	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
SHISA5	detail/rejected/SHISA5/SHISA5-evaluation.md	rejected	48	896	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
SHMT1	detail/rejected/SHMT1/SHMT1-evaluation.md	rejected	45	820	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
