gene	current_path	status	current_lines	current_chars	risk	issues	in_excel	recommended_action	reason
SYNJ1	rejected/SYNJ1/SYNJ1-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
SYNPO2	rejected/SYNPO2/SYNPO2-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
SYTL3	rejected/SYTL3/SYTL3-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
SZT2	rejected/SZT2/SZT2-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
Selenbp2	rejected/Selenbp2/Selenbp2-evaluation.md	rejected	11	192	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
Serf1	rejected/Serf1/Serf1-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
Serpina3g	rejected/Serpina3g/Serpina3g-evaluation.md	rejected	11	194	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
Spin2c	rejected/Spin2c/Spin2c-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TAB3	rejected/TAB3/TAB3-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TACC2	rejected/TACC2/TACC2-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TADA1	rejected/TADA1/TADA1-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TAFA2	rejected/TAFA2/TAFA2-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TALDO1	rejected/TALDO1/TALDO1-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TAPBP	rejected/TAPBP/TAPBP-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TARS3	rejected/TARS3/TARS3-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TBC1D1	rejected/TBC1D1/TBC1D1-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TBC1D14	rejected/TBC1D14/TBC1D14-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TBC1D2	rejected/TBC1D2/TBC1D2-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TBC1D22A	rejected/TBC1D22A/TBC1D22A-evaluation.md	rejected	11	192	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TBC1D22B	rejected/TBC1D22B/TBC1D22B-evaluation.md	rejected	11	192	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TBCA	rejected/TBCA/TBCA-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TBCK	rejected/TBCK/TBCK-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TBKBP1	rejected/TBKBP1/TBKBP1-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TBL1Y	rejected/TBL1Y/TBL1Y-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TBPL2	rejected/TBPL2/TBPL2-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TBRG1	rejected/TBRG1/TBRG1-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TBX22	rejected/TBX22/TBX22-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TCERG1L	rejected/TCERG1L/TCERG1L-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TCHHL1	rejected/TCHHL1/TCHHL1-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TCIM	rejected/TCIM/TCIM-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TECPR2	rejected/TECPR2/TECPR2-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TENM1	rejected/TENM1/TENM1-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TENM2	rejected/TENM2/TENM2-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TENT5A	rejected/TENT5A/TENT5A-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TENT5B	rejected/TENT5B/TENT5B-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TEP1	rejected/TEP1/TEP1-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TERB1	rejected/TERB1/TERB1-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TESMIN	rejected/TESMIN/TESMIN-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TEX11	rejected/TEX11/TEX11-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TEX12	rejected/TEX12/TEX12-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TEX264	rejected/TEX264/TEX264-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TFAP2D	rejected/TFAP2D/TFAP2D-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TFDP3	rejected/TFDP3/TFDP3-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
THAP2	rejected/THAP2/THAP2-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
THAP3	rejected/THAP3/THAP3-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
THAP6	rejected/THAP6/THAP6-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
THNSL1	rejected/THNSL1/THNSL1-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
THTPA	rejected/THTPA/THTPA-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TIMM50	rejected/TIMM50/TIMM50-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TJP3	rejected/TJP3/TJP3-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TLE5	rejected/TLE5/TLE5-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TM2D2	rejected/TM2D2/TM2D2-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TM2D3	rejected/TM2D3/TM2D3-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TMC6	rejected/TMC6/TMC6-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TMCO5A	rejected/TMCO5A/TMCO5A-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TMUB1	rejected/TMUB1/TMUB1-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TMX4	rejected/TMX4/TMX4-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TNFAIP1	rejected/TNFAIP1/TNFAIP1-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TNFAIP8L2	rejected/TNFAIP8L2/TNFAIP8L2-evaluation.md	rejected	11	194	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TNIP1	rejected/TNIP1/TNIP1-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TNIP3	rejected/TNIP3/TNIP3-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TNNC2	rejected/TNNC2/TNNC2-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TNP1	rejected/TNP1/TNP1-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TNPO2	rejected/TNPO2/TNPO2-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TOGARAM1	rejected/TOGARAM1/TOGARAM1-evaluation.md	rejected	11	192	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TOGARAM2	rejected/TOGARAM2/TOGARAM2-evaluation.md	rejected	11	192	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TOR1AIP1	rejected/TOR1AIP1/TOR1AIP1-evaluation.md	rejected	11	192	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TOR1AIP2	rejected/TOR1AIP2/TOR1AIP2-evaluation.md	rejected	11	192	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TP53RK	rejected/TP53RK/TP53RK-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TP53TG5	rejected/TP53TG5/TP53TG5-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TPCN2	rejected/TPCN2/TPCN2-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TPPP	rejected/TPPP/TPPP-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TPRG1	rejected/TPRG1/TPRG1-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TPRKB	rejected/TPRKB/TPRKB-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TPRN	rejected/TPRN/TPRN-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TRAIP	rejected/TRAIP/TRAIP-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TRAK2	rejected/TRAK2/TRAK2-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TRAPPC13	rejected/TRAPPC13/TRAPPC13-evaluation.md	rejected	11	192	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TRIM35	rejected/TRIM35/TRIM35-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TRIM41	rejected/TRIM41/TRIM41-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TRIM45	rejected/TRIM45/TRIM45-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TRIM52	rejected/TRIM52/TRIM52-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TRIM63	rejected/TRIM63/TRIM63-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TRIM69	rejected/TRIM69/TRIM69-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TRIM7	rejected/TRIM7/TRIM7-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TRIOBP	rejected/TRIOBP/TRIOBP-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TRIR	rejected/TRIR/TRIR-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TRMT11	rejected/TRMT11/TRMT11-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TRMT13	rejected/TRMT13/TRMT13-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TRMT44	rejected/TRMT44/TRMT44-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TRMT5	rejected/TRMT5/TRMT5-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TRNP1	rejected/TRNP1/TRNP1-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TSEN2	rejected/TSEN2/TSEN2-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TSNAX	rejected/TSNAX/TSNAX-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TSPAN13	rejected/TSPAN13/TSPAN13-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TSPAN2	rejected/TSPAN2/TSPAN2-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TSPAN3	rejected/TSPAN3/TSPAN3-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TSPAN9	rejected/TSPAN9/TSPAN9-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TSPY1	rejected/TSPY1/TSPY1-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TSPY3	rejected/TSPY3/TSPY3-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TSPYL1	rejected/TSPYL1/TSPYL1-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TSR1	rejected/TSR1/TSR1-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TSSK1B	rejected/TSSK1B/TSSK1B-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TSSK3	rejected/TSSK3/TSSK3-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TSSK6	rejected/TSSK6/TSSK6-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TTC21A	rejected/TTC21A/TTC21A-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TTC27	rejected/TTC27/TTC27-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TTC33	rejected/TTC33/TTC33-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TTC36	rejected/TTC36/TTC36-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TTI1	rejected/TTI1/TTI1-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TTLL12	rejected/TTLL12/TTLL12-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TTLL5	rejected/TTLL5/TTLL5-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TUBGCP2	rejected/TUBGCP2/TUBGCP2-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TUSC1	rejected/TUSC1/TUSC1-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TXK	rejected/TXK/TXK-evaluation.md	rejected	11	182	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TXLNA	rejected/TXLNA/TXLNA-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TXLNG	rejected/TXLNG/TXLNG-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TXNDC9	rejected/TXNDC9/TXNDC9-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
TXNRD3	rejected/TXNRD3/TXNRD3-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
Tex19.1	rejected/Tex19.1/Tex19.1-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
Tnni3k	rejected/Tnni3k/Tnni3k-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
Trappc2	rejected/Trappc2/Trappc2-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
Trim30a	rejected/Trim30a/Trim30a-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
U2SURP	rejected/U2SURP/U2SURP-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
UACA	rejected/UACA/UACA-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
UBXN1	rejected/UBXN1/UBXN1-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
UBXN2B	rejected/UBXN2B/UBXN2B-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
UBXN4	rejected/UBXN4/UBXN4-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
UBXN8	rejected/UBXN8/UBXN8-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
UCKL1	rejected/UCKL1/UCKL1-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
UEVLD	rejected/UEVLD/UEVLD-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
UFSP2	rejected/UFSP2/UFSP2-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
UIMC1	rejected/UIMC1/UIMC1-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
UPP2	rejected/UPP2/UPP2-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
URB2	rejected/URB2/URB2-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
USHBP1	rejected/USHBP1/USHBP1-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
USO1	rejected/USO1/USO1-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
UVRAG	rejected/UVRAG/UVRAG-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
VBP1	rejected/VBP1/VBP1-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
VCF1	rejected/VCF1/VCF1-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
VCPIP1	rejected/VCPIP1/VCPIP1-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
VPS13D	rejected/VPS13D/VPS13D-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
VPS25	rejected/VPS25/VPS25-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
VPS36	rejected/VPS36/VPS36-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
VPS37A	rejected/VPS37A/VPS37A-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
VPS51	rejected/VPS51/VPS51-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
VPS54	rejected/VPS54/VPS54-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
VPS9D1	rejected/VPS9D1/VPS9D1-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
VRK3	rejected/VRK3/VRK3-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
VSIG10L	rejected/VSIG10L/VSIG10L-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
WAS	rejected/WAS/WAS-evaluation.md	rejected	11	182	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
WASHC4	rejected/WASHC4/WASHC4-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
WASL	rejected/WASL/WASL-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
WBP1L	rejected/WBP1L/WBP1L-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
WBP2	rejected/WBP2/WBP2-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
