gene	excel_sheets	has_report	report_paths	status	category	lines	chars	has_duplicate	coverage_status	reason
TCHHL1	?	True	detail/nuclear-envelope/TCHHL1/TCHHL1-evaluation.md	COVERED_SCORED	nuclear-envelope	?	?	?	COVERED_SCORED	OK
TCIM	?	True	detail/nuclear-speckle/TCIM/TCIM-evaluation.md	COVERED_SCORED	nuclear-speckle	?	?	?	COVERED_SCORED	OK
TCL1A	?	True	detail/nucleoplasm/TCL1A/TCL1A-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
TCOF1	?	True	detail/rejected/TCOF1/TCOF1-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
TCP10L	?	True	detail/rejected/TCP10L/TCP10L-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
TCP11L2	?	True	detail/nuclear-speckle/TCP11L2/TCP11L2-evaluation.md	COVERED_SCORED	nuclear-speckle	?	?	?	COVERED_SCORED	OK
TDG	?	True	detail/rejected/TDG/TDG-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
TDP1	?	True	detail/rejected/TDP1/TDP1-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
TDP2	?	True	detail/rejected/TDP2/TDP2-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
TDRD3	?	True	detail/nucleolus/TDRD3/TDRD3-evaluation.md	COVERED_SCORED	nucleolus	?	?	?	COVERED_SCORED	OK
TDRD9	?	True	detail/nucleoplasm/TDRD9/TDRD9-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
TDRP	?	True	detail/rejected/TDRP/TDRP-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
TEAD1	?	True	detail/rejected/TEAD1/TEAD1-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
TEAD2	?	True	detail/rejected/TEAD2/TEAD2-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
TEAD3	?	True	detail/nucleoplasm/TEAD3/TEAD3-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
TEAD4	?	True	detail/rejected/TEAD4/TEAD4-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
TECPR2	?	True	detail/nucleoplasm/TECPR2/TECPR2-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
TEDC1	?	True	detail/nucleoplasm/TEDC1/TEDC1-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
TEDC2	?	True	detail/nucleoplasm/TEDC2/TEDC2-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
TEF	?	True	detail/rejected/TEF/TEF-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
TELO2	?	True	detail/chromatin/TELO2/TELO2-evaluation.md	COVERED_SCORED	chromatin	?	?	?	COVERED_SCORED	OK
TEN1	?	True	detail/rejected/TEN1/TEN1-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
TENM1	?	True	detail/nuclear-speckle/TENM1/TENM1-evaluation.md	COVERED_SCORED	nuclear-speckle	?	?	?	COVERED_SCORED	OK
TENM2	?	True	detail/nucleoplasm/TENM2/TENM2-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
TENT2	?	True	detail/nucleoplasm/TENT2/TENT2-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
TENT4A	?	True	detail/nucleus-cytoplasm/TENT4A/TENT4A-evaluation.md	COVERED_SCORED	nucleus-cytoplasm	?	?	?	COVERED_SCORED	OK
TENT4B	?	True	detail/nucleolus/TENT4B/TENT4B-evaluation.md	COVERED_SCORED	nucleolus	?	?	?	COVERED_SCORED	OK
TENT5A	?	True	detail/nucleoplasm/TENT5A/TENT5A-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
TENT5B	?	True	detail/nucleoplasm/TENT5B/TENT5B-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
TENT5C	?	True	detail/nucleus-cytoplasm/TENT5C/TENT5C-evaluation.md	COVERED_SCORED	nucleus-cytoplasm	?	?	?	COVERED_SCORED	OK
TEP1	?	True	detail/rejected/TEP1/TEP1-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
TERB1	?	True	detail/nuclear-envelope/TERB1/TERB1-evaluation.md	COVERED_SCORED	nuclear-envelope	?	?	?	COVERED_SCORED	OK
TERB2	?	True	detail/rejected/TERB2/TERB2-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
TERF1	?	True	detail/rejected/TERF1/TERF1-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
TERF2	?	True	detail/rejected/TERF2/TERF2-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
TERF2IP	?	True	detail/rejected/TERF2IP/TERF2IP-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
TERT	?	True	detail/rejected/TERT/TERT-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
TESC	?	True	detail/nuclear-speckle/TESC/TESC-evaluation.md	COVERED_SCORED	nuclear-speckle	?	?	?	COVERED_SCORED	OK
TESK2	?	True	detail/rejected/TESK2/TESK2-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
TESMIN	?	True	detail/nucleoplasm/TESMIN/TESMIN-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
TET2	?	True	detail/rejected/TET2/TET2-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
TET3	?	True	detail/rejected/TET3/TET3-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
TEX10	?	True	detail/nucleolus/TEX10/TEX10-evaluation.md	COVERED_SCORED	nucleolus	?	?	?	COVERED_SCORED	OK
TEX11	?	True	detail/rejected/TEX11/TEX11-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
TEX12	?	True	detail/rejected/TEX12/TEX12-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
TEX13C	?	True	detail/nucleoplasm/TEX13C/TEX13C-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
TEX14	?	True	detail/rejected/TEX14/TEX14-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
TEX15	?	True	detail/nucleoplasm/TEX15/TEX15-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
TEX19	?	True	detail/rejected/TEX19/TEX19-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
TEX2	?	True	detail/nucleolus/TEX2/TEX2-evaluation.md	COVERED_SCORED	nucleolus	?	?	?	COVERED_SCORED	OK
TEX261	?	True	detail/nucleoplasm/TEX261/TEX261-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
TEX264	?	True	detail/chromatin/TEX264/TEX264-evaluation.md	COVERED_SCORED	chromatin	?	?	?	COVERED_SCORED	OK
TEX35	?	True	detail/nucleoplasm/TEX35/TEX35-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
TEX52	?	True	detail/nucleoplasm/TEX52/TEX52-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
TEX55	?	True	detail/rejected/TEX55/TEX55-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
TEX9	?	True	detail/nucleolus/TEX9/TEX9-evaluation.md	COVERED_SCORED	nucleolus	?	?	?	COVERED_SCORED	OK
TFAP2A	?	True	detail/rejected/TFAP2A/TFAP2A-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
TFAP2B	?	True	detail/rejected/TFAP2B/TFAP2B-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
TFAP2C	?	True	detail/rejected/TFAP2C/TFAP2C-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
TFAP2D	?	True	detail/nucleoplasm/TFAP2D/TFAP2D-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
TFAP2E	?	True	detail/chromatin/TFAP2E/TFAP2E-evaluation.md	COVERED_SCORED	chromatin	?	?	?	COVERED_SCORED	OK
TFAP4	?	True	detail/rejected/TFAP4/TFAP4-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
TFCP2	?	True	detail/rejected/TFCP2/TFCP2-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
TFCP2L1	?	True	detail/rejected/TFCP2L1/TFCP2L1-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
TFDP1	?	True	detail/nuclear-envelope/Tfdp1/Tfdp1-evaluation.md	COVERED_SCORED	nuclear-envelope	?	?	?	COVERED_SCORED	OK
TFDP2	?	True	detail/nucleus-cytoplasm/TFDP2/TFDP2-evaluation.md	COVERED_SCORED	nucleus-cytoplasm	?	?	?	COVERED_SCORED	OK
TFDP3	?	True	detail/nuclear-envelope/TFDP3/TFDP3-evaluation.md	COVERED_SCORED	nuclear-envelope	?	?	?	COVERED_SCORED	OK
TFE3	?	True	detail/rejected/TFE3/TFE3-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
TFEB	?	True	detail/rejected/TFEB/TFEB-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
TFEC	?	True	detail/rejected/TFEC/TFEC-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
TFIP11	?	True	detail/nucleus-cytoplasm/TFIP11/TFIP11-evaluation.md	COVERED_SCORED	nucleus-cytoplasm	?	?	?	COVERED_SCORED	OK
TFPT	?	True	detail/nucleus-cytoplasm/TFPT/TFPT-evaluation.md	COVERED_SCORED	nucleus-cytoplasm	?	?	?	COVERED_SCORED	OK
TGDS	?	True	detail/nucleoplasm/TGDS/TGDS-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
TGFB1I1	?	True	detail/rejected/TGFB1I1/TGFB1I1-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
TGIF1	?	True	detail/rejected/TGIF1/TGIF1-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
TGIF2	?	True	detail/rejected/TGIF2/TGIF2-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
TGIF2LX	?	True	detail/nucleus-cytoplasm/TGIF2LX/TGIF2LX-evaluation.md	COVERED_SCORED	nucleus-cytoplasm	?	?	?	COVERED_SCORED	OK
TGIF2LY	?	True	detail/rejected/TGIF2LY/TGIF2LY-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
TGS1	?	True	detail/nucleolus/TGS1/TGS1-evaluation.md	COVERED_SCORED	nucleolus	?	?	?	COVERED_SCORED	OK
TH	?	True	detail/rejected/TH/TH-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
THAP1	?	True	detail/rejected/THAP1/THAP1-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
THAP10	?	True	detail/nucleoplasm/THAP10/THAP10-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
THAP11	?	True	detail/nuclear-body/THAP11/THAP11-evaluation.md	COVERED_SCORED	nuclear-body	?	?	?	COVERED_SCORED	OK
THAP2	?	True	detail/nucleolus/THAP2/THAP2-evaluation.md	COVERED_SCORED	nucleolus	?	?	?	COVERED_SCORED	OK
THAP3	?	True	detail/nucleoplasm/THAP3/THAP3-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
THAP4	?	True	detail/chromatin/THAP4/THAP4-evaluation.md	COVERED_SCORED	chromatin	?	?	?	COVERED_SCORED	OK
THAP5	?	True	detail/nucleus-cytoplasm/THAP5/THAP5-evaluation.md	COVERED_SCORED	nucleus-cytoplasm	?	?	?	COVERED_SCORED	OK
THAP6	?	True	detail/nucleoplasm/THAP6/THAP6-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
THAP7	?	True	detail/nuclear-body/THAP7/THAP7-evaluation.md	COVERED_SCORED	nuclear-body	?	?	?	COVERED_SCORED	OK
THAP8	?	True	detail/nucleoplasm/THAP8/THAP8-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
THBD	?	True	detail/rejected/THBD/THBD-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
THEMIS	?	True	detail/rejected/THEMIS/THEMIS-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
THEMIS2	?	True	detail/nucleus-cytoplasm/THEMIS2/THEMIS2-evaluation.md	COVERED_SCORED	nucleus-cytoplasm	?	?	?	COVERED_SCORED	OK
THNSL1	?	True	detail/nuclear-speckle/THNSL1/THNSL1-evaluation.md	COVERED_SCORED	nuclear-speckle	?	?	?	COVERED_SCORED	OK
THRA	?	True	detail/rejected/THRA/THRA-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
THRAP3	?	True	detail/nucleoplasm/THRAP3/THRAP3-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
THRB	?	True	detail/rejected/THRB/THRB-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
THRSP	?	True	detail/rejected/THRSP/THRSP-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
THSD7B	?	True	detail/nucleoplasm/THSD7B/THSD7B-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
THTPA	?	True	detail/nucleoplasm/THTPA/THTPA-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
THUMPD2	?	True	detail/nucleus-cytoplasm/THUMPD2/THUMPD2-evaluation.md	COVERED_SCORED	nucleus-cytoplasm	?	?	?	COVERED_SCORED	OK
THUMPD3	?	True	detail/nucleolus/THUMPD3/THUMPD3-evaluation.md	COVERED_SCORED	nucleolus	?	?	?	COVERED_SCORED	OK
THYN1	?	True	detail/nucleoplasm/THYN1/THYN1-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
TIAM2	?	True	detail/nucleolus/TIAM2/TIAM2-evaluation.md	COVERED_SCORED	nucleolus	?	?	?	COVERED_SCORED	OK
TICRR	?	True	detail/nucleus-cytoplasm/TICRR/TICRR-evaluation.md	COVERED_SCORED	nucleus-cytoplasm	?	?	?	COVERED_SCORED	OK
TIFA	?	True	detail/nucleolus/TIFA/TIFA-evaluation.md	COVERED_SCORED	nucleolus	?	?	?	COVERED_SCORED	OK
TIMELESS	?	True	detail/rejected/TIMELESS/TIMELESS-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
TIMM50	?	True	detail/nuclear-speckle/TIMM50/TIMM50-evaluation.md	COVERED_SCORED	nuclear-speckle	?	?	?	COVERED_SCORED	OK
TINCR	?	True	detail/nucleoplasm/Tincr/Tincr-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
TINF2	?	True	detail/rejected/TINF2/TINF2-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
TIPARP	?	True	detail/nucleoplasm/TIPARP/TIPARP-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
TIPIN	?	True	detail/nucleus-cytoplasm/TIPIN/TIPIN-evaluation.md	COVERED_SCORED	nucleus-cytoplasm	?	?	?	COVERED_SCORED	OK
TJP2	?	True	detail/rejected/TJP2/TJP2-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
TJP3	?	True	detail/nucleoplasm/TJP3/TJP3-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
TKFC	?	True	detail/nucleoplasm/TKFC/TKFC-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
TKT	?	True	detail/rejected/TKT/TKT-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
TLCD4	?	True	detail/nuclear-speckle/TLCD4/TLCD4-evaluation.md	COVERED_SCORED	nuclear-speckle	?	?	?	COVERED_SCORED	OK
TLE1	?	True	detail/rejected/TLE1/TLE1-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
TLE2	?	True	detail/nucleoplasm/TLE2/TLE2-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
TLE3	?	True	detail/rejected/TLE3/TLE3-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
TLE4	?	True	detail/rejected/TLE4/TLE4-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
TLE5	?	True	detail/nucleoplasm/TLE5/TLE5-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
TLE6	?	True	detail/nucleus-cytoplasm/TLE6/TLE6-evaluation.md	COVERED_SCORED	nucleus-cytoplasm	?	?	?	COVERED_SCORED	OK
TLK1	?	True	detail/nucleoplasm/TLK1/TLK1-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
TLK2	?	True	detail/nucleoplasm/TLK2/TLK2-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
TLNRD1	?	True	detail/nucleoplasm/TLNRD1/TLNRD1-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
TLR2	?	True	detail/rejected/TLR2/TLR2-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
TLX1	?	True	detail/rejected/TLX1/TLX1-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
TLX2	?	True	detail/nucleoplasm/TLX2/TLX2-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
TLX3	?	True	detail/rejected/TLX3/TLX3-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
TM2D1	?	True	detail/nucleoplasm/TM2D1/TM2D1-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
TM2D2	?	True	detail/nucleoplasm/TM2D2/TM2D2-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
TM2D3	?	True	detail/nucleoplasm/TM2D3/TM2D3-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
TMA16	?	True	detail/nucleoplasm/TMA16/TMA16-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
TMA7	?	True	detail/nuclear-body/TMA7/TMA7-evaluation.md	COVERED_SCORED	nuclear-body	?	?	?	COVERED_SCORED	OK
TMA7B	?	True	detail/rejected/TMA7B/TMA7B-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
TMC5	?	True	detail/nucleoplasm/TMC5/TMC5-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
TMC6	?	True	detail/nuclear-envelope/TMC6/TMC6-evaluation.md	COVERED_SCORED	nuclear-envelope	?	?	?	COVERED_SCORED	OK
TMC8	?	True	detail/rejected/TMC8/TMC8-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
TMCO5A	?	True	detail/nuclear-envelope/TMCO5A/TMCO5A-evaluation.md	COVERED_SCORED	nuclear-envelope	?	?	?	COVERED_SCORED	OK
TMCO6	?	True	detail/nucleoplasm/TMCO6/TMCO6-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
TMF1	?	True	detail/nucleus-cytoplasm/TMF1/TMF1-evaluation.md	COVERED_SCORED	nucleus-cytoplasm	?	?	?	COVERED_SCORED	OK
TMOD2	?	True	detail/nucleolus/TMOD2/TMOD2-evaluation.md	COVERED_SCORED	nucleolus	?	?	?	COVERED_SCORED	OK
TMPO	?	True	detail/rejected/TMPO/TMPO-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
TMPPE	?	True	detail/nucleoplasm/TMPPE/TMPPE-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
TMSB4X	?	True	detail/rejected/TMSB4X/TMSB4X-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
TMTC1	?	True	detail/nucleoplasm/TMTC1/TMTC1-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
TMUB1	?	True	detail/nucleolus/TMUB1/TMUB1-evaluation.md	COVERED_SCORED	nucleolus	?	?	?	COVERED_SCORED	OK
TMX4	?	True	detail/nuclear-envelope/TMX4/TMX4-evaluation.md	COVERED_SCORED	nuclear-envelope	?	?	?	COVERED_SCORED	OK
TNFAIP1	?	True	detail/nucleoplasm/TNFAIP1/TNFAIP1-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
TNFAIP2	?	True	detail/nuclear-envelope/TNFAIP2/TNFAIP2-evaluation.md	COVERED_SCORED	nuclear-envelope	?	?	?	COVERED_SCORED	OK
TNFAIP8	?	True	detail/rejected/TNFAIP8/TNFAIP8-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
TNFAIP8L2	?	True	detail/nucleoplasm/TNFAIP8L2/TNFAIP8L2-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
TNFRSF19	?	True	detail/rejected/TNFRSF19/TNFRSF19-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
TNFSF4	?	True	detail/rejected/TNFSF4/TNFSF4-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
TNIK	?	True	detail/rejected/TNIK/TNIK-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
TNIP1	?	True	detail/rejected/TNIP1/TNIP1-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
TNIP2	?	True	detail/nucleolus/TNIP2/TNIP2-evaluation.md	COVERED_SCORED	nucleolus	?	?	?	COVERED_SCORED	OK
TNIP3	?	True	detail/nuclear-speckle/TNIP3/TNIP3-evaluation.md	COVERED_SCORED	nuclear-speckle	?	?	?	COVERED_SCORED	OK
TNKS	?	True	detail/rejected/TNKS/TNKS-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
TNKS1BP1	?	True	detail/rejected/TNKS1BP1/TNKS1BP1-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
TNKS2	?	True	detail/rejected/TNKS2/TNKS2-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
TNMD	?	True	detail/rejected/TNMD/TNMD-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
TNNC1	?	True	detail/nucleoplasm/TNNC1/TNNC1-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
TNNC2	?	True	detail/nucleoplasm/TNNC2/TNNC2-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
TNNI1	?	True	detail/rejected/TNNI1/TNNI1-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
TNNT1	?	True	detail/rejected/TNNT1/TNNT1-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
TNNT2	?	True	detail/rejected/TNNT2/TNNT2-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
TNP1	?	True	detail/rejected/TNP1/TNP1-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
TNP2	?	True	detail/rejected/TNP2/TNP2-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
TNPO1	?	True	detail/rejected/TNPO1/TNPO1-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
TNPO2	?	True	detail/nucleoplasm/TNPO2/TNPO2-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
TNPO3	?	True	detail/rejected/TNPO3/TNPO3-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
TNRC6A	?	True	detail/nucleoplasm/TNRC6A/TNRC6A-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
TNRC6C	?	True	detail/nucleoplasm/TNRC6C/TNRC6C-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
TOB1	?	True	detail/rejected/TOB1/TOB1-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
TOE1	?	True	detail/nucleolus/TOE1/TOE1-evaluation.md	COVERED_SCORED	nucleolus	?	?	?	COVERED_SCORED	OK
TOGARAM1	?	True	detail/nuclear-speckle/TOGARAM1/TOGARAM1-evaluation.md	COVERED_SCORED	nuclear-speckle	?	?	?	COVERED_SCORED	OK
TOGARAM2	?	True	detail/nucleoplasm/TOGARAM2/TOGARAM2-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
TOLLIP	?	True	detail/rejected/TOLLIP/TOLLIP-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
TONSL	?	True	detail/nucleolus/TONSL/TONSL-evaluation.md	COVERED_SCORED	nucleolus	?	?	?	COVERED_SCORED	OK
TOPORS	?	True	detail/nucleoplasm/TOPORS/TOPORS-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
TOR1A	?	True	detail/rejected/TOR1A/TOR1A-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
TOR1AIP1	?	True	detail/nuclear-envelope/TOR1AIP1/TOR1AIP1-evaluation.md	COVERED_SCORED	nuclear-envelope	?	?	?	COVERED_SCORED	OK
TOR1AIP2	?	True	detail/nuclear-envelope/TOR1AIP2/TOR1AIP2-evaluation.md	COVERED_SCORED	nuclear-envelope	?	?	?	COVERED_SCORED	OK
TOR1B	?	True	detail/rejected/TOR1B/TOR1B-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
TOR4A	?	True	detail/nuclear-envelope/TOR4A/TOR4A-evaluation.md	COVERED_SCORED	nuclear-envelope	?	?	?	COVERED_SCORED	OK
TOX	?	True	detail/rejected/TOX/TOX-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
