gene	path	status	category	lines	chars	has_yaml	has_hpa	has_uniprot_go	has_pubmed_strict_broad	has_alphafold_plddt_pae	has_pdb_or_no_pdb_explanation	has_ppi	has_te_relevance_reasoning	has_scoring_table	has_final_decision_reason	has_manual_review_note	has_forbidden_placeholders	has_packet_error_conclusion	has_one_line_no_nuclear_rejection	risk_level	recommended_action	reason
RNF6	detail/nucleoplasm/RNF6/RNF6-evaluation.md	scored	nucleoplasm	170	9671	True	True	True	True	True	True	True	True	True	True	True	False	False	False	OK	KEEP	OK
Gvin1	detail/nucleoplasm/Gvin1/Gvin1-evaluation.md	scored	nucleoplasm	164	5143	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
GIN1	detail/nucleoplasm/GIN1/GIN1-evaluation.md	scored	nucleoplasm	173	4832	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
COG3	detail/nucleoplasm/COG3/COG3-evaluation.md	scored	nucleoplasm	184	5878	True	True	True	True	True	True	True	False	True	True	True	False	False	False	OK	KEEP	OK
FBXO7	detail/nucleoplasm/FBXO7/FBXO7-evaluation.md	scored	nucleoplasm	177	8109	False	True	True	True	True	True	True	True	True	True	True	False	False	False	OK	KEEP	OK
RMND5A	detail/nucleoplasm/RMND5A/RMND5A-evaluation.md	scored	nucleoplasm	152	8215	False	True	True	True	True	True	True	True	True	False	True	False	False	False	LOW	KEEP	Reason
SEPTIN3	detail/nucleoplasm/SEPTIN3/SEPTIN3-evaluation.md	scored	nucleoplasm	168	6827	True	True	True	True	True	True	True	False	True	False	True	False	False	False	LOW	KEEP	Reason
DMRTC1	detail/nucleoplasm/DMRTC1/DMRTC1-evaluation.md	scored	nucleoplasm	161	3833	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
HIGD1A	detail/nucleoplasm/HIGD1A/HIGD1A-evaluation.md	scored	nucleoplasm	180	5700	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
MLLT1	detail/nucleoplasm/MLLT1/MLLT1-evaluation.md	scored	nucleoplasm	189	5434	True	True	True	True	True	True	True	True	False	True	False	False	False	False	OK	KEEP	OK
MYOZ2	detail/nucleoplasm/MYOZ2/MYOZ2-evaluation.md	scored	nucleoplasm	179	5416	True	True	True	True	True	True	True	False	True	True	True	False	False	False	OK	KEEP	OK
TRMO	detail/nucleoplasm/TRMO/TRMO-evaluation.md	scored	nucleoplasm	177	5566	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
SS18L1	detail/nucleoplasm/SS18L1/SS18L1-evaluation.md	scored	nucleoplasm	181	5768	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
CLIC2	detail/nucleoplasm/CLIC2/CLIC2-evaluation.md	scored	nucleoplasm	183	5899	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
MORN2	detail/nucleoplasm/MORN2/MORN2-evaluation.md	scored	nucleoplasm	171	5328	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
EP400	detail/nucleoplasm/EP400/EP400-evaluation.md	scored	nucleoplasm	233	10519	True	True	True	True	True	True	True	True	False	True	False	False	False	False	OK	KEEP	OK
CXorf21	detail/nucleoplasm/CXorf21/CXorf21-evaluation.md	scored	nucleoplasm	163	4881	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
CDY1B	detail/nucleoplasm/CDY1B/CDY1B-evaluation.md	scored	nucleoplasm	130	5768	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
ANP32B	detail/nucleoplasm/ANP32B/ANP32B-evaluation.md	scored	nucleoplasm	217	7847	True	True	True	True	True	True	True	True	False	True	False	False	False	False	OK	KEEP	OK
LDLRAD1	detail/nucleoplasm/LDLRAD1/LDLRAD1-evaluation.md	scored	nucleoplasm	177	5772	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
DPH3	detail/nucleoplasm/DPH3/DPH3-evaluation.md	scored	nucleoplasm	176	5233	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
PDZRN3	detail/nucleoplasm/PDZRN3/PDZRN3-evaluation.md	scored	nucleoplasm	178	5812	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
UPP1	detail/nucleoplasm/UPP1/UPP1-evaluation.md	scored	nucleoplasm	118	3340	True	True	True	True	True	True	True	True	False	True	True	True	False	False	OK	KEEP	OK
VRTN	detail/nucleoplasm/VRTN/VRTN-evaluation.md	scored	nucleoplasm	164	4108	True	True	True	True	True	True	True	True	False	True	False	False	False	False	OK	KEEP	OK
MLLT6	detail/nucleoplasm/MLLT6/MLLT6-evaluation.md	scored	nucleoplasm	189	5918	True	True	True	True	True	True	True	True	False	True	False	False	False	False	OK	KEEP	OK
TRIM49D1	detail/nucleoplasm/TRIM49D1/TRIM49D1-evaluation.md	scored	nucleoplasm	155	3887	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
PNRC1	detail/nucleoplasm/PNRC1/PNRC1-evaluation.md	scored	nucleoplasm	175	5234	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
ANAPC10	detail/nucleoplasm/ANAPC10/ANAPC10-evaluation.md	scored	nucleoplasm	176	5361	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
U2SURP	detail/nucleoplasm/U2SURP/U2SURP-evaluation.md	scored	nucleoplasm	179	5673	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
NAPRT	detail/nucleoplasm/NAPRT/NAPRT-evaluation.md	scored	nucleoplasm	118	3558	True	True	True	True	True	True	True	True	False	True	True	True	False	False	OK	KEEP	OK
GMNN	detail/nucleoplasm/GMNN/GMNN-evaluation.md	scored	nucleoplasm	181	5687	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
PYGO2	detail/nucleoplasm/PYGO2/PYGO2-evaluation.md	scored	nucleoplasm	174	4565	True	True	True	True	True	True	True	True	False	True	False	False	False	False	OK	KEEP	OK
LRRC23	detail/nucleoplasm/LRRC23/LRRC23-evaluation.md	scored	nucleoplasm	170	5004	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
MTREX	detail/nucleoplasm/MTREX/MTREX-evaluation.md	scored	nucleoplasm	177	6216	True	True	True	True	True	True	True	True	False	True	False	False	False	False	OK	KEEP	OK
FBXL6	detail/nucleoplasm/FBXL6/FBXL6-evaluation.md	scored	nucleoplasm	168	4844	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
NVL	detail/nucleoplasm/NVL/NVL-evaluation.md	scored	nucleoplasm	204	11005	False	True	True	True	True	True	True	True	True	True	True	False	False	False	OK	KEEP	OK
SERTAD1	detail/nucleoplasm/SERTAD1/SERTAD1-evaluation.md	scored	nucleoplasm	179	5492	True	True	True	True	True	True	True	False	True	True	True	False	False	False	OK	KEEP	OK
SSX4B	detail/nucleoplasm/SSX4B/SSX4B-evaluation.md	scored	nucleoplasm	164	3987	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
WSCD1	detail/nucleoplasm/WSCD1/WSCD1-evaluation.md	scored	nucleoplasm	168	4818	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
BRSK1	detail/nucleoplasm/BRSK1/BRSK1-evaluation.md	scored	nucleoplasm	171	7030	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
TCL1A	detail/nucleoplasm/TCL1A/TCL1A-evaluation.md	scored	nucleoplasm	180	5739	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
PURG	detail/nucleoplasm/PURG/PURG-evaluation.md	scored	nucleoplasm	175	5556	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
MYSM1	detail/nucleoplasm/MYSM1/MYSM1-evaluation.md	scored	nucleoplasm	219	7613	True	True	True	True	True	True	True	True	False	True	False	False	False	False	OK	KEEP	OK
DRGX	detail/nucleoplasm/DRGX/DRGX-evaluation.md	scored	nucleoplasm	159	4384	True	True	True	True	True	True	True	True	False	True	False	False	False	False	OK	KEEP	OK
ETV7	detail/nucleoplasm/ETV7/ETV7-evaluation.md	scored	nucleoplasm	177	4420	True	True	True	True	True	True	True	True	False	True	True	False	False	False	OK	KEEP	OK
LONRF3	detail/nucleoplasm/LONRF3/LONRF3-evaluation.md	scored	nucleoplasm	174	5325	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
NYAP2	detail/nucleoplasm/NYAP2/NYAP2-evaluation.md	scored	nucleoplasm	176	5880	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
CSTF1	detail/nucleoplasm/CSTF1/CSTF1-evaluation.md	scored	nucleoplasm	169	4692	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
CRIP2	detail/nucleoplasm/CRIP2/CRIP2-evaluation.md	scored	nucleoplasm	164	4515	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
GLRX	detail/nucleoplasm/GLRX/GLRX-evaluation.md	scored	nucleoplasm	179	5638	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
GARRE1	detail/nucleoplasm/GARRE1/GARRE1-evaluation.md	scored	nucleoplasm	175	5170	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
CEP63	detail/nucleoplasm/CEP63/CEP63-evaluation.md	scored	nucleoplasm	74	2541	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
MPPE1	detail/nucleoplasm/MPPE1/MPPE1-evaluation.md	scored	nucleoplasm	179	6118	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
GALNT10	detail/nucleoplasm/GALNT10/GALNT10-evaluation.md	scored	nucleoplasm	178	5940	True	True	True	True	True	True	True	False	True	True	True	False	False	False	OK	KEEP	OK
RXYLT1	detail/nucleoplasm/RXYLT1/RXYLT1-evaluation.md	scored	nucleoplasm	171	5013	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
GPR65	detail/nucleoplasm/GPR65/GPR65-evaluation.md	scored	nucleoplasm	167	4378	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
CLNS1A	detail/nucleoplasm/CLNS1A/CLNS1A-evaluation.md	scored	nucleoplasm	179	5680	True	True	True	True	True	True	True	True	False	True	False	True	False	False	OK	KEEP	OK
PRKD2	detail/nucleoplasm/PRKD2/PRKD2-evaluation.md	scored	nucleoplasm	182	5890	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
AATK	detail/nucleoplasm/AATK/AATK-evaluation.md	scored	nucleoplasm	178	5848	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
HDDC2	detail/nucleoplasm/HDDC2/HDDC2-evaluation.md	scored	nucleoplasm	175	5416	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
GNB1L	detail/nucleoplasm/GNB1L/GNB1L-evaluation.md	scored	nucleoplasm	178	5776	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
BARHL1	detail/nucleoplasm/BARHL1/BARHL1-evaluation.md	scored	nucleoplasm	181	5263	True	False	True	True	True	True	True	True	False	True	False	False	False	False	LOW	KEEP	HPA
RNF111	detail/nucleoplasm/RNF111/RNF111-evaluation.md	scored	nucleoplasm	179	11885	True	True	True	True	True	True	True	True	True	True	True	False	False	False	OK	KEEP	OK
ODR4	detail/nucleoplasm/ODR4/ODR4-evaluation.md	scored	nucleoplasm	177	5450	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
GAREM1	detail/nucleoplasm/GAREM1/GAREM1-evaluation.md	scored	nucleoplasm	177	5690	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
FAM172A	detail/nucleoplasm/FAM172A/FAM172A-evaluation.md	scored	nucleoplasm	184	5861	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
DTD1	detail/nucleoplasm/DTD1/DTD1-evaluation.md	scored	nucleoplasm	165	4669	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
NAA35	detail/nucleoplasm/NAA35/NAA35-evaluation.md	scored	nucleoplasm	118	3588	True	True	True	True	True	True	True	True	False	True	True	True	False	False	OK	KEEP	OK
MAN1C1	detail/nucleoplasm/MAN1C1/MAN1C1-evaluation.md	scored	nucleoplasm	173	5216	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
TNRC6A	detail/nucleoplasm/TNRC6A/TNRC6A-evaluation.md	scored	nucleoplasm	118	3444	True	True	True	True	True	True	True	True	False	True	True	True	False	False	OK	KEEP	OK
GINS1	detail/nucleoplasm/GINS1/GINS1-evaluation.md	scored	nucleoplasm	181	5931	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
DPM1	detail/nucleoplasm/DPM1/DPM1-evaluation.md	scored	nucleoplasm	172	4735	True	True	True	True	True	True	True	False	True	True	True	False	False	False	OK	KEEP	OK
PABIR3	detail/nucleoplasm/PABIR3/PABIR3-evaluation.md	scored	nucleoplasm	164	4421	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
OTUD6B	detail/nucleoplasm/OTUD6B/OTUD6B-evaluation.md	scored	nucleoplasm	177	5655	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
PCP4L1	detail/nucleoplasm/PCP4L1/PCP4L1-evaluation.md	scored	nucleoplasm	169	4786	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
NSMCE1	detail/nucleoplasm/NSMCE1/NSMCE1-evaluation.md	scored	nucleoplasm	202	11024	False	True	True	True	True	True	True	True	True	True	True	False	False	False	OK	KEEP	OK
KALRN	detail/nucleoplasm/KALRN/KALRN-evaluation.md	scored	nucleoplasm	183	5830	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
RHEBL1	detail/nucleoplasm/RHEBL1/RHEBL1-evaluation.md	scored	nucleoplasm	178	5447	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
FAM90A1	detail/nucleoplasm/FAM90A1/FAM90A1-evaluation.md	scored	nucleoplasm	177	5393	True	True	True	True	True	True	True	False	True	True	True	False	False	False	OK	KEEP	OK
TMPPE	detail/nucleoplasm/TMPPE/TMPPE-evaluation.md	scored	nucleoplasm	173	4967	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
LRRC40	detail/nucleoplasm/LRRC40/LRRC40-evaluation.md	scored	nucleoplasm	167	4473	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
FRMD7	detail/nucleoplasm/FRMD7/FRMD7-evaluation.md	scored	nucleoplasm	174	4853	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
TYW1	detail/nucleoplasm/TYW1/TYW1-evaluation.md	scored	nucleoplasm	200	6539	True	True	True	True	True	True	True	True	False	True	True	False	False	False	OK	KEEP	OK
TXNDC9	detail/nucleoplasm/TXNDC9/TXNDC9-evaluation.md	scored	nucleoplasm	181	5813	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
PROB1	detail/nucleoplasm/PROB1/PROB1-evaluation.md	scored	nucleoplasm	118	3602	True	True	True	True	True	True	True	True	False	True	True	True	False	False	OK	KEEP	OK
ARID4B	detail/nucleoplasm/ARID4B/ARID4B-evaluation.md	scored	nucleoplasm	175	6214	True	True	True	True	True	True	True	True	False	True	False	False	False	False	OK	KEEP	OK
SNRK	detail/nucleoplasm/SNRK/SNRK-evaluation.md	scored	nucleoplasm	174	4361	True	True	True	True	True	True	True	True	False	True	False	False	False	False	OK	KEEP	OK
KIAA1217	detail/nucleoplasm/KIAA1217/KIAA1217-evaluation.md	scored	nucleoplasm	178	5748	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
DHRS7	detail/nucleoplasm/DHRS7/DHRS7-evaluation.md	scored	nucleoplasm	156	3777	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
R3HCC1	detail/nucleoplasm/R3HCC1/R3HCC1-evaluation.md	scored	nucleoplasm	172	5062	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
HERC2	detail/nucleoplasm/HERC2/HERC2-evaluation.md	scored	nucleoplasm	169	7321	False	True	True	True	True	True	True	True	True	True	True	False	False	False	OK	KEEP	OK
ETNK1	detail/nucleoplasm/ETNK1/ETNK1-evaluation.md	scored	nucleoplasm	185	5700	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
DDX19A	detail/nucleoplasm/DDX19A/DDX19A-evaluation.md	scored	nucleoplasm	171	4789	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
ELFN1	detail/nucleoplasm/ELFN1/ELFN1-evaluation.md	scored	nucleoplasm	174	5090	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
CRYBG2	detail/nucleoplasm/CRYBG2/CRYBG2-evaluation.md	scored	nucleoplasm	158	5780	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
GPATCH11	detail/nucleoplasm/GPATCH11/GPATCH11-evaluation.md	scored	nucleoplasm	173	5083	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
ENTREP3	detail/nucleoplasm/ENTREP3/ENTREP3-evaluation.md	scored	nucleoplasm	164	4502	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
DTNA	detail/nucleoplasm/DTNA/DTNA-evaluation.md	scored	nucleoplasm	175	5071	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
RHOBTB1	detail/nucleoplasm/RHOBTB1/RHOBTB1-evaluation.md	scored	nucleoplasm	118	3391	True	True	True	True	True	True	True	True	False	True	True	True	False	False	OK	KEEP	OK
FAM90A8	detail/nucleoplasm/FAM90A8/FAM90A8-evaluation.md	scored	nucleoplasm	155	3593	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
TRIM51G	detail/nucleoplasm/TRIM51G/TRIM51G-evaluation.md	scored	nucleoplasm	155	3721	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
DUXB	detail/nucleoplasm/DUXB/DUXB-evaluation.md	scored	nucleoplasm	169	4578	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
MS4A12	detail/nucleoplasm/MS4A12/MS4A12-evaluation.md	scored	nucleoplasm	175	5444	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
LRRC75A	detail/nucleoplasm/LRRC75A/LRRC75A-evaluation.md	scored	nucleoplasm	160	4488	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
SIVA1	detail/nucleoplasm/SIVA1/SIVA1-evaluation.md	scored	nucleoplasm	179	5444	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
FAM219B	detail/nucleoplasm/FAM219B/FAM219B-evaluation.md	scored	nucleoplasm	164	4431	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
MND1	detail/nucleoplasm/MND1/MND1-evaluation.md	scored	nucleoplasm	192	5196	True	True	True	True	True	True	True	True	False	True	False	False	False	False	OK	KEEP	OK
RHOT2	detail/nucleoplasm/RHOT2/RHOT2-evaluation.md	scored	nucleoplasm	139	8927	True	True	True	True	True	True	True	True	True	True	True	False	False	False	OK	KEEP	OK
CTDP1	detail/nucleoplasm/CTDP1/CTDP1-evaluation.md	scored	nucleoplasm	102	4300	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
CYB5R2	detail/nucleoplasm/CYB5R2/CYB5R2-evaluation.md	scored	nucleoplasm	180	5783	True	True	True	True	True	True	True	False	True	True	True	False	False	False	OK	KEEP	OK
GPC4	detail/nucleoplasm/GPC4/GPC4-evaluation.md	scored	nucleoplasm	184	5883	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
TARS3	detail/nucleoplasm/TARS3/TARS3-evaluation.md	scored	nucleoplasm	174	4802	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
TEX35	detail/nucleoplasm/TEX35/TEX35-evaluation.md	scored	nucleoplasm	174	4946	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
EIF5AL1	detail/nucleoplasm/EIF5AL1/EIF5AL1-evaluation.md	scored	nucleoplasm	180	5665	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
MAGEC2	detail/nucleoplasm/MAGEC2/MAGEC2-evaluation.md	scored	nucleoplasm	179	5668	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
Ubtfl1	detail/nucleoplasm/Ubtfl1/Ubtfl1-evaluation.md	scored	nucleoplasm	174	4813	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
LONRF2	detail/nucleoplasm/LONRF2/LONRF2-evaluation.md	scored	nucleoplasm	177	5720	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
TADA3	detail/nucleoplasm/TADA3/TADA3-evaluation.md	scored	nucleoplasm	166	4288	True	True	True	True	True	True	True	True	False	True	False	False	False	False	OK	KEEP	OK
ANKDD1A	detail/nucleoplasm/ANKDD1A/ANKDD1A-evaluation.md	scored	nucleoplasm	165	5096	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
C2orf78	detail/nucleoplasm/C2orf78/C2orf78-evaluation.md	scored	nucleoplasm	160	3851	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
FUBP3	detail/nucleoplasm/FUBP3/FUBP3-evaluation.md	scored	nucleoplasm	181	4555	True	True	True	True	True	True	True	True	False	True	False	False	False	False	OK	KEEP	OK
CDY2B	detail/nucleoplasm/CDY2B/CDY2B-evaluation.md	scored	nucleoplasm	130	5279	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
PEF1	detail/nucleoplasm/PEF1/PEF1-evaluation.md	scored	nucleoplasm	118	3669	True	True	True	True	True	True	True	True	False	True	True	True	False	False	OK	KEEP	OK
SPTBN4	detail/nucleoplasm/SPTBN4/SPTBN4-evaluation.md	scored	nucleoplasm	184	6032	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
BEND6	detail/nucleoplasm/BEND6/BEND6-evaluation.md	scored	nucleoplasm	139	6232	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
SYCE3	detail/nucleoplasm/SYCE3/SYCE3-evaluation.md	scored	nucleoplasm	179	5651	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
RNF187	detail/nucleoplasm/RNF187/RNF187-evaluation.md	scored	nucleoplasm	149	8998	True	True	True	True	True	True	True	True	True	True	True	False	False	False	OK	KEEP	OK
A1CF	detail/nucleoplasm/A1CF/A1CF-evaluation.md	scored	nucleoplasm	132	5967	True	False	True	True	True	True	True	True	False	True	False	False	False	False	LOW	KEEP	HPA
LRRIQ3	detail/nucleoplasm/LRRIQ3/LRRIQ3-evaluation.md	scored	nucleoplasm	168	4830	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
DBF4B	detail/nucleoplasm/DBF4B/DBF4B-evaluation.md	scored	nucleoplasm	179	5499	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
CYB5RL	detail/nucleoplasm/CYB5RL/CYB5RL-evaluation.md	scored	nucleoplasm	165	4063	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
FBXO8	detail/nucleoplasm/FBXO8/FBXO8-evaluation.md	scored	nucleoplasm	171	5259	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
MATCAP1	detail/nucleoplasm/MATCAP1/MATCAP1-evaluation.md	scored	nucleoplasm	157	4242	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
OSGIN2	detail/nucleoplasm/OSGIN2/OSGIN2-evaluation.md	scored	nucleoplasm	167	4729	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
HSBP1L1	detail/nucleoplasm/HSBP1L1/HSBP1L1-evaluation.md	scored	nucleoplasm	174	4828	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
DRG2	detail/nucleoplasm/DRG2/DRG2-evaluation.md	scored	nucleoplasm	172	4898	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
RILPL2	detail/nucleoplasm/RILPL2/RILPL2-evaluation.md	scored	nucleoplasm	150	8186	True	True	True	True	True	True	True	True	True	True	True	False	False	False	OK	KEEP	OK
SAAL1	detail/nucleoplasm/SAAL1/SAAL1-evaluation.md	scored	nucleoplasm	147	9209	True	True	True	True	True	True	True	True	True	True	True	False	False	False	OK	KEEP	OK
TSR2	detail/nucleoplasm/TSR2/TSR2-evaluation.md	scored	nucleoplasm	163	3971	True	True	True	True	True	True	True	True	False	True	False	False	False	False	OK	KEEP	OK
TTLL12	detail/nucleoplasm/TTLL12/TTLL12-evaluation.md	scored	nucleoplasm	183	5932	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
FAM111B	detail/nucleoplasm/FAM111B/FAM111B-evaluation.md	scored	nucleoplasm	180	5631	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
ELK4	detail/nucleoplasm/ELK4/ELK4-evaluation.md	scored	nucleoplasm	118	3599	True	True	True	True	True	True	True	True	False	True	True	True	False	False	OK	KEEP	OK
GAL3ST4	detail/nucleoplasm/GAL3ST4/GAL3ST4-evaluation.md	scored	nucleoplasm	170	4903	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
HEATR3	detail/nucleoplasm/HEATR3/HEATR3-evaluation.md	scored	nucleoplasm	177	5359	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
C22orf23	detail/nucleoplasm/C22orf23/C22orf23-evaluation.md	scored	nucleoplasm	172	4760	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
GLTSCR1	detail/nucleoplasm/GLTSCR1/GLTSCR1-evaluation.md	scored	nucleoplasm	181	5693	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
C2orf49	detail/nucleoplasm/C2orf49/C2orf49-evaluation.md	scored	nucleoplasm	178	5309	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
HELT	detail/nucleoplasm/HELT/HELT-evaluation.md	scored	nucleoplasm	96	3822	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
DOP1B	detail/nucleoplasm/DOP1B/DOP1B-evaluation.md	scored	nucleoplasm	182	5964	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
RHOQ	detail/nucleoplasm/RHOQ/RHOQ-evaluation.md	scored	nucleoplasm	141	8685	True	True	True	True	True	True	True	True	True	True	True	False	False	False	OK	KEEP	OK
MORN3	detail/nucleoplasm/MORN3/MORN3-evaluation.md	scored	nucleoplasm	178	5592	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
