gene,protein_full_name,status,category,score,nuclear_score,is_new,mtime,size_score,novelty_score,structure_score,domain_score,ppi_score,corroboration_score,recommendation,pubmed_count,localization,rejection_reason,source_table_status,source_table_category,report_path,docs_report_path,category_page,lines,has_hpa,has_if_image,has_pae,has_pdb,has_ppi,has_pubmed,has_scoring_table,has_manual_review,duplicate_count,duplicate_type,is_primary_candidate,known_backlog_flags,parse_quality,parse_notes
CEP85L,Centrosomal protein of 85 kDa-like (Serologically defined breast cancer antigen NY-BR-15),rejected,rejected,,,False,,,,,,,,,85,rejected,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/CEP85L/CEP85L-evaluation.md,reports/CEP85L.html,category/rejected.html,35,False,False,False,False,False,True,True,False,1,NONE,True,,GOOD,missing_hpa_marker
CERCAM,Inactive glycosyltransferase 25 family member 3 (Cerebral endothelial cell adhesion molecule),rejected,rejected,,2,False,,,,,,,,,20,暂无HPA定位数据,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/CERCAM/CERCAM-evaluation.md,reports/CERCAM.html,category/rejected.html,192,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
CFAP119,Cilia- and flagella-associated protein 119 (Coiled-coil domain-containing protein 189),rejected,rejected,,,False,,,,,,,,,119,rejected,PubMed >100,rejected,rejected,detail/rejected/CFAP119/CFAP119-evaluation.md,reports/CFAP119.html,category/rejected.html,43,True,False,False,True,True,True,True,False,1,NONE,True,,GOOD,ok
CFAP206,Cilia- and flagella-associated protein 206,rejected,rejected,,,False,,,,,,,,,206,rejected,PubMed >100,rejected,rejected,detail/rejected/CFAP206/CFAP206-evaluation.md,reports/CFAP206.html,category/rejected.html,35,False,False,False,False,False,True,True,False,1,NONE,True,,GOOD,missing_hpa_marker
CFAP47,Cilia- and flagella-associated protein 47,rejected,rejected,,2,False,,,,,,,,,11,暂无HPA定位数据,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/CFAP47/CFAP47-evaluation.md,reports/CFAP47.html,category/rejected.html,173,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
CFAP61,Cilia- and flagella-associated protein 61,rejected,rejected,,,False,,,,,,,,,61,rejected,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/CFAP61/CFAP61-evaluation.md,reports/CFAP61.html,category/rejected.html,35,False,False,False,False,False,True,True,False,1,NONE,True,,GOOD,missing_hpa_marker
CFAP97D2,Uncharacterized protein CFAP97D2 (CFAP97 domain-containing protein 2),rejected,rejected,,3,False,,,,,,,,,20,暂无HPA定位数据,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/CFAP97D2/CFAP97D2-evaluation.md,reports/CFAP97D2.html,category/rejected.html,161,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
CGGBP1,CGG triplet repeat-binding protein 1 (CGG-binding protein 1) (20 kDa CGG-binding protein) (p20-CGGBP DNA-binding protein),rejected,rejected,,,False,,,,,,,,,—,rejected,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/CGGBP1/CGGBP1-evaluation.md,reports/CGGBP1.html,category/rejected.html,35,False,False,False,False,False,True,True,False,1,NONE,True,,GOOD,missing_hpa_marker
CHAF1A,Chromatin assembly factor 1 subunit A (CAF-1 subunit A) (Chromatin assembly factor I p150 subunit) (CAF-I 150 kDa subunit) (CAF-I p150) (hp150),rejected,rejected,,,False,,,,,,,,,—,rejected,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/CHAF1A/CHAF1A-evaluation.md,reports/CHAF1A.html,category/rejected.html,35,False,False,False,False,False,True,True,False,1,NONE,True,,GOOD,missing_hpa_marker
CHAT,,rejected,rejected,,,False,,,,,,,,,—,rejected,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/CHAT/CHAT-evaluation.md,reports/CHAT.html,category/rejected.html,18,False,False,False,False,False,False,False,False,1,NONE,True,parse_quality:PARTIAL,PARTIAL,thin_report_lt25_lines;missing_hpa_marker;missing_pubmed_marker
CHCHD6,MICOS complex subunit MIC25 (Coiled-coil-helix cristae morphology protein 1) (Coiled-coil-helix-coiled-coil-helix domain-containing protein 6),rejected,rejected,,,False,,,,,,,,,—,rejected,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/CHCHD6/CHCHD6-evaluation.md,reports/CHCHD6.html,category/rejected.html,35,False,False,False,False,False,True,True,False,1,NONE,True,,GOOD,missing_hpa_marker
CHD1L,ATP-dependent chromatin remodeler CHD1L (EC 3.6.4.-) (Amplified in liver cancer protein 1) (Chromo domain-containing protein 1-like),rejected,rejected,,,False,,,,,,,,,—,rejected,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/CHD1L/CHD1L-evaluation.md,reports/CHD1L.html,category/rejected.html,35,False,False,False,False,False,True,True,False,1,NONE,True,,GOOD,missing_hpa_marker
CHEK1,Serine/threonine-protein kinase Chk1 (EC 2.7.11.1) (CHK1 checkpoint homolog) (Cell cycle checkpoint kinase) (Checkpoint kinase-1),rejected,rejected,,100,False,,,,,,,,,1009,rejected,PubMed >100,rejected,rejected,detail/rejected/CHEK1/CHEK1-evaluation.md,reports/CHEK1.html,category/rejected.html,40,False,False,False,False,True,True,True,False,1,NONE,True,,GOOD,missing_hpa_marker
CHID1,Chitinase domain-containing protein 1 (Stabilin-1-interacting chitinase-like protein) (SI-CLP),rejected,rejected,,,False,,,,,,,,,—,rejected,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/CHID1/CHID1-evaluation.md,reports/CHID1.html,category/rejected.html,35,False,False,False,False,False,True,True,False,1,NONE,True,,GOOD,missing_hpa_marker
CHRM3,,rejected,rejected,,32,False,,,,,,,,,155,rejected,PubMed >100,rejected,rejected,detail/rejected/CHRM3/CHRM3-evaluation.md,reports/CHRM3.html,category/rejected.html,43,False,False,False,True,True,True,True,False,1,NONE,True,,GOOD,missing_hpa_marker
CIBAR2,CBY1-interacting BAR domain-containing protein 2 (Protein FAM92B),rejected,rejected,,,False,,,,,,,,,—,rejected,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/CIBAR2/CIBAR2-evaluation.md,reports/CIBAR2.html,category/rejected.html,35,False,False,False,False,False,True,True,False,1,NONE,True,,GOOD,missing_hpa_marker
CILP2,Cartilage intermediate layer protein 2 (CILP-2) [Cleaved into: Cartilage intermediate layer protein 2 C1; Cartilage intermediate layer protein 2 C2],rejected,rejected,,2,False,,,,,,,,,63,暂无HPA定位数据,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/CILP2/CILP2-evaluation.md,reports/CILP2.html,category/rejected.html,175,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
CIMAP1D,Protein CIMAP1D (CIMAP1 family member D) (Outer dense fiber protein 3-like protein 2),rejected,rejected,,2,False,,,,,,,,,20,暂无HPA定位数据,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/CIMAP1D/CIMAP1D-evaluation.md,reports/CIMAP1D.html,category/rejected.html,170,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
CIMIP2B,Ciliary microtubule inner protein 2B,rejected,rejected,,2,False,,,,,,,,,20,暂无HPA定位数据,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/CIMIP2B/CIMIP2B-evaluation.md,reports/CIMIP2B.html,category/rejected.html,170,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
CIMIP3,Ciliary microtubule inner protein 3 (GUCA1A neighbor),rejected,rejected,,,False,,,,,,,,,—,rejected,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/CIMIP3/CIMIP3-evaluation.md,reports/CIMIP3.html,category/rejected.html,35,False,False,False,False,False,True,True,False,1,NONE,True,,GOOD,missing_hpa_marker
CIMIP6,Ciliary microtubule inner protein 6,rejected,rejected,,2,False,,,,,,,,,20,暂无HPA定位数据,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/CIMIP6/CIMIP6-evaluation.md,reports/CIMIP6.html,category/rejected.html,170,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
CIP2A,Protein CIP2A (Cancerous inhibitor of PP2A) (p90 autoantigen),rejected,rejected,,2,False,,,,,,,,,326,"Cytosol; 额外: Plasma membrane, Centrosome, Basal body",PubMed >100,rejected,rejected,detail/rejected/CIP2A/CIP2A-evaluation.md,reports/CIP2A.html,category/rejected.html,199,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
CITED2,Cbp/p300-interacting transactivator 2 (MSG-related protein 1) (MRG-1) (P35srj),rejected,rejected,,100,False,,,,,,,,,133,rejected,PubMed >100,rejected,rejected,detail/rejected/CITED2/CITED2-evaluation.md,reports/CITED2.html,category/rejected.html,40,False,False,False,False,True,True,True,False,1,NONE,True,,GOOD,missing_hpa_marker
CKAP2L,Cytoskeleton-associated protein 2-like (Radial fiber and mitotic spindle protein) (Radmis),rejected,rejected,,2,False,,,,,,,,,42,"Microtubules; 额外: Mitotic spindle, Primary cilium, Cytosol",核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/CKAP2L/CKAP2L-evaluation.md,reports/CKAP2L.html,category/rejected.html,196,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
CLASP1,CLIP-associating protein 1 (Cytoplasmic linker-associated protein 1) (Multiple asters homolog 1) (Protein Orbit homolog 1) (hOrbit1),rejected,rejected,,,False,,,,,,,,,—,rejected,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/CLASP1/CLASP1-evaluation.md,reports/CLASP1__rejected.html,category/rejected.html,36,True,False,False,False,True,False,False,False,2,SCORED_REJECTED_CONFLICT,False,duplicate:SCORED_REJECTED_CONFLICT,GOOD,missing_pubmed_marker
CLCN4,H(+)/Cl(-) exchange transporter 4 (Chloride channel protein 4) (ClC-4) (Chloride transporter ClC-4),rejected,rejected,,2,False,,,,,,,,,58,Vesicles,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/CLCN4/CLCN4-evaluation.md,reports/CLCN4.html,category/rejected.html,174,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
CLCN6,H(+)/Cl(-) exchange transporter 6 (Chloride channel protein 6) (ClC-6) (Chloride transport protein 6),rejected,rejected,,2,False,,,,,,,,,40,"Plasma membrane, Cytosol",核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/CLCN6/CLCN6-evaluation.md,reports/CLCN6.html,category/rejected.html,191,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
CLDN15,Claudin-15,rejected,rejected,,2,False,,,,,,,,,37,暂无HPA定位数据,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/CLDN15/CLDN15-evaluation.md,reports/CLDN15.html,category/rejected.html,179,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
CLEC18A,C-type lectin domain family 18 member A (Mannose receptor-like protein 2),rejected,rejected,,2,False,,,,,,,,,11,暂无HPA定位数据,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/CLEC18A/CLEC18A-evaluation.md,reports/CLEC18A.html,category/rejected.html,178,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
CLEC18B,C-type lectin domain family 18 member B (Mannose receptor-like protein 1),rejected,rejected,,2,False,,,,,,,,,20,暂无HPA定位数据,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/CLEC18B/CLEC18B-evaluation.md,reports/CLEC18B.html,category/rejected.html,167,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
CLEC18C,C-type lectin domain family 18 member C (Mannose receptor-like protein 3),rejected,rejected,,2,False,,,,,,,,,20,暂无HPA定位数据,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/CLEC18C/CLEC18C-evaluation.md,reports/CLEC18C.html,category/rejected.html,168,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
CLEC19A,C-type lectin domain family 19 member A,rejected,rejected,,2,False,,,,,,,,,20,暂无HPA定位数据,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/CLEC19A/CLEC19A-evaluation.md,reports/CLEC19A.html,category/rejected.html,173,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
CLEC2B,C-type lectin domain family 2 member B (Activation-induced C-type lectin) (C-type lectin superfamily member 2) (IFN-alpha-2b-inducing-related protein 1),rejected,rejected,,2,False,,,,,,,,,27,暂无HPA定位数据,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/CLEC2B/CLEC2B-evaluation.md,reports/CLEC2B.html,category/rejected.html,182,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
CLGN,Calmegin,rejected,rejected,,2,False,,,,,,,,,43,"Endoplasmic reticulum; 额外: Equatorial segment, Mid piece",核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/CLGN/CLGN-evaluation.md,reports/CLGN.html,category/rejected.html,177,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
CLIP2,CAP-Gly domain-containing linker protein 2 (Cytoplasmic linker protein 115) (CLIP-115) (Cytoplasmic linker protein 2) (Williams-Beuren syndrome chromosomal region 3 protein) (Williams-Beuren syndrome chromosomal region 4 protein),rejected,rejected,,2,False,,,,,,,,,65,"Golgi apparatus, Plasma membrane",核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/CLIP2/CLIP2-evaluation.md,reports/CLIP2.html,category/rejected.html,178,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
CLIP3,CAP-Gly domain-containing linker protein 3 (Cytoplasmic linker protein 170-related 59 kDa protein) (CLIP-170-related 59 kDa protein) (CLIPR-59),rejected,rejected,,,False,,,,,,,,,—,rejected,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/CLIP3/CLIP3-evaluation.md,reports/CLIP3__rejected.html,category/rejected.html,36,True,False,False,False,True,False,False,False,2,SCORED_REJECTED_CONFLICT,False,duplicate:SCORED_REJECTED_CONFLICT,GOOD,missing_pubmed_marker
CLN5,"Bis(monoacylglycero)phosphate synthase CLN5 (BMP synthase CLN5) (EC 2.3.1.-) (Ceroid-lipofuscinosis neuronal protein 5) (Protein CLN5) (Palmitoyl protein thioesterase CLN5) (EC 3.1.2.22) (S-depalmitoylase CLN5) [Cleaved into: Bis(monoacylglycero)phosphate synthase CLN5, secreted form]",rejected,rejected,,2,False,,,,,,,,,239,暂无HPA定位数据,PubMed >100,rejected,rejected,detail/rejected/CLN5/CLN5-evaluation.md,reports/CLN5.html,category/rejected.html,182,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
CLP2,Metal transporter,rejected,rejected,,3,False,,,,,,,,,25,暂无HPA定位数据,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/CLP2/CLP2-evaluation.md,reports/CLP2.html,category/rejected.html,158,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
CLPB,"Mitochondrial disaggregase (EC 3.6.1.-) (Suppressor of potassium transport defect 3) [Cleaved into: Mitochondrial disaggregase, cleaved form]",rejected,rejected,,2,False,,,,,,,,,594,暂无HPA定位数据,PubMed >100,rejected,rejected,detail/rejected/CLPB/CLPB-evaluation.md,reports/CLPB.html,category/rejected.html,185,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
CLPB2,CLPB2 (UniProt未获取),rejected,rejected,,3,False,,,,,,,,,20,暂无HPA定位数据,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/CLPB2/CLPB2-evaluation.md,reports/CLPB2.html,category/rejected.html,160,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
CLPTM1,Putative lipid scramblase CLPTM1 (Cleft lip and palate transmembrane protein 1),rejected,rejected,,2,False,,,,,,,,,32,Endoplasmic reticulum,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/CLPTM1/CLPTM1-evaluation.md,reports/CLPTM1.html,category/rejected.html,197,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
CLPTM1L,Lipid scramblase CLPTM1L (Cisplatin resistance-related protein 9) (CRR9p) (Cleft lip and palate transmembrane protein 1-like protein) (CLPTM1-like protein),rejected,rejected,,2,False,,,,,,,,,190,Endoplasmic reticulum,PubMed >100,rejected,rejected,detail/rejected/CLPTM1L/CLPTM1L-evaluation.md,reports/CLPTM1L.html,category/rejected.html,176,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
CLRN1,Clarin-1 (Usher syndrome type-3 protein),rejected,rejected,,2,False,,,,,,,,,78,"Centrosome; 额外: Vesicles, Basal body",核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/CLRN1/CLRN1-evaluation.md,reports/CLRN1.html,category/rejected.html,193,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
CLRN2,Clarin-2,rejected,rejected,,2,False,,,,,,,,,20,暂无HPA定位数据,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/CLRN2/CLRN2-evaluation.md,reports/CLRN2.html,category/rejected.html,182,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
CLRN3,Clarin-3 (Transmembrane protein 12) (Usher syndrome type-3A-like protein 1),rejected,rejected,,2,False,,,,,,,,,20,暂无HPA定位数据,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/CLRN3/CLRN3-evaluation.md,reports/CLRN3.html,category/rejected.html,181,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
CLSTN2,Calsyntenin-2 (Alcadein-gamma) (Alc-gamma),rejected,rejected,,2,False,,,,,,,,,61,Vesicles; 额外: Cytokinetic bridge,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/CLSTN2/CLSTN2-evaluation.md,reports/CLSTN2.html,category/rejected.html,193,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
CLSTN3,Calsyntenin-3 (Alcadein-beta) (Alc-beta),rejected,rejected,,2,False,,,,,,,,,22,暂无HPA定位数据,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/CLSTN3/CLSTN3-evaluation.md,reports/CLSTN3.html,category/rejected.html,190,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
CLTA,Clathrin light chain A (Lca),rejected,rejected,,2,False,,,,,,,,,63,rejected,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/CLTA/CLTA-evaluation.md,reports/CLTA.html,category/rejected.html,201,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
CLTB,Clathrin light chain B (Lcb),rejected,rejected,,2,False,,,,,,,,,32,"Vesicles; 额外: Plasma membrane, Cytosol",核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/CLTB/CLTB-evaluation.md,reports/CLTB.html,category/rejected.html,201,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
CLVS1,Clavesin-1 (Cellular retinaldehyde-binding protein-like) (Retinaldehyde-binding protein 1-like 1) (clathrin vesicle-associated Sec14 protein 1),rejected,rejected,,2,False,,,,,,,,,20,暂无HPA定位数据,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/CLVS1/CLVS1-evaluation.md,reports/CLVS1.html,category/rejected.html,174,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
CLXN,Calaxin (EF-hand calcium-binding domain-containing protein 1),rejected,rejected,,2,False,,,,,,,,,20,暂无HPA定位数据,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/CLXN/CLXN-evaluation.md,reports/CLXN.html,category/rejected.html,182,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
CLYBL,"Citramalyl-CoA lyase, mitochondrial (EC 4.1.3.25) ((3S)-malyl-CoA thioesterase) (EC 3.1.2.30) (Beta-methylmalate synthase) (EC 2.3.3.-) (Citrate lyase subunit beta-like protein) (Citrate lyase beta-like) (Malate synthase) (EC 2.3.3.9)",rejected,rejected,,2,False,,,,,,,,,20,暂无HPA定位数据,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/CLYBL/CLYBL-evaluation.md,reports/CLYBL.html,category/rejected.html,181,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
CMBL,Carboxymethylenebutenolidase homolog (EC 3.1.-.-),rejected,rejected,,2,False,,,,,,,,,23,暂无HPA定位数据,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/CMBL/CMBL-evaluation.md,reports/CMBL.html,category/rejected.html,183,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
CMC1,COX assembly mitochondrial protein homolog (Cmc1p),rejected,rejected,,2,False,,,,,,,,,241,暂无HPA定位数据,PubMed >100,rejected,rejected,detail/rejected/CMC1/CMC1-evaluation.md,reports/CMC1.html,category/rejected.html,182,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
CMC2,COX assembly mitochondrial protein 2 homolog,rejected,rejected,,2,False,,,,,,,,,17,Mitochondria; 额外: Cytosol,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/CMC2/CMC2-evaluation.md,reports/CMC2.html,category/rejected.html,195,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
CMTM5,CKLF-like MARVEL transmembrane domain-containing protein 5 (Chemokine-like factor superfamily member 5),rejected,rejected,,2,False,,,,,,,,,32,"Golgi apparatus, Vesicles",核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/CMTM5/CMTM5-evaluation.md,reports/CMTM5.html,category/rejected.html,191,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
CMYA5,Cardiomyopathy-associated protein 5 (Dystrobrevin-binding protein 2) (Genethonin-3) (Myospryn) (SPRY domain-containing protein 2) (Tripartite motif-containing protein 76),rejected,rejected,,3,False,,,,,,,,,48,"Endoplasmic reticulum, Plasma membrane",核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/CMYA5/CMYA5-evaluation.md,reports/CMYA5.html,category/rejected.html,186,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
CNDP1,Beta-Ala-His dipeptidase (EC 3.4.13.20) (CNDP dipeptidase 1) (Carnosine dipeptidase 1) (Glutamate carboxypeptidase-like protein 2) (Serum carnosinase),rejected,rejected,,2,False,,,,,,,,,104,暂无HPA定位数据,PubMed >100,rejected,rejected,detail/rejected/CNDP1/CNDP1-evaluation.md,reports/CNDP1.html,category/rejected.html,182,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
CNFN1,CNFN1 (UniProt未获取),rejected,rejected,,3,False,,,,,,,,,20,暂无HPA定位数据,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/CNFN1/CNFN1-evaluation.md,reports/CNFN1.html,category/rejected.html,154,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
CNGA2,Cyclic nucleotide-gated channel alpha-2 (CNG channel alpha-2) (CNG-2) (CNG2) (Olfactory cyclic nucleotide-gated channel subunit 1) (OCNC1),rejected,rejected,,2,False,,,,,,,,,20,暂无HPA定位数据,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/CNGA2/CNGA2-evaluation.md,reports/CNGA2.html,category/rejected.html,174,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
CNKSR1,Connector enhancer of kinase suppressor of ras 1 (Connector enhancer of KSR 1) (CNK homolog protein 1) (CNK1) (hCNK1) (Connector enhancer of KSR-like),rejected,rejected,,2,False,,,,,,,,,20,Cytosol,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/CNKSR1/CNKSR1-evaluation.md,reports/CNKSR1.html,category/rejected.html,172,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
CNMD,Leukocyte cell-derived chemotaxin 1 (Chondromodulin) [Cleaved into: Chondrosurfactant protein (CH-SP); Chondromodulin-1 (Chondromodulin-I) (ChM-I)],rejected,rejected,,2,False,,,,,,,,,10,暂无HPA定位数据,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/CNMD/CNMD-evaluation.md,reports/CNMD.html,category/rejected.html,180,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
CNNM1,Metal transporter CNNM1 (Ancient conserved domain-containing protein 1) (Cyclin-M1),rejected,rejected,,2,False,,,,,,,,,26,"Plasma membrane, Cytosol",核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/CNNM1/CNNM1-evaluation.md,reports/CNNM1.html,category/rejected.html,175,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
CNNM3,Metal transporter CNNM3 (Ancient conserved domain-containing protein 3) (Cyclin-M3),rejected,rejected,,2,False,,,,,,,,,32,Cytosol,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/CNNM3/CNNM3-evaluation.md,reports/CNNM3.html,category/rejected.html,182,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
CNOT1,CCR4-NOT transcription complex subunit 1 (CCR4-associated factor 1) (Negative regulator of transcription subunit 1 homolog) (NOT1H) (hNOT1),rejected,rejected,,3,False,,,,,,,,,135,Cytosol,PubMed >100,rejected,rejected,detail/rejected/CNOT1/CNOT1-evaluation.md,reports/CNOT1.html,category/rejected.html,192,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
CNP,"2',3'-cyclic-nucleotide 3'-phosphodiesterase (CNP) (CNPase) (EC 3.1.4.37)",rejected,rejected,,2,False,,,,,,,,,4388,Plasma membrane,PubMed >100,rejected,rejected,detail/rejected/CNP/CNP-evaluation.md,reports/CNP.html,category/rejected.html,178,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
CNPPD1,Protein CNPPD1,rejected,rejected,,,False,,,,,,,,,—,rejected,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/CNPPD1/CNPPD1-evaluation.md,reports/CNPPD1__rejected.html,category/rejected.html,36,True,False,False,False,True,False,False,False,2,SCORED_REJECTED_CONFLICT,False,duplicate:SCORED_REJECTED_CONFLICT,GOOD,missing_pubmed_marker
CNPY1,Protein canopy homolog 1,rejected,rejected,,3,False,,,,,,,,,20,暂无HPA定位数据,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/CNPY1/CNPY1-evaluation.md,reports/CNPY1.html,category/rejected.html,170,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
CNPY2,Protein canopy homolog 2 (MIR-interacting saposin-like protein) (Putative secreted protein Zsig9) (Transmembrane protein 4),rejected,rejected,,2,False,,,,,,,,,63,Cytosol,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/CNPY2/CNPY2-evaluation.md,reports/CNPY2.html,category/rejected.html,182,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
CNPY3,Protein canopy homolog 3 (CTG repeat protein 4a) (Expanded repeat-domain protein CAG/CTG 5) (Protein associated with TLR4) (Trinucleotide repeat-containing gene 5 protein),rejected,rejected,,2,False,,,,,,,,,17,"Endoplasmic reticulum, Plasma membrane",核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/CNPY3/CNPY3-evaluation.md,reports/CNPY3.html,category/rejected.html,194,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
CNPY4,Protein canopy homolog 4,rejected,rejected,,2,False,,,,,,,,,10,Vesicles,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/CNPY4/CNPY4-evaluation.md,reports/CNPY4.html,category/rejected.html,174,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
CNST,Consortin,rejected,rejected,,2,False,,,,,,,,,20,Vesicles,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/CNST/CNST-evaluation.md,reports/CNST.html,category/rejected.html,174,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
