gene_symbol	species	full_name	aliases	uniprot_accession	uniprot_entry_name	uniprot_length	uniprot_reviewed	uniprot_pubmed_count	pubmed_count_strict	pubmed_count_loose	citations	hotness	hpa_nuclear	hpa_locations	hpa_reliability	compartments_nuclear_score	compartments_nuclear_evidence	uniprot_subcellular	uniprot_all_gene_names	uniprot_go_c	uniprot_go_ids	tier	num_sources	evidence_quality	source_uniprot	source_hpa	source_compartments	category	category_reason	final_category	ChIP_Atlas_class	ChIP_Atlas_antigen	ChIP_Atlas_hg38	ChIP_Atlas_mm10	ENCODE_ChIP_WT	ENCODE_ChIP_pert	ATAC_perturbed	FP80_Degree	FP80_Nuclear_Degree	FP80_ChIP_Neighbor_Degree	FP90_Degree	FP90_Nuclear_Degree	FP90_ChIP_Neighbor_Degree	BioGRID_Human_Degree	BioGRID_Human_Nuclear_Degree	BioGRID_Human_ChIP_Neighbor_Degree	BioGRID_Mouse_Degree	BioGRID_Mouse_Nuclear_Degree	BioGRID_Mouse_ChIP_Neighbor_Degree	STRING_Human_Degree	STRING_Human_Nuclear_Degree	STRING_Human_ChIP_Neighbor_Degree	STRING_Mouse_Degree	STRING_Mouse_Nuclear_Degree	STRING_Mouse_ChIP_Neighbor_Degree	Combined_BS_Human_Degree	Combined_BS_Human_Nuclear_Degree	Combined_BS_Human_ChIP_Neighbor_Degree	Combined_BS_Mouse_Degree	Combined_BS_Mouse_Nuclear_Degree	Combined_BS_Mouse_ChIP_Neighbor_Degree	Has_FP80_PPI	Has_FP90_PPI	Has_BioGRID_Human_PPI	Has_BioGRID_Mouse_PPI	Has_STRING_Human_PPI	Has_STRING_Mouse_PPI	Has_Combined_BS_Human_PPI	Has_Combined_BS_Mouse_PPI	Has_Any_Human_PPI	Has_Any_Mouse_PPI	Has_Any_PPI
Q3V455	mouse	Nicotinamide-nucleotide adenylyltransferase		Q3V455	Q3V455_MOUSE	285	False	6			6	中等	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.				4	1	0	True	False	False	unclassified_core_nuclear	core_nuclear_unclassified	unclassified_core_nuclear			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False
Q497U3	mouse	Holliday junction regulator protein family C-terminal domain-containing protein		Q497U3	Q497U3_MOUSE	158	False	1			1	较少	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.				4	1	0	True	False	False	unclassified_core_nuclear	core_nuclear_unclassified	unclassified_core_nuclear			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False
Q5GGW4	mouse	Zinc finger protein subfamily 1A, 1		Q5GGW4	Q5GGW4_MOUSE	55	False	1			1	较少	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.				4	1	0	True	False	False	zinc_finger_nonfamily	Zinc_finger	zinc_finger_nonfamily			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False
Q5U4H1	mouse	Uncharacterized protein		Q5U4H1	Q5U4H1_MOUSE	385	False	1			1	较少	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.				4	1	0	True	False	False	unclassified_core_nuclear	core_nuclear_unclassified	unclassified_core_nuclear			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False
Q5VIR7	mouse	Mitochondrial DNA mismatch repair protein		Q5VIR7	Q5VIR7_MOUSE	275	False	1			1	较少	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.				4	1	0	True	False	False	unclassified_core_nuclear	core_nuclear_unclassified	unclassified_core_nuclear			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False
Q61667	mouse	Histone H4		Q61667	Q61667_MOUSE	55	False	1			1	较少	False					SUBCELLULAR LOCATION: Chromosome {ECO:0000256|ARBA:ARBA00004286}. Nucleus {ECO:0000256|ARBA:ARBA00004123}.				4	1	0	True	False	False	families	family_Histone	families			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False
Q61778	mouse	Kruppel segmentation-related protein gene Krox-4		Q61778	Q61778_MOUSE	149	False	1			1	较少	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.				4	1	0	True	False	False	unclassified_core_nuclear	core_nuclear_unclassified	unclassified_core_nuclear			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False
Q6B822	mouse	Histone H4		Q6B822	Q6B822_MOUSE	43	False	1			1	较少	False					SUBCELLULAR LOCATION: Chromosome {ECO:0000256|ARBA:ARBA00004286}. Nucleus {ECO:0000256|ARBA:ARBA00004123}.				4	1	0	True	False	False	families	family_Histone	families			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False
Q7TMA0	mouse	Y-linked zinc finger protein 2	Q7TMD6;Q7TT68	Q7TMA0;Q7TMD6;Q7TT68	Q7TMA0_MOUSE	332	False	1			1	较少	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.				4	1	0	True	False	False	zinc_finger_nonfamily	Zinc_finger;merged_Q7TMD6;merged_Q7TT68	zinc_finger_nonfamily			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False
Q7TMC4	mouse	Y-linked zinc finger protein 1	Q7TMC5;Q7TT65;Q7TT66	Q7TMC4;Q7TMC5;Q7TT65;Q7TT66	Q7TMC4_MOUSE	332	False	1			1	较少	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.				4	1	0	True	False	False	zinc_finger_nonfamily	Zinc_finger;merged_Q7TMC5;merged_Q7TT65;merged_Q7TT66	zinc_finger_nonfamily			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False
Q7TMD0	mouse	Autosomal zinc finger protein	Q7TMD1;Q7TT59	Q7TMD0;Q7TMD1;Q7TT59	Q7TMD0_MOUSE	332	False	1			1	较少	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.				4	1	0	True	False	False	zinc_finger_nonfamily	Zinc_finger;merged_Q7TMD1;merged_Q7TT59	zinc_finger_nonfamily			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False
Q7TMD8	mouse	X-linked zinc finger protein	Q7TMD9;Q7TT53	Q7TMD8;Q7TMD9;Q7TT53	Q7TMD8_MOUSE	332	False	1			1	较少	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.				4	1	0	True	False	False	zinc_finger_nonfamily	Zinc_finger;merged_Q7TMD9;merged_Q7TT53	zinc_finger_nonfamily			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False
Q7TNW4	mouse	Programmed cell death protein 2		Q7TNW4	Q7TNW4_MOUSE	174	False	1			1	较少	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.				4	1	0	True	False	False	unclassified_core_nuclear	core_nuclear_unclassified	unclassified_core_nuclear			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False
Q810E0	mouse	DLX5 protein		Q810E0	Q810E0_MOUSE	114	False	2			2	较少	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000256|PROSITE-ProRule:PRU00108, ECO:0000256|RuleBase:RU000682}.				4	1	0	True	False	False	unclassified_core_nuclear	core_nuclear_unclassified	unclassified_core_nuclear			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False
Q811R6	mouse	Dopamine receptor regulating factor		Q811R6	Q811R6_MOUSE	151	False	1			1	较少	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.				4	1	0	True	False	False	unclassified_core_nuclear	core_nuclear_unclassified	unclassified_core_nuclear			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False
Q811V7	mouse	Delta(14)-sterol reductase TM7SF2		Q811V7	Q811V7_MOUSE	42	False	1			1	较少	False					SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|RuleBase:RU369120}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU369120}. Nucleus inner membrane {ECO:0000256|ARBA:ARBA00004473}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004473}.				4	1	0	True	False	False	unclassified_core_nuclear	core_nuclear_unclassified	unclassified_core_nuclear			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False
Q8BIF4	mouse	Calcineurin-binding protein cabin-1 MEF2-binding domain-containing protein		Q8BIF4	Q8BIF4_MOUSE	504	False	6			6	中等	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.				4	1	0	True	False	False	unclassified_core_nuclear	core_nuclear_unclassified	unclassified_core_nuclear			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False
Q8BIY7	mouse	Uncharacterized protein		Q8BIY7	Q8BIY7_MOUSE	520	False	6			6	中等	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.				4	1	0	True	False	False	unclassified_core_nuclear	core_nuclear_unclassified	unclassified_core_nuclear			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False
Q8BKK2	mouse	SF3a120		Q8BKK2	Q8BKK2_MOUSE	282	False	6			6	中等	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.				4	1	0	True	False	False	unclassified_core_nuclear	core_nuclear_unclassified	unclassified_core_nuclear			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False
Q8BLR6	mouse	Uncharacterized protein		Q8BLR6	Q8BLR6_MOUSE	288	False	6			6	中等	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.				4	1	0	True	False	False	unclassified_core_nuclear	core_nuclear_unclassified	unclassified_core_nuclear			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False
DKFZp686I05275	mouse	Nuclear factor 1	Q8BN68	Q8BN68	Q8BN68_MOUSE	406	False	6			6	中等	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123, ECO:0000256|RuleBase:RU000690}.				4	1	0	True	False	False	unclassified_core_nuclear	symbol_renamed_from_Q8BN68	unclassified_core_nuclear			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False
Q8BNL6	mouse	Pirin		Q8BNL6	Q8BNL6_MOUSE	205	False	6			6	中等	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.				4	1	0	True	False	False	unclassified_core_nuclear	core_nuclear_unclassified	unclassified_core_nuclear			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False
Q8BSH5	mouse	U2A'/phosphoprotein 32 family A C-terminal domain-containing protein		Q8BSH5	Q8BSH5_MOUSE	184	False	6			6	中等	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.				4	1	0	True	False	False	unclassified_core_nuclear	core_nuclear_unclassified	unclassified_core_nuclear			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False
Q8BST8	mouse	Uncharacterized protein		Q8BST8	Q8BST8_MOUSE	428	False	6			6	中等	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.				4	1	0	True	False	False	unclassified_core_nuclear	core_nuclear_unclassified	unclassified_core_nuclear			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False
Q8BUR7	mouse	MBD domain-containing protein		Q8BUR7	Q8BUR7_MOUSE	102	False	6			6	中等	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.				4	1	0	True	False	False	unclassified_core_nuclear	core_nuclear_unclassified	unclassified_core_nuclear			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False
Q8C1Y5	mouse	Pirin		Q8C1Y5	Q8C1Y5_MOUSE	168	False	6			6	中等	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.				4	1	0	True	False	False	unclassified_core_nuclear	core_nuclear_unclassified	unclassified_core_nuclear			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False
Q8C2Z0	mouse	MH1 domain-containing protein	Q8CC31	Q8C2Z0;Q8CC31	Q8C2Z0_MOUSE	194	False	6			6	中等	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.				4	1	0	True	False	False	unclassified_core_nuclear	core_nuclear_unclassified;merged_Q8CC31	unclassified_core_nuclear			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False
Q8C3Y9	mouse	CTNNB1 binding N-teminal domain-containing protein		Q8C3Y9	Q8C3Y9_MOUSE	185	False	6			6	中等	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.				4	1	0	True	False	False	unclassified_core_nuclear	core_nuclear_unclassified	unclassified_core_nuclear			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False
PTMAP7	mouse	Prothymosin alpha	Q8CAQ5	Q8CAQ5	Q8CAQ5_MOUSE	101	False	6			6	中等	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.				4	1	0	True	False	False	unclassified_core_nuclear	symbol_renamed_from_Q8CAQ5	unclassified_core_nuclear			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False
Q8CCF7	mouse	UPF3 domain-containing protein		Q8CCF7	Q8CCF7_MOUSE	216	False	6			6	中等	False					SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|ARBA:ARBA00004496}. Nucleus {ECO:0000256|ARBA:ARBA00004123}.				4	1	0	True	False	False	unclassified_core_nuclear	core_nuclear_unclassified	unclassified_core_nuclear			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False
DKFZp434F222	mouse	DNA polymerase epsilon catalytic subunit	Q8CD66	Q8CD66	Q8CD66_MOUSE	716	False	6			6	中等	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123, ECO:0000256|RuleBase:RU365029}.				4	1	0	True	False	False	unclassified_core_nuclear	symbol_renamed_from_Q8CD66	unclassified_core_nuclear			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False
Q8CJ34	mouse	Myoneurin		Q8CJ34	Q8CJ34_MOUSE	44	False	1			1	较少	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.				4	1	0	True	False	False	unclassified_core_nuclear	core_nuclear_unclassified	unclassified_core_nuclear			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False
Q8CJ35	mouse	Myoneurin		Q8CJ35	Q8CJ35_MOUSE	41	False	1			1	较少	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.				4	1	0	True	False	False	unclassified_core_nuclear	core_nuclear_unclassified	unclassified_core_nuclear			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False
Q8CJ36	mouse	Myoneurin		Q8CJ36	Q8CJ36_MOUSE	50	False	1			1	较少	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.				4	1	0	True	False	False	unclassified_core_nuclear	core_nuclear_unclassified	unclassified_core_nuclear			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False
CBP	mouse	histone acetyltransferase	Q8QZV8	Q8QZV8	Q8QZV8_MOUSE	2429	False	1			1	较少	False					SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|ARBA:ARBA00004496}. Nucleus {ECO:0000256|ARBA:ARBA00004123}.				4	1	0	True	False	False	families	symbol_renamed_from_Q8QZV8	families			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False
Q8R4A4	mouse	Cell cycle p34 CDC2 kinase protein		Q8R4A4	Q8R4A4_MOUSE	191	False	1			1	较少	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.				4	1	0	True	False	False	unclassified_core_nuclear	core_nuclear_unclassified	unclassified_core_nuclear			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False
Q8R5H5	mouse	BRMS1		Q8R5H5	Q8R5H5_MOUSE	246	False	1			1	较少	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.				4	1	0	True	False	False	unclassified_core_nuclear	core_nuclear_unclassified	unclassified_core_nuclear			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False
Q8VHP0	mouse	Pax2 protein		Q8VHP0	Q8VHP0_MOUSE	69	False	1			1	较少	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.				4	1	0	True	False	False	unclassified_core_nuclear	core_nuclear_unclassified	unclassified_core_nuclear			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False
Q920C9	mouse	Rx/rax homeoprotein	Q920D0;Q920D1	Q920C9;Q920D0;Q920D1	Q920C9_MOUSE	172	False	1			1	较少	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123, ECO:0000256|PROSITE-ProRule:PRU00108}.;SUBCELLULAR LOCATION: Nucleus {ECO:0000256|PROSITE-ProRule:PRU00108, ECO:0000256|RuleBase:RU000682}.				4	1	0	True	False	False	unclassified_core_nuclear	core_nuclear_unclassified;merged_Q920D0;merged_Q920D1	unclassified_core_nuclear			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False
Q9CTB9	mouse	Uncharacterized protein		Q9CTB9	Q9CTB9_MOUSE	195	False	6			6	中等	False					SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000256|ARBA:ARBA00004245}. Nucleus {ECO:0000256|ARBA:ARBA00004123}.				4	1	0	True	False	False	unclassified_core_nuclear	core_nuclear_unclassified	unclassified_core_nuclear			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False
Q9ER11	mouse	Ad4BP		Q9ER11	Q9ER11_MOUSE	34	False	1			1	较少	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.				4	1	0	True	False	False	unclassified_core_nuclear	core_nuclear_unclassified	unclassified_core_nuclear			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False
Q9ERV9	mouse	TEAD-2		Q9ERV9	Q9ERV9_MOUSE	120	False	1			1	较少	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.				4	1	0	True	False	False	unclassified_core_nuclear	core_nuclear_unclassified	unclassified_core_nuclear			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False
Q9JIZ8	mouse	Heat shock factor 4		Q9JIZ8	Q9JIZ8_MOUSE	492	False	1			1	较少	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.				4	1	0	True	False	False	unclassified_core_nuclear	core_nuclear_unclassified	unclassified_core_nuclear			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False
Q9JLV7	mouse	Lung Kruppel-like factor		Q9JLV7	Q9JLV7_MOUSE	297	False	1			1	较少	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.				4	1	0	True	False	False	unclassified_core_nuclear	core_nuclear_unclassified	unclassified_core_nuclear			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False
Q9QX13	mouse	Hypothetical TGFb inducible early protein splice variant		Q9QX13	Q9QX13_MOUSE	472	False	1			1	较少	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.				4	1	0	True	False	False	unclassified_core_nuclear	core_nuclear_unclassified	unclassified_core_nuclear			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False
Q9QZL7	mouse	Irf6		Q9QZL7	Q9QZL7_MOUSE	330	False	1			1	较少	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.				4	1	0	True	False	False	unclassified_core_nuclear	core_nuclear_unclassified	unclassified_core_nuclear			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False
RP23-376N23.5-001	mouse	Novel KRAB box and zinc finger, C2H2 type domain containing protein	Gm11007;Gm14295;Gm14305;Gm14308;Gm14434;Gm2007;Gm2026;Gm4631;Gm4724;RP23-376N23.2-001;RP23-376N23.3-001;RP23-376N23.4-001;RP23-86F8.3-002;RP24-574J13.1-001;RP24-574J13.1-003;RP24-574J13.3-003;RP24-574J13.4-001;Zfp965;Zfp973	A2ART4;A2BE16;A2BE20;A2BE23;A2BG91;A3KQJ7	A3KQJ7_MOUSE	465	False	1			1	较少	False			3.000	evidence=IBA;score=3.0;sources=GO_Central	SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.	RP23-376N23.5-001			4	1	0	True	False	True	zinc_finger_nonfamily	Zinc_finger;merged_RP24-574J13.1-001;merged_Gm14295;merged_Gm14305;merged_Gm4631;merged_Zfp973	zinc_finger_nonfamily			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False
RP23-445A5.2-004	mouse	E74-like factor 5		A0A1B0GX59	A0A1B0GX59_MOUSE	199	False	1			1	较少	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.	RP23-445A5.2-004			4	1	0	True	False	False	unclassified_core_nuclear	core_nuclear_unclassified	unclassified_core_nuclear			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False
