gene	batch_id	current_path	current_status	current_lines	current_chars	was_in_recovery_master_queue	was_processed	was_committed	qa_pass	qa_fail_reason	old_status	new_status	old_score	new_score	needs_reharvest	harvest_completed	has_hpa	has_uniprot_go	has_pubmed_strict_broad	has_alphafold_plddt_pae	has_pdb_or_no_pdb_explanation	has_ppi	has_scoring_table	has_final_decision_reason	has_manual_review_note	has_forbidden_placeholders	has_packet_error_conclusion	has_one_line_no_nuclear_rejection	completion_status	reason
SACK1A	62	detail/rejected/SACK1A/SACK1A-evaluation.md	rejected	141	4675	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	True	False	False	False	COMPLETE_PASS	lines=141 qa=False pkt=True
SAGE1	62	detail/rejected/SAGE1/SAGE1-evaluation.md	rejected	164	6637	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	True	False	False	False	COMPLETE_PASS	lines=164 qa=False pkt=True
SAMD10	62	detail/rejected/SAMD10/SAMD10-evaluation.md	rejected	160	6164	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	True	False	False	False	COMPLETE_PASS	lines=160 qa=False pkt=True
SAMD11	62	detail/nucleoplasm/SAMD11/SAMD11-evaluation.md	scored	164	10514	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	True	False	False	False	COMPLETE_PASS	lines=164 qa=False pkt=True
SASH3	62	detail/rejected/SASH3/SASH3-evaluation.md	rejected	156	5853	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	True	False	False	False	COMPLETE_PASS	lines=156 qa=False pkt=True
SAXO6	63	detail/rejected/SAXO6/SAXO6-evaluation.md	rejected	142	4760	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	True	False	False	False	COMPLETE_PASS	lines=142 qa=False pkt=True
SBF1	63	detail/nucleoplasm/SBF1/SBF1-evaluation.md	scored	174	7254	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	False	True	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=174 qa=False pkt=True
SBF2	63	detail/nucleoplasm/SBF2/SBF2-evaluation.md	scored	176	7358	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	False	True	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=176 qa=False pkt=True
SBNO1	63	detail/nucleoplasm/SBNO1/SBNO1-evaluation.md	scored	166	6744	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	False	True	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=166 qa=False pkt=True
SC5D	63	detail/nucleoplasm/SC5D/SC5D-evaluation.md	scored	161	6825	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	False	True	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=161 qa=False pkt=True
SCAMP1	64	detail/rejected/SCAMP1/SCAMP1-evaluation.md	rejected	123	7909	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	True	False	False	False	COMPLETE_PASS	lines=123 qa=False pkt=True
SCEL	64	detail/nucleoplasm/SCEL/SCEL-evaluation.md	scored	162	6473	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	False	True	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=162 qa=False pkt=True
SCFD2	64	detail/nucleoplasm/SCFD2/SCFD2-evaluation.md	scored	156	6005	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	False	True	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=156 qa=False pkt=True
SCHIP1	64	detail/nucleoplasm/SCHIP1/SCHIP1-evaluation.md	scored	161	6241	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	False	True	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=161 qa=False pkt=True
SCRN2	64	detail/nucleoplasm/SCRN2/SCRN2-evaluation.md	scored	154	5999	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	False	True	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=154 qa=False pkt=True
SDCBP2	65	detail/nucleoplasm/SDCBP2/SDCBP2-evaluation.md	scored	175	6960	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	False	True	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=175 qa=False pkt=True
SEH1L	65	detail/nucleoplasm/SEH1L/SEH1L-evaluation.md	scored	170	7341	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	False	True	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=170 qa=False pkt=True
SELENOH	65	detail/nucleoplasm/SELENOH/SELENOH-evaluation.md	scored	158	6047	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	False	True	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=158 qa=False pkt=True
SELENOM	65	detail/nucleoplasm/SELENOM/SELENOM-evaluation.md	scored	164	6299	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	False	True	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=164 qa=False pkt=True
SENP5	65	detail/nucleoplasm/SENP5/SENP5-evaluation.md	scored	164	6769	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	False	True	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=164 qa=False pkt=True
SENP7	66	detail/nucleoplasm/SENP7/SENP7-evaluation.md	scored	166	7056	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	False	True	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=166 qa=False pkt=True
SENP8	66	detail/nucleoplasm/SENP8/SENP8-evaluation.md	scored	158	6475	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	False	True	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=158 qa=False pkt=True
SEPHS2	66	detail/nucleoplasm/SEPHS2/SEPHS2-evaluation.md	scored	162	6255	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	False	True	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=162 qa=False pkt=True
SEPTIN10	66	detail/nucleoplasm/SEPTIN10/SEPTIN10-evaluation.md	scored	166	6784	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=166 qa=False pkt=True
SEPTIN3	66	detail/nucleoplasm/SEPTIN3/SEPTIN3-evaluation.md	scored	168	6827	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	False	True	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=168 qa=False pkt=True
SEPTIN6	67	detail/nucleoplasm/SEPTIN6/SEPTIN6-evaluation.md	scored	177	7615	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	False	True	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=177 qa=False pkt=True
SEPTIN7	67	detail/nucleoplasm/SEPTIN7/SEPTIN7-evaluation.md	scored	183	7871	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	False	True	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=183 qa=False pkt=True
SERF1A	67	detail/nucleoplasm/SERF1A/SERF1A-evaluation.md	scored	164	6556	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	False	True	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=164 qa=False pkt=True
SERF1B	67	detail/nucleoplasm/SERF1B/SERF1B-evaluation.md	scored	161	6286	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	False	True	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=161 qa=False pkt=True
SERGEF	67	detail/nucleoplasm/SERGEF/SERGEF-evaluation.md	scored	168	6595	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	False	True	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=168 qa=False pkt=True
SERPINB10	68	detail/nucleoplasm/SERPINB10/SERPINB10-evaluation.md	scored	171	6790	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	False	True	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=171 qa=False pkt=True
SERPINB13	68	detail/nucleoplasm/SERPINB13/SERPINB13-evaluation.md	scored	169	6593	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	False	True	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=169 qa=False pkt=True
SERPINB9	68	detail/nucleoplasm/SERPINB9/SERPINB9-evaluation.md	scored	184	5802	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=184 qa=False pkt=True
SERTAD2	68	detail/nucleoplasm/SERTAD2/SERTAD2-evaluation.md	scored	180	5769	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=180 qa=False pkt=True
SERTAD3	68	detail/nucleoplasm/SERTAD3/SERTAD3-evaluation.md	scored	177	5676	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=177 qa=False pkt=True
SERTAD4	69	detail/nucleoplasm/SERTAD4/SERTAD4-evaluation.md	scored	177	5497	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=177 qa=False pkt=True
SFT2D1	69	detail/nuclear-speckle/SFT2D1/SFT2D1-evaluation.md	scored	179	5670	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=179 qa=False pkt=True
SGK2	69	detail/nucleoplasm/SGK2/SGK2-evaluation.md	scored	178	5702	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	True	False	False	False	COMPLETE_PASS	lines=178 qa=False pkt=True
SGSM2	69	detail/nucleoplasm/SGSM2/SGSM2-evaluation.md	scored	178	5845	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=178 qa=False pkt=True
SGTB	69	detail/nuclear-speckle/SGTB/SGTB-evaluation.md	scored	178	5977	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=178 qa=False pkt=True
SHFL	70	detail/nucleoplasm/SHFL/SHFL-evaluation.md	scored	181	5742	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	True	False	False	False	COMPLETE_PASS	lines=181 qa=False pkt=True
SHISA2	70	detail/nuclear-speckle/SHISA2/SHISA2-evaluation.md	scored	172	5424	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=172 qa=False pkt=True
SHISA6	70	detail/nucleoplasm/SHISA6/SHISA6-evaluation.md	scored	182	5771	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=182 qa=False pkt=True
SHLD2	70	detail/nucleoplasm/SHLD2/SHLD2-evaluation.md	scored	176	5275	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=176 qa=False pkt=True
SHLD3	70	detail/nucleolus/SHLD3/SHLD3-evaluation.md	scored	172	4729	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=172 qa=False pkt=True
SHOC1	71	detail/nuclear-speckle/SHOC1/SHOC1-evaluation.md	scored	169	4902	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=169 qa=False pkt=True
SHPK	71	detail/nuclear-speckle/SHPK/SHPK-evaluation.md	scored	177	5597	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=177 qa=False pkt=True
SHROOM4	71	detail/nucleoplasm/SHROOM4/SHROOM4-evaluation.md	scored	184	6065	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=184 qa=False pkt=True
SHTN1	71	detail/nucleoplasm/SHTN1/SHTN1-evaluation.md	scored	184	5918	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=184 qa=False pkt=True
SIGIRR	71	detail/rejected/SIGIRR/SIGIRR-evaluation.md	rejected	176	5618	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=176 qa=False pkt=True
SIGLEC15	72	detail/rejected/SIGLEC15/SIGLEC15-evaluation.md	rejected	169	4820	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=169 qa=False pkt=True
SIRAL1	72	detail/rejected/SIRAL1/SIRAL1-evaluation.md	rejected	155	3407	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=155 qa=False pkt=True
SIVA1	72	detail/nucleoplasm/SIVA1/SIVA1-evaluation.md	scored	179	5444	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=179 qa=False pkt=True
SKA3	72	detail/rejected/SKA3/SKA3-evaluation.md	rejected	184	6089	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=184 qa=False pkt=True
SKAP1	72	detail/nucleoplasm/SKAP1/SKAP1-evaluation.md	scored	184	6158	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=184 qa=False pkt=True
SKAP2	73	detail/nucleoplasm/SKAP2/SKAP2-evaluation.md	scored	180	5704	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=180 qa=False pkt=True
SKIDA1	73	detail/nuclear-speckle/SKIDA1/SKIDA1-evaluation.md	scored	176	5640	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=176 qa=False pkt=True
SKOR1	73	detail/rejected/SKOR1/SKOR1-evaluation.md	rejected	188	8087	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	True	False	False	False	COMPLETE_PASS	lines=188 qa=False pkt=True
SLF2	73	detail/rejected/SLF2/SLF2-evaluation.md	rejected	189	8582	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	True	False	False	False	COMPLETE_PASS	lines=189 qa=False pkt=True
SLFN14	73	detail/rejected/SLFN14/SLFN14-evaluation.md	rejected	176	7184	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	True	False	False	False	COMPLETE_PASS	lines=176 qa=False pkt=True
SLX1B	74	detail/rejected/SLX1B/SLX1B-evaluation.md	rejected	186	8015	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	True	False	False	False	COMPLETE_PASS	lines=186 qa=False pkt=True
SLX9	74	detail/rejected/SLX9/SLX9-evaluation.md	rejected	183	7751	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	True	False	False	False	COMPLETE_PASS	lines=183 qa=False pkt=True
SMCR8	74	detail/rejected/SMCR8/SMCR8-evaluation.md	rejected	188	8471	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	True	False	False	False	COMPLETE_PASS	lines=188 qa=False pkt=True
SMPD4	74	detail/rejected/SMPD4/SMPD4-evaluation.md	rejected	186	8490	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	True	False	False	False	COMPLETE_PASS	lines=186 qa=False pkt=True
SMTN	74	detail/rejected/SMTN/SMTN-evaluation.md	rejected	185	8011	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	True	False	False	False	COMPLETE_PASS	lines=185 qa=False pkt=True
SMTNL1	75	detail/rejected/SMTNL1/SMTNL1-evaluation.md	rejected	184	8051	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	True	False	False	False	COMPLETE_PASS	lines=184 qa=False pkt=True
SNF8	75	detail/rejected/SNF8/SNF8-evaluation.md	rejected	191	8514	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	True	False	False	False	COMPLETE_PASS	lines=191 qa=False pkt=True
SNTB2	75	detail/rejected/SNTB2/SNTB2-evaluation.md	rejected	194	8767	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	True	False	False	False	COMPLETE_PASS	lines=194 qa=False pkt=True
SNTG1	75	detail/rejected/SNTG1/SNTG1-evaluation.md	rejected	189	8243	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	True	False	False	False	COMPLETE_PASS	lines=189 qa=False pkt=True
SOCS5	75	detail/rejected/SOCS5/SOCS5-evaluation.md	rejected	191	8547	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	True	False	False	False	COMPLETE_PASS	lines=191 qa=False pkt=True
SPACA9	76	detail/rejected/SPACA9/SPACA9-evaluation.md	rejected	186	8463	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	True	False	False	False	COMPLETE_PASS	lines=186 qa=False pkt=True
SPAG7	76	detail/rejected/SPAG7/SPAG7-evaluation.md	rejected	186	7971	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	True	False	False	False	COMPLETE_PASS	lines=186 qa=False pkt=True
SPAG8	76	detail/rejected/SPAG8/SPAG8-evaluation.md	rejected	191	8843	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	True	False	False	False	COMPLETE_PASS	lines=191 qa=False pkt=True
SPANXA1	76	detail/rejected/SPANXA1/SPANXA1-evaluation.md	rejected	179	7531	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	True	False	False	False	COMPLETE_PASS	lines=179 qa=False pkt=True
SPANXA2	76	detail/rejected/SPANXA2/SPANXA2-evaluation.md	rejected	177	7240	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	True	False	False	False	COMPLETE_PASS	lines=177 qa=False pkt=True
SPANXB1	77	detail/rejected/SPANXB1/SPANXB1-evaluation.md	rejected	183	7925	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	True	False	False	False	COMPLETE_PASS	lines=183 qa=False pkt=True
SPANXD	77	detail/rejected/SPANXD/SPANXD-evaluation.md	rejected	177	7264	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	True	False	False	False	COMPLETE_PASS	lines=177 qa=False pkt=True
SPATA13	77	detail/rejected/SPATA13/SPATA13-evaluation.md	rejected	193	8761	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	True	False	False	False	COMPLETE_PASS	lines=193 qa=False pkt=True
SPATA18	77	detail/rejected/SPATA18/SPATA18-evaluation.md	rejected	189	8609	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	True	False	False	False	COMPLETE_PASS	lines=189 qa=False pkt=True
SPATA2	77	detail/nucleolus/SPATA2/SPATA2-evaluation.md	scored	180	5633	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=180 qa=False pkt=True
SPATA22	78	detail/rejected/SPATA22/SPATA22-evaluation.md	rejected	177	5488	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=177 qa=False pkt=True
SPATA31H1	78	detail/nucleoplasm/SPATA31H1/SPATA31H1-evaluation.md	scored	157	4040	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=157 qa=False pkt=True
SPATS2L	78	detail/nucleolus/SPATS2L/SPATS2L-evaluation.md	scored	181	5786	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=181 qa=False pkt=True
SPDYA	78	detail/nuclear-envelope/SPDYA/SPDYA-evaluation.md	scored	175	5291	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=175 qa=False pkt=True
SPEF2	78	detail/nuclear-speckle/SPEF2/SPEF2-evaluation.md	scored	184	5984	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=184 qa=False pkt=True
SPG11	79	detail/rejected/SPG11/SPG11-evaluation.md	rejected	184	5929	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	True	False	False	False	COMPLETE_PASS	lines=184 qa=False pkt=True
SPIDR	79	detail/nucleoplasm/SPIDR/SPIDR-evaluation.md	scored	172	5047	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=172 qa=False pkt=True
SPIN2A	79	detail/nucleoplasm/SPIN2A/SPIN2A-evaluation.md	scored	163	4420	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=163 qa=False pkt=True
SPIN3	79	detail/nucleoplasm/SPIN3/SPIN3-evaluation.md	scored	171	5109	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=171 qa=False pkt=True
SPIN4	79	detail/nucleoplasm/SPIN4/SPIN4-evaluation.md	scored	180	5520	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=180 qa=False pkt=True
SPMAP2	80	detail/nucleoplasm/SPMAP2/SPMAP2-evaluation.md	scored	164	4501	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=164 qa=False pkt=True
SPOPL	80	detail/nucleoplasm/SPOPL/SPOPL-evaluation.md	scored	179	5449	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=179 qa=False pkt=True
SPOUT1	80	detail/rejected/SPOUT1/SPOUT1-evaluation.md	rejected	179	6024	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=179 qa=False pkt=True
SPRR4	80	detail/nuclear-envelope/SPRR4/SPRR4-evaluation.md	scored	168	4748	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=168 qa=False pkt=True
SPRTN	80	detail/nuclear-speckle/SPRTN/SPRTN-evaluation.md	scored	180	5749	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=180 qa=False pkt=True
SPRY3	81	detail/nucleoplasm/SPRY3/SPRY3-evaluation.md	scored	178	5568	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=178 qa=False pkt=True
SPSB3	81	detail/nucleoplasm/SPSB3/SPSB3-evaluation.md	scored	180	5673	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=180 qa=False pkt=True
SPTBN4	81	detail/nucleoplasm/SPTBN4/SPTBN4-evaluation.md	scored	184	6032	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=184 qa=False pkt=True
SPTY2D1	81	detail/nucleolus/SPTY2D1/SPTY2D1-evaluation.md	scored	178	5734	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=178 qa=False pkt=True
SPZ1	81	detail/nucleoplasm/SPZ1/SPZ1-evaluation.md	scored	178	5495	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=178 qa=False pkt=True
SRP19	82	detail/nuclear-speckle/SRP19/SRP19-evaluation.md	scored	181	5884	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=181 qa=False pkt=True
SS18L1	82	detail/nucleoplasm/SS18L1/SS18L1-evaluation.md	scored	181	5768	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=181 qa=False pkt=True
SS18L2	82	detail/nucleoplasm/SS18L2/SS18L2-evaluation.md	scored	175	5158	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=175 qa=False pkt=True
SSH3	82	detail/nuclear-speckle/SSH3/SSH3-evaluation.md	scored	179	5939	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	True	False	False	False	COMPLETE_PASS	lines=179 qa=False pkt=True
