gene	category	status	report_path	mismatch_type	risk	report_claim	actual_evidence	packet_evidence	source_checked	candidates	local_files	action_suggestion	notes
MRTFA	rejected	rejected	detail/rejected/MRTFA/MRTFA-evaluation.md	PENDING	MED	 > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。  ## 3. 结论  不满足研究新颖性要求（PubMed > 100）。该基因已被大量研究，无法提供新颖性优势。  	local_IF=0 local_PAE=0		packet+local	0	0	GENUINE_ABSENCE	
MSRA	rejected	rejected	detail/rejected/MSRA/MSRA-evaluation.md	NO_DATA	MED	**  # > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。  ## 3. 结论  不满足研究新颖性要求（PubMed > 100）。	local_IF=0 local_PAE=0		packet+local	0	0	GENUINE_ABSENCE	
MSRA	rejected	rejected	detail/rejected/MSRA/MSRA-evaluation.md	PENDING	MED	 > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。  ## 3. 结论  不满足研究新颖性要求（PubMed > 100）。该基因已被大量研究，无法提供新颖性优势。  	local_IF=0 local_PAE=0		packet+local	0	0	GENUINE_ABSENCE	
MSX2	rejected	rejected	detail/rejected/MSX2/MSX2-evaluation.md	NO_DATA	MED	**  # > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。  ## 3. 结论  不满足研究新颖性要求（PubMed > 100）。	local_IF=0 local_PAE=0		packet+local	0	0	GENUINE_ABSENCE	
MSX2	rejected	rejected	detail/rejected/MSX2/MSX2-evaluation.md	PENDING	MED	 > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。  ## 3. 结论  不满足研究新颖性要求（PubMed > 100）。该基因已被大量研究，无法提供新颖性优势。  	local_IF=0 local_PAE=0		packet+local	0	0	GENUINE_ABSENCE	
MT1E	rejected	rejected	detail/rejected/MT1E/MT1E-evaluation.md	NO_DATA	MED	**  # > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。  ## 3. 结论  不满足研究新颖性要求（PubMed > 100）。	local_IF=0 local_PAE=0		packet+local	0	0	GENUINE_ABSENCE	
MT1E	rejected	rejected	detail/rejected/MT1E/MT1E-evaluation.md	PENDING	MED	 > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。  ## 3. 结论  不满足研究新颖性要求（PubMed > 100）。该基因已被大量研究，无法提供新颖性优势。  	local_IF=0 local_PAE=0		packet+local	0	0	GENUINE_ABSENCE	
MTA2	rejected	rejected	detail/rejected/MTA2/MTA2-evaluation.md	NO_IF	MED	oplasm (Enhanced reliability)，无 IF 原图可用 |  ### 4. 详细记录 **HPA IF 状态**: HPA 定位 Nucleoplasm (Enhanced reliability)。hp	local_IF=0 local_PAE=0	, 40 red_green/blue_red_green PAE_URL exists	packet+local	40	0	DOWNLOAD_IF	
MTA2	rejected	rejected	detail/rejected/MTA2/MTA2-evaluation.md	NO_IF	MED	main_location=["Nucleoplasm"]。无 IF display images，但有多细胞系 red_green 缩略图（U2OS, A-431, U-251 MG, HEK293）。  **PubMed**	local_IF=0 local_PAE=0	, 40 red_green/blue_red_green PAE_URL exists	packet+local	40	0	DOWNLOAD_IF	
MTAP	rejected	rejected	detail/rejected/MTAP/MTAP-evaluation.md	NO_DATA	MED	**  # > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。  ## 3. 结论  不满足研究新颖性要求（PubMed > 100）。	local_IF=0 local_PAE=0		packet+local	0	0	GENUINE_ABSENCE	
MTAP	rejected	rejected	detail/rejected/MTAP/MTAP-evaluation.md	PENDING	MED	 > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。  ## 3. 结论  不满足研究新颖性要求（PubMed > 100）。该基因已被大量研究，无法提供新颖性优势。  	local_IF=0 local_PAE=0		packet+local	0	0	GENUINE_ABSENCE	
MTF1	rejected	rejected	detail/rejected/MTF1/MTF1-evaluation.md	NO_DATA	MED	**  # > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。  ## 3. 结论  不满足研究新颖性要求（PubMed > 100）。	local_IF=0 local_PAE=0		packet+local	0	0	GENUINE_ABSENCE	
MTF1	rejected	rejected	detail/rejected/MTF1/MTF1-evaluation.md	PENDING	MED	 > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。  ## 3. 结论  不满足研究新颖性要求（PubMed > 100）。该基因已被大量研究，无法提供新颖性优势。  	local_IF=0 local_PAE=0		packet+local	0	0	GENUINE_ABSENCE	
MTRR	rejected	rejected	detail/rejected/MTRR/MTRR-evaluation.md	NO_DATA	MED	**  # > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。  ## 3. 结论  不满足研究新颖性要求（PubMed > 100）。	local_IF=0 local_PAE=0		packet+local	0	0	GENUINE_ABSENCE	
MTRR	rejected	rejected	detail/rejected/MTRR/MTRR-evaluation.md	PENDING	MED	 > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。  ## 3. 结论  不满足研究新颖性要求（PubMed > 100）。该基因已被大量研究，无法提供新颖性优势。  	local_IF=0 local_PAE=0		packet+local	0	0	GENUINE_ABSENCE	
MUS81	rejected	rejected	detail/rejected/MUS81/MUS81-evaluation.md	NO_DATA	MED	**  # > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。  ## 3. 结论  不满足研究新颖性要求（PubMed > 100）。	local_IF=0 local_PAE=0		packet+local	0	0	GENUINE_ABSENCE	
MUS81	rejected	rejected	detail/rejected/MUS81/MUS81-evaluation.md	PENDING	MED	 > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。  ## 3. 结论  不满足研究新颖性要求（PubMed > 100）。该基因已被大量研究，无法提供新颖性优势。  	local_IF=0 local_PAE=0		packet+local	0	0	GENUINE_ABSENCE	
MUTYH	rejected	rejected	detail/rejected/MUTYH/MUTYH-evaluation.md	NO_DATA	MED	**  # > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。  ## 3. 结论  不满足研究新颖性要求（PubMed > 100）。	local_IF=0 local_PAE=0		packet+local	0	0	GENUINE_ABSENCE	
MUTYH	rejected	rejected	detail/rejected/MUTYH/MUTYH-evaluation.md	PENDING	MED	 > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。  ## 3. 结论  不满足研究新颖性要求（PubMed > 100）。该基因已被大量研究，无法提供新颖性优势。  	local_IF=0 local_PAE=0		packet+local	0	0	GENUINE_ABSENCE	
MX2	rejected	rejected	detail/rejected/MX2/MX2-evaluation.md	NO_DATA	MED	**  # > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。  ## 3. 结论  不满足研究新颖性要求（PubMed > 100）。	local_IF=0 local_PAE=0		packet+local	0	0	GENUINE_ABSENCE	
MX2	rejected	rejected	detail/rejected/MX2/MX2-evaluation.md	PENDING	MED	 > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。  ## 3. 结论  不满足研究新颖性要求（PubMed > 100）。该基因已被大量研究，无法提供新颖性优势。  	local_IF=0 local_PAE=0		packet+local	0	0	GENUINE_ABSENCE	
MXD1	rejected	rejected	detail/rejected/MXD1/MXD1-evaluation.md	NO_DATA	MED	**  # > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。  ## 3. 结论  不满足研究新颖性要求（PubMed > 100）。	local_IF=0 local_PAE=0		packet+local	0	0	GENUINE_ABSENCE	
MXD1	rejected	rejected	detail/rejected/MXD1/MXD1-evaluation.md	PENDING	MED	 > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。  ## 3. 结论  不满足研究新颖性要求（PubMed > 100）。该基因已被大量研究，无法提供新颖性优势。  	local_IF=0 local_PAE=0		packet+local	0	0	GENUINE_ABSENCE	
MXI1	rejected	rejected	detail/rejected/MXI1/MXI1-evaluation.md	NO_DATA	MED	**  # > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。  ## 3. 结论  不满足研究新颖性要求（PubMed > 100）。	local_IF=0 local_PAE=0		packet+local	0	0	GENUINE_ABSENCE	
MXI1	rejected	rejected	detail/rejected/MXI1/MXI1-evaluation.md	PENDING	MED	 > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。  ## 3. 结论  不满足研究新颖性要求（PubMed > 100）。该基因已被大量研究，无法提供新颖性优势。  	local_IF=0 local_PAE=0		packet+local	0	0	GENUINE_ABSENCE	
MYBL1	rejected	rejected	detail/rejected/MYBL1/MYBL1-evaluation.md	NO_DATA	MED	**  # > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。  ## 3. 结论  不满足研究新颖性要求（PubMed > 100）。	local_IF=0 local_PAE=0		packet+local	0	0	GENUINE_ABSENCE	
MYBL1	rejected	rejected	detail/rejected/MYBL1/MYBL1-evaluation.md	PENDING	MED	 > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。  ## 3. 结论  不满足研究新颖性要求（PubMed > 100）。该基因已被大量研究，无法提供新颖性优势。  	local_IF=0 local_PAE=0		packet+local	0	0	GENUINE_ABSENCE	
MYCL	rejected	rejected	detail/rejected/MYCL/MYCL-evaluation.md	NO_DATA	MED	**  # > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。  ## 3. 结论  不满足研究新颖性要求（PubMed > 100）。	local_IF=0 local_PAE=0		packet+local	0	0	GENUINE_ABSENCE	
MYCL	rejected	rejected	detail/rejected/MYCL/MYCL-evaluation.md	PENDING	MED	 > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。  ## 3. 结论  不满足研究新颖性要求（PubMed > 100）。该基因已被大量研究，无法提供新颖性优势。  	local_IF=0 local_PAE=0		packet+local	0	0	GENUINE_ABSENCE	
MYOG	rejected	rejected	detail/rejected/MYOG/MYOG-evaluation.md	NO_DATA	MED	**  # > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。  ## 3. 结论  不满足研究新颖性要求（PubMed > 100）。	local_IF=0 local_PAE=0		packet+local	0	0	GENUINE_ABSENCE	
MYOG	rejected	rejected	detail/rejected/MYOG/MYOG-evaluation.md	PENDING	MED	 > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。  ## 3. 结论  不满足研究新颖性要求（PubMed > 100）。该基因已被大量研究，无法提供新颖性优势。  	local_IF=0 local_PAE=0		packet+local	0	0	GENUINE_ABSENCE	
MYRF	rejected	rejected	detail/rejected/MYRF/MYRF-evaluation.md	NO_DATA	MED	**  # > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。  ## 3. 结论  不满足研究新颖性要求（PubMed > 100）。	local_IF=0 local_PAE=0		packet+local	0	0	GENUINE_ABSENCE	
MYRF	rejected	rejected	detail/rejected/MYRF/MYRF-evaluation.md	PENDING	MED	 > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。  ## 3. 结论  不满足研究新颖性要求（PubMed > 100）。该基因已被大量研究，无法提供新颖性优势。  	local_IF=0 local_PAE=0		packet+local	0	0	GENUINE_ABSENCE	
NAA10	rejected	rejected	detail/rejected/NAA10/NAA10-evaluation.md	NO_DATA	MED	拥挤  # > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。  ## 3. 关键数据  | 指标 | 数值 | |------|---	local_IF=0 local_PAE=0		packet+local	0	0	GENUINE_ABSENCE	
NAA10	rejected	rejected	detail/rejected/NAA10/NAA10-evaluation.md	PENDING	MED	 > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。  ## 3. 关键数据  | 指标 | 数值 | |------|------| | PubMed 总数 (stri	local_IF=0 local_PAE=0		packet+local	0	0	GENUINE_ABSENCE	
NAB2	rejected	rejected	detail/rejected/NAB2/NAB2-evaluation.md	NO_DATA	MED	拥挤  # > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。  ## 3. 关键数据  | 指标 | 数值 | |------|---	local_IF=0 local_PAE=0		packet+local	0	0	GENUINE_ABSENCE	
NAB2	rejected	rejected	detail/rejected/NAB2/NAB2-evaluation.md	PENDING	MED	 > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。  ## 3. 关键数据  | 指标 | 数值 | |------|------| | PubMed 总数 (stri	local_IF=0 local_PAE=0		packet+local	0	0	GENUINE_ABSENCE	
NACA	rejected	rejected	detail/rejected/NACA/NACA-evaluation.md	NO_DATA	MED	拥挤  # > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。  ## 3. 关键数据  | 指标 | 数值 | |------|---	local_IF=0 local_PAE=0		packet+local	0	0	GENUINE_ABSENCE	
NACA	rejected	rejected	detail/rejected/NACA/NACA-evaluation.md	PENDING	MED	 > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。  ## 3. 关键数据  | 指标 | 数值 | |------|------| | PubMed 总数 (stri	local_IF=0 local_PAE=0		packet+local	0	0	GENUINE_ABSENCE	
NANOGNB	rejected	rejected	detail/rejected/NANOGNB/NANOGNB-evaluation.md	NO_DATA	MED	不足  # > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。  ## 3. 关键数据  | 指标 | 数值 | |------|---	local_IF=0 local_PAE=0		packet+local	0	0	GENUINE_ABSENCE	
NANOGNB	rejected	rejected	detail/rejected/NANOGNB/NANOGNB-evaluation.md	PENDING	MED	 > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。  ## 3. 关键数据  | 指标 | 数值 | |------|------| | PubMed 总数 (stri	local_IF=0 local_PAE=0		packet+local	0	0	GENUINE_ABSENCE	
NANS	rejected	rejected	detail/rejected/NANS/NANS-evaluation.md	NO_DATA	MED	拥挤  # > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。  ## 3. 关键数据  | 指标 | 数值 | |------|---	local_IF=0 local_PAE=0		packet+local	0	0	GENUINE_ABSENCE	
NANS	rejected	rejected	detail/rejected/NANS/NANS-evaluation.md	PENDING	MED	 > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。  ## 3. 关键数据  | 指标 | 数值 | |------|------| | PubMed 总数 (stri	local_IF=0 local_PAE=0		packet+local	0	0	GENUINE_ABSENCE	
NASP	rejected	rejected	detail/rejected/NASP/NASP-evaluation.md	NO_DATA	MED	拥挤  # > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。  ## 3. 关键数据  | 指标 | 数值 | |------|---	local_IF=0 local_PAE=0		packet+local	0	0	GENUINE_ABSENCE	
NASP	rejected	rejected	detail/rejected/NASP/NASP-evaluation.md	PENDING	MED	 > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。  ## 3. 关键数据  | 指标 | 数值 | |------|------| | PubMed 总数 (stri	local_IF=0 local_PAE=0		packet+local	0	0	GENUINE_ABSENCE	
NBAS	rejected	rejected	detail/rejected/NBAS/NBAS-evaluation.md	NO_DATA	MED	拥挤  # > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。  ## 3. 关键数据  | 指标 | 数值 | |------|---	local_IF=0 local_PAE=0		packet+local	0	0	GENUINE_ABSENCE	
NBAS	rejected	rejected	detail/rejected/NBAS/NBAS-evaluation.md	PENDING	MED	 > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。  ## 3. 关键数据  | 指标 | 数值 | |------|------| | PubMed 总数 (stri	local_IF=0 local_PAE=0		packet+local	0	0	GENUINE_ABSENCE	
NBR1	rejected	rejected	detail/rejected/NBR1/NBR1-evaluation.md	NO_DATA	MED	拥挤  # > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。  ## 3. 关键数据  | 指标 | 数值 | |------|---	local_IF=0 local_PAE=0		packet+local	0	0	GENUINE_ABSENCE	
NBR1	rejected	rejected	detail/rejected/NBR1/NBR1-evaluation.md	PENDING	MED	 > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。  ## 3. 关键数据  | 指标 | 数值 | |------|------| | PubMed 总数 (stri	local_IF=0 local_PAE=0		packet+local	0	0	GENUINE_ABSENCE	
NCBP1	rejected	rejected	detail/rejected/NCBP1/NCBP1-evaluation.md	NO_DATA	MED	拥挤  # > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。  ## 3. 关键数据  | 指标 | 数值 | |------|---	local_IF=0 local_PAE=0		packet+local	0	0	GENUINE_ABSENCE	
NCBP1	rejected	rejected	detail/rejected/NCBP1/NCBP1-evaluation.md	PENDING	MED	 > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。  ## 3. 关键数据  | 指标 | 数值 | |------|------| | PubMed 总数 (stri	local_IF=0 local_PAE=0		packet+local	0	0	GENUINE_ABSENCE	
NCOA1	rejected	rejected	detail/rejected/NCOA1/NCOA1-evaluation.md	NO_DATA	MED	拥挤  # > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。  ## 3. 关键数据  | 指标 | 数值 | |------|---	local_IF=0 local_PAE=0		packet+local	0	0	GENUINE_ABSENCE	
NCOA1	rejected	rejected	detail/rejected/NCOA1/NCOA1-evaluation.md	PENDING	MED	 > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。  ## 3. 关键数据  | 指标 | 数值 | |------|------| | PubMed 总数 (stri	local_IF=0 local_PAE=0		packet+local	0	0	GENUINE_ABSENCE	
NCOA3	rejected	rejected	detail/rejected/NCOA3/NCOA3-evaluation.md	NO_DATA	MED	拥挤  # > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。  ## 3. 关键数据  | 指标 | 数值 | |------|---	local_IF=0 local_PAE=0		packet+local	0	0	GENUINE_ABSENCE	
NCOA3	rejected	rejected	detail/rejected/NCOA3/NCOA3-evaluation.md	PENDING	MED	 > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。  ## 3. 关键数据  | 指标 | 数值 | |------|------| | PubMed 总数 (stri	local_IF=0 local_PAE=0		packet+local	0	0	GENUINE_ABSENCE	
NCOA4	rejected	rejected	detail/rejected/NCOA4/NCOA4-evaluation.md	NO_DATA	MED	拥挤  # > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。  ## 3. 关键数据  | 指标 | 数值 | |------|---	local_IF=0 local_PAE=0		packet+local	0	0	GENUINE_ABSENCE	
NCOA4	rejected	rejected	detail/rejected/NCOA4/NCOA4-evaluation.md	PENDING	MED	 > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。  ## 3. 关键数据  | 指标 | 数值 | |------|------| | PubMed 总数 (stri	local_IF=0 local_PAE=0		packet+local	0	0	GENUINE_ABSENCE	
NDC80	rejected	rejected	detail/rejected/NDC80/NDC80-evaluation.md	NO_DATA	MED	拥挤  # > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。  ## 3. 关键数据  | 指标 | 数值 | |------|---	local_IF=0 local_PAE=0		packet+local	0	0	GENUINE_ABSENCE	
NDC80	rejected	rejected	detail/rejected/NDC80/NDC80-evaluation.md	PENDING	MED	 > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。  ## 3. 关键数据  | 指标 | 数值 | |------|------| | PubMed 总数 (stri	local_IF=0 local_PAE=0		packet+local	0	0	GENUINE_ABSENCE	
NDE1	rejected	rejected	detail/rejected/NDE1/NDE1-evaluation.md	NO_DATA	MED	拥挤  # > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。  ## 3. 关键数据  | 指标 | 数值 | |------|---	local_IF=0 local_PAE=0		packet+local	0	0	GENUINE_ABSENCE	
NDE1	rejected	rejected	detail/rejected/NDE1/NDE1-evaluation.md	PENDING	MED	 > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。  ## 3. 关键数据  | 指标 | 数值 | |------|------| | PubMed 总数 (stri	local_IF=0 local_PAE=0		packet+local	0	0	GENUINE_ABSENCE	
NDN	rejected	rejected	detail/rejected/NDN/NDN-evaluation.md	NO_DATA	MED	拥挤  # > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。  ## 3. 关键数据  | 指标 | 数值 | |------|---	local_IF=0 local_PAE=0		packet+local	0	0	GENUINE_ABSENCE	
NDN	rejected	rejected	detail/rejected/NDN/NDN-evaluation.md	PENDING	MED	 > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。  ## 3. 关键数据  | 指标 | 数值 | |------|------| | PubMed 总数 (stri	local_IF=0 local_PAE=0		packet+local	0	0	GENUINE_ABSENCE	
NDRG2	rejected	rejected	detail/rejected/NDRG2/NDRG2-evaluation.md	NO_DATA	MED	拥挤  # > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。  ## 3. 关键数据  | 指标 | 数值 | |------|---	local_IF=0 local_PAE=0		packet+local	0	0	GENUINE_ABSENCE	
NDRG2	rejected	rejected	detail/rejected/NDRG2/NDRG2-evaluation.md	PENDING	MED	 > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。  ## 3. 关键数据  | 指标 | 数值 | |------|------| | PubMed 总数 (stri	local_IF=0 local_PAE=0		packet+local	0	0	GENUINE_ABSENCE	
NEDD9	rejected	rejected	detail/rejected/NEDD9/NEDD9-evaluation.md	NO_DATA	MED	拥挤  # > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。  ## 3. 关键数据  | 指标 | 数值 | |------|---	local_IF=0 local_PAE=0		packet+local	0	0	GENUINE_ABSENCE	
NEDD9	rejected	rejected	detail/rejected/NEDD9/NEDD9-evaluation.md	PENDING	MED	 > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。  ## 3. 关键数据  | 指标 | 数值 | |------|------| | PubMed 总数 (stri	local_IF=0 local_PAE=0		packet+local	0	0	GENUINE_ABSENCE	
NEFH	rejected	rejected	detail/rejected/NEFH/NEFH-evaluation.md	NO_DATA	MED	拥挤  # > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。  ## 3. 关键数据  | 指标 | 数值 | |------|---	local_IF=0 local_PAE=0		packet+local	0	0	GENUINE_ABSENCE	
NEFH	rejected	rejected	detail/rejected/NEFH/NEFH-evaluation.md	PENDING	MED	 > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。  ## 3. 关键数据  | 指标 | 数值 | |------|------| | PubMed 总数 (stri	local_IF=0 local_PAE=0		packet+local	0	0	GENUINE_ABSENCE	
NEFL	rejected	rejected	detail/rejected/NEFL/NEFL-evaluation.md	NO_DATA	MED	拥挤  # > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。  ## 3. 关键数据  | 指标 | 数值 | |------|---	local_IF=0 local_PAE=0		packet+local	0	0	GENUINE_ABSENCE	
NEFL	rejected	rejected	detail/rejected/NEFL/NEFL-evaluation.md	PENDING	MED	 > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。  ## 3. 关键数据  | 指标 | 数值 | |------|------| | PubMed 总数 (stri	local_IF=0 local_PAE=0		packet+local	0	0	GENUINE_ABSENCE	
NEIL1	rejected	rejected	detail/rejected/NEIL1/NEIL1-evaluation.md	NO_DATA	MED	拥挤  # > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。  ## 3. 关键数据  | 指标 | 数值 | |------|---	local_IF=0 local_PAE=0		packet+local	0	0	GENUINE_ABSENCE	
NEIL1	rejected	rejected	detail/rejected/NEIL1/NEIL1-evaluation.md	PENDING	MED	 > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。  ## 3. 关键数据  | 指标 | 数值 | |------|------| | PubMed 总数 (stri	local_IF=0 local_PAE=0		packet+local	0	0	GENUINE_ABSENCE	
NEIL2	rejected	rejected	detail/rejected/NEIL2/NEIL2-evaluation.md	NO_DATA	MED	拥挤  # > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。  ## 3. 关键数据  | 指标 | 数值 | |------|---	local_IF=0 local_PAE=0		packet+local	0	0	GENUINE_ABSENCE	
NEIL2	rejected	rejected	detail/rejected/NEIL2/NEIL2-evaluation.md	PENDING	MED	 > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。  ## 3. 关键数据  | 指标 | 数值 | |------|------| | PubMed 总数 (stri	local_IF=0 local_PAE=0		packet+local	0	0	GENUINE_ABSENCE	
NEIL3	rejected	rejected	detail/rejected/NEIL3/NEIL3-evaluation.md	NO_DATA	MED	拥挤  # > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。  ## 3. 关键数据  | 指标 | 数值 | |------|---	local_IF=0 local_PAE=0		packet+local	0	0	GENUINE_ABSENCE	
NEIL3	rejected	rejected	detail/rejected/NEIL3/NEIL3-evaluation.md	PENDING	MED	 > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。  ## 3. 关键数据  | 指标 | 数值 | |------|------| | PubMed 总数 (stri	local_IF=0 local_PAE=0		packet+local	0	0	GENUINE_ABSENCE	
NEK6	rejected	rejected	detail/rejected/NEK6/NEK6-evaluation.md	NO_IMAGE	MED	性 Supported。IF 图像 URL 存在但标记为 "no_image_detected"（非标准 blue_red_green 格式），可能与较早抗体批次有关。  **核定位评估**: GO-CC 含 nucleoplasm (IDA:HPA)、	local_IF=0 local_PAE=1	, 12 red_green/blue_red_green PAE_URL exists	packet+local	12	0	DOWNLOAD_IF	
NET1	rejected	rejected	detail/rejected/NET1/NET1-evaluation.md	NO_DATA	MED	拥挤  # > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。  ## 3. 关键数据  | 指标 | 数值 | |------|---	local_IF=0 local_PAE=0		packet+local	0	0	GENUINE_ABSENCE	
NET1	rejected	rejected	detail/rejected/NET1/NET1-evaluation.md	PENDING	MED	 > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。  ## 3. 关键数据  | 指标 | 数值 | |------|------| | PubMed 总数 (stri	local_IF=0 local_PAE=0		packet+local	0	0	GENUINE_ABSENCE	
NEUROD2	rejected	rejected	detail/rejected/NEUROD2/NEUROD2-evaluation.md	NO_DATA	MED	拥挤  # > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。  ## 3. 关键数据  | 指标 | 数值 | |------|---	local_IF=0 local_PAE=0		packet+local	0	0	GENUINE_ABSENCE	
NEUROD2	rejected	rejected	detail/rejected/NEUROD2/NEUROD2-evaluation.md	PENDING	MED	 > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。  ## 3. 关键数据  | 指标 | 数值 | |------|------| | PubMed 总数 (stri	local_IF=0 local_PAE=0		packet+local	0	0	GENUINE_ABSENCE	
