gene	path	lines	chars	has_uni_q	has_uni_nd	has_uni_url	has_af_q	has_af_url	has_go_nd	has_hpa_nd	has_if_un	has_pae_nd	has_pdb_0	has_ppi_0	has_pm_0	has_pkt_e	has_one_line	nuclear_score	issue_count	risk_level
FOXC2	detail/rejected/FOXC2/FOXC2-evaluation.md	22	307	True	False	False	False	False	False	False	False	False	False	False	False	False	True	0	1	LOW
CBLB	detail/rejected/CBLB/CBLB-evaluation.md	182	5783	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
RUVBL1	detail/rejected/RUVBL1/RUVBL1-evaluation.md	46	791	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
FCRLB	detail/rejected/FCRLB/FCRLB-evaluation.md	164	4640	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
CSDE1	detail/rejected/CSDE1/CSDE1-evaluation.md	174	5147	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
TET2	detail/rejected/TET2/TET2-evaluation.md	179	5622	True	False	False	False	False	False	False	False	False	False	False	False	False	False	9	1	LOW
SYNGAP1	detail/rejected/SYNGAP1/SYNGAP1-evaluation.md	46	789	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
KLF6	detail/rejected/KLF6/KLF6-evaluation.md	41	806	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
HSD3B1	detail/rejected/HSD3B1/HSD3B1-evaluation.md	184	6250	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
GAS2	detail/rejected/GAS2/GAS2-evaluation.md	35	708	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
ADAM33	detail/rejected/ADAM33/ADAM33-evaluation.md	168	5439	True	False	False	False	False	False	False	False	True	False	False	False	False	False	4	1	LOW
DNAJC19	detail/rejected/DNAJC19/DNAJC19-evaluation.md	173	4988	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
EIF5	detail/rejected/EIF5/EIF5-evaluation.md	181	5928	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
NEK1	detail/rejected/NEK1/NEK1-evaluation.md	184	5907	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
LFNG	detail/rejected/LFNG/LFNG-evaluation.md	178	5685	True	False	False	False	False	False	False	False	False	False	False	False	False	False	4	1	LOW
GPR153	detail/rejected/GPR153/GPR153-evaluation.md	164	3974	True	False	False	False	False	False	False	False	False	False	False	True	False	False	2	1	LOW
BMAL1	detail/rejected/BMAL1/BMAL1-evaluation.md	183	6001	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
TNPO3	detail/rejected/TNPO3/TNPO3-evaluation.md	46	754	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
Hsf3	detail/rejected/Hsf3/Hsf3-evaluation.md	159	4164	True	False	False	False	False	False	False	False	True	False	False	False	False	False	3	1	LOW
FGF14	detail/rejected/FGF14/FGF14-evaluation.md	178	5452	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
NUMA1	detail/rejected/NUMA1/NUMA1-evaluation.md	46	777	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
CRACR2A	detail/rejected/CRACR2A/CRACR2A-evaluation.md	184	5894	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
BAG1	detail/rejected/BAG1/BAG1-evaluation.md	181	6061	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
PHF21A	detail/rejected/PHF21A/PHF21A-evaluation.md	46	766	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
MTAP	detail/rejected/MTAP/MTAP-evaluation.md	33	568	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
DLAT	detail/rejected/DLAT/DLAT-evaluation.md	174	5367	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
GNL1	detail/rejected/GNL1/GNL1-evaluation.md	177	5304	True	False	False	False	False	False	False	False	True	False	False	False	False	False	2	1	LOW
C3orf80	detail/rejected/C3orf80/C3orf80-evaluation.md	163	4154	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
ARX	detail/rejected/ARX/ARX-evaluation.md	169	4619	True	False	False	False	False	False	False	False	False	False	False	False	False	False	8	1	LOW
SCX	detail/rejected/SCX/SCX-evaluation.md	170	4747	True	False	False	False	False	False	False	False	False	False	False	False	False	False	8	1	LOW
HSF4	detail/rejected/HSF4/HSF4-evaluation.md	184	5816	True	False	False	False	False	False	False	False	False	False	False	False	False	False	9	1	LOW
DNA2	detail/rejected/DNA2/DNA2-evaluation.md	176	5389	True	False	False	False	False	False	False	False	False	False	False	False	False	False	3	1	LOW
CACNA2D3	detail/rejected/CACNA2D3/CACNA2D3-evaluation.md	181	5950	True	False	False	False	False	False	False	False	True	False	False	False	False	False	2	1	LOW
LTV1	detail/rejected/LTV1/LTV1-evaluation.md	36	612	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
KLF10	detail/rejected/KLF10/KLF10-evaluation.md	41	799	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
PFKL	detail/rejected/PFKL/PFKL-evaluation.md	46	769	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
GJE1	detail/rejected/GJE1/GJE1-evaluation.md	166	4277	True	False	False	False	False	False	False	False	False	False	False	True	False	False	2	1	LOW
TAGLN	detail/rejected/TAGLN/TAGLN-evaluation.md	46	752	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
NEK6	detail/rejected/NEK6/NEK6-evaluation.md	187	6151	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
MACROH2A1	detail/rejected/MACROH2A1/MACROH2A1-evaluation.md	175	5109	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
BAG6	detail/rejected/BAG6/BAG6-evaluation.md	183	5863	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
DAP	detail/rejected/DAP/DAP-evaluation.md	177	5434	True	False	False	False	False	False	False	False	False	False	False	False	False	False	4	1	LOW
AGO3	detail/rejected/AGO3/AGO3-evaluation.md	175	4986	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
ERP29	detail/rejected/ERP29/ERP29-evaluation.md	183	6030	True	False	False	False	False	False	False	False	False	False	False	False	False	False	4	1	LOW
XPC	detail/rejected/XPC/XPC-evaluation.md	184	6131	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
EMC9	detail/rejected/EMC9/EMC9-evaluation.md	177	5437	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
HDX	detail/rejected/HDX/HDX-evaluation.md	172	5153	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
MEF2B	detail/rejected/MEF2B/MEF2B-evaluation.md	182	6009	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
MALT1	detail/rejected/MALT1/MALT1-evaluation.md	175	5167	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
GATA3	detail/rejected/GATA3/GATA3-evaluation.md	170	5283	True	False	False	False	False	False	False	False	False	False	False	False	False	False	9	1	LOW
VHL	detail/rejected/VHL/VHL-evaluation.md	184	6034	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
TMSB4X	detail/rejected/TMSB4X/TMSB4X-evaluation.md	46	800	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
TFCP2	detail/rejected/TFCP2/TFCP2-evaluation.md	46	765	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
ONECUT2	detail/rejected/ONECUT2/ONECUT2-evaluation.md	46	798	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
SGK3	detail/rejected/SGK3/SGK3-evaluation.md	46	791	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
ANP32A	detail/rejected/ANP32A/ANP32A-evaluation.md	181	6116	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
BUB1	detail/rejected/BUB1/BUB1-evaluation.md	173	5112	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
CBX7	detail/rejected/CBX7/CBX7-evaluation.md	187	6045	True	False	False	False	False	False	False	False	False	False	False	False	False	False	8	1	LOW
ECT2	detail/rejected/ECT2/ECT2-evaluation.md	37	689	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
TDP1	detail/rejected/TDP1/TDP1-evaluation.md	46	769	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
WT1	detail/rejected/WT1/WT1-evaluation.md	182	5860	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
NFIC	detail/rejected/NFIC/NFIC-evaluation.md	46	777	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
PHLDA1	detail/rejected/PHLDA1/PHLDA1-evaluation.md	46	847	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
NUPR1	detail/rejected/NUPR1/NUPR1-evaluation.md	46	829	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
CAPSL	detail/rejected/CAPSL/CAPSL-evaluation.md	181	5714	True	False	False	False	False	False	False	False	True	False	False	False	False	False	2	1	LOW
ECD	detail/rejected/ECD/ECD-evaluation.md	171	4557	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
DLGAP2	detail/rejected/DLGAP2/DLGAP2-evaluation.md	181	5640	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
SRY	detail/rejected/SRY/SRY-evaluation.md	172	4799	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
FHL3	detail/rejected/FHL3/FHL3-evaluation.md	22	317	True	False	False	False	False	False	False	False	False	False	False	False	False	True	0	1	LOW
GPR34	detail/rejected/GPR34/GPR34-evaluation.md	173	5047	True	False	False	False	False	False	False	False	False	False	False	True	False	False	2	1	LOW
ANAPC13	detail/rejected/ANAPC13/ANAPC13-evaluation.md	179	7012	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
CEACAM19	detail/rejected/CEACAM19/CEACAM19-evaluation.md	171	4907	True	False	False	False	False	False	False	False	True	False	False	False	False	False	2	1	LOW
COX7A2	detail/rejected/COX7A2/COX7A2-evaluation.md	172	4890	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
CIB1	detail/rejected/CIB1/CIB1-evaluation.md	184	6305	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
DENND5B	detail/rejected/DENND5B/DENND5B-evaluation.md	171	4827	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
DAGLA	detail/rejected/DAGLA/DAGLA-evaluation.md	175	4990	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
CTTNBP2	detail/rejected/CTTNBP2/CTTNBP2-evaluation.md	182	6140	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
GOLGA8B	detail/rejected/GOLGA8B/GOLGA8B-evaluation.md	169	4389	True	False	False	False	False	False	False	False	False	False	False	True	False	False	2	1	LOW
CDR2	detail/rejected/CDR2/CDR2-evaluation.md	177	5336	True	False	False	False	False	False	False	False	False	False	False	False	False	False	4	1	LOW
SHOX2	detail/rejected/SHOX2/SHOX2-evaluation.md	46	756	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
GATA4	detail/rejected/GATA4/GATA4-evaluation.md	181	5692	True	False	False	False	False	False	False	False	False	False	False	False	False	False	9	1	LOW
PTMS	detail/rejected/PTMS/PTMS-evaluation.md	46	757	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
SIGIRR	detail/rejected/SIGIRR/SIGIRR-evaluation.md	176	5618	True	False	False	False	False	False	False	False	False	False	False	False	False	False	4	1	LOW
COMMD2	detail/rejected/COMMD2/COMMD2-evaluation.md	164	3863	True	False	False	False	False	False	False	False	False	False	False	True	False	False	2	1	LOW
GPR33	detail/rejected/GPR33/GPR33-evaluation.md	164	4533	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
GCAT	detail/rejected/GCAT/GCAT-evaluation.md	35	708	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
DLGAP5	detail/rejected/DLGAP5/DLGAP5-evaluation.md	181	5869	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
UNC93B1	detail/rejected/UNC93B1/UNC93B1-evaluation.md	46	782	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
FUBP1	detail/rejected/FUBP1/FUBP1-evaluation.md	22	310	True	False	False	False	False	False	False	False	False	False	False	False	False	True	0	1	LOW
DSP	detail/rejected/DSP/DSP-evaluation.md	180	5215	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
CTBP1	detail/rejected/CTBP1/CTBP1-evaluation.md	173	4928	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
ETV4	detail/rejected/ETV4/ETV4-evaluation.md	181	5839	True	False	False	False	False	False	False	False	False	False	False	False	False	False	9	1	LOW
AEN	detail/rejected/AEN/AEN-evaluation.md	20	271	True	False	False	False	False	False	False	False	False	False	False	False	False	True	0	1	LOW
CBWD5	detail/rejected/CBWD5/CBWD5-evaluation.md	174	4463	True	False	False	False	False	False	False	False	False	False	False	False	False	False	3	1	LOW
EEF1AKNMT	detail/rejected/EEF1AKNMT/EEF1AKNMT-evaluation.md	169	4732	True	False	False	False	False	False	False	False	False	False	False	False	False	False	3	1	LOW
USF2	detail/rejected/USF2/USF2-evaluation.md	46	822	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
N4BP3	detail/rejected/N4BP3/N4BP3-evaluation.md	168	4844	True	False	False	False	False	False	False	False	True	False	False	False	False	False	3	1	LOW
ELK1	detail/rejected/ELK1/ELK1-evaluation.md	174	4881	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
TNP1	detail/rejected/TNP1/TNP1-evaluation.md	171	4841	True	False	False	False	False	False	False	False	False	False	False	False	False	False	8	1	LOW
FAM174A	detail/rejected/FAM174A/FAM174A-evaluation.md	178	5657	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
Mycs	detail/rejected/Mycs/Mycs-evaluation.md	164	3926	True	False	False	False	False	False	False	False	True	False	False	False	False	False	3	1	LOW
NFAT5	detail/rejected/NFAT5/NFAT5-evaluation.md	181	5849	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
FAM157C	detail/rejected/FAM157C/FAM157C-evaluation.md	157	3796	True	False	False	False	False	False	False	False	False	False	False	False	False	False	3	1	LOW
MDM2	detail/rejected/MDM2/MDM2-evaluation.md	184	6052	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
GOLGA8K	detail/rejected/GOLGA8K/GOLGA8K-evaluation.md	163	3889	True	False	False	False	False	False	False	False	False	False	False	True	False	False	2	1	LOW
SIPA1	detail/rejected/SIPA1/SIPA1-evaluation.md	46	831	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
BRMS1	detail/rejected/BRMS1/BRMS1-evaluation.md	171	4768	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
SKA1	detail/rejected/SKA1/SKA1-evaluation.md	46	766	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
DLST	detail/rejected/DLST/DLST-evaluation.md	184	6238	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
CTC1	detail/rejected/CTC1/CTC1-evaluation.md	181	5765	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
AGTPBP1	detail/rejected/AGTPBP1/AGTPBP1-evaluation.md	114	4323	True	False	False	False	False	False	False	False	True	False	False	False	False	False	3	1	LOW
Obox7	detail/rejected/Obox7/Obox7-evaluation.md	155	3396	True	False	False	False	False	False	False	False	True	False	False	True	False	False	3	1	LOW
HRAS	detail/rejected/HRAS/HRAS-evaluation.md	184	6071	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
MSL2	detail/rejected/MSL2/MSL2-evaluation.md	180	5797	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
UTY	detail/rejected/UTY/UTY-evaluation.md	46	805	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
TRIP6	detail/rejected/TRIP6/TRIP6-evaluation.md	46	777	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
FLI1	detail/rejected/FLI1/FLI1-evaluation.md	181	5744	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
ABAT	detail/rejected/ABAT/ABAT-evaluation.md	179	5886	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
BCL11B	detail/rejected/BCL11B/BCL11B-evaluation.md	180	5795	True	False	False	False	False	False	False	False	False	False	False	False	False	False	9	1	LOW
TNFAIP8	detail/rejected/TNFAIP8/TNFAIP8-evaluation.md	46	774	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
ST7	detail/rejected/ST7/ST7-evaluation.md	46	767	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
EMX1	detail/rejected/EMX1/EMX1-evaluation.md	172	4946	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
VSIG4	detail/rejected/VSIG4/VSIG4-evaluation.md	46	785	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
NFIX	detail/rejected/NFIX/NFIX-evaluation.md	46	776	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
CREBBP	detail/rejected/CREBBP/CREBBP-evaluation.md	184	5809	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
Mndal	detail/rejected/Mndal/Mndal-evaluation.md	159	4235	True	False	False	False	False	False	False	False	True	False	False	False	False	False	3	1	LOW
ASXL1	detail/rejected/ASXL1/ASXL1-evaluation.md	169	4704	True	False	False	False	False	False	False	False	False	False	False	False	False	False	9	1	LOW
COA5	detail/rejected/COA5/COA5-evaluation.md	178	5811	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
CROT	detail/rejected/CROT/CROT-evaluation.md	161	4433	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
TBX18	detail/rejected/TBX18/TBX18-evaluation.md	179	5562	True	False	False	False	False	False	False	False	False	False	False	False	False	False	9	1	LOW
IRS1	detail/rejected/IRS1/IRS1-evaluation.md	26	357	True	False	False	False	False	False	False	False	False	False	False	False	False	True	0	1	LOW
HMGCS1	detail/rejected/HMGCS1/HMGCS1-evaluation.md	44	997	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
AAR2	detail/rejected/AAR2/AAR2-evaluation.md	178	5786	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
CTAGE6	detail/rejected/CTAGE6/CTAGE6-evaluation.md	163	4093	True	False	False	False	False	False	False	False	False	False	False	True	False	False	2	1	LOW
LMX1B	detail/rejected/LMX1B/LMX1B-evaluation.md	41	823	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
GPC1	detail/rejected/GPC1/GPC1-evaluation.md	184	5722	True	False	False	False	False	False	False	False	False	False	False	False	False	False	4	1	LOW
SPEG	detail/rejected/SPEG/SPEG-evaluation.md	46	799	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
MLX	detail/rejected/MLX/MLX-evaluation.md	33	561	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
CRYAB	detail/rejected/CRYAB/CRYAB-evaluation.md	175	5051	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
EIF3H	detail/rejected/EIF3H/EIF3H-evaluation.md	174	5323	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
TCF12	detail/rejected/TCF12/TCF12-evaluation.md	46	764	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
CAMTA1	detail/rejected/CAMTA1/CAMTA1-evaluation.md	175	5433	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
PCLO	detail/rejected/PCLO/PCLO-evaluation.md	184	5955	True	False	False	False	False	False	False	False	False	False	False	False	False	False	4	1	LOW
CHMP4B	detail/rejected/CHMP4B/CHMP4B-evaluation.md	184	6263	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
SLX4	detail/rejected/SLX4/SLX4-evaluation.md	46	854	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
BRIP1	detail/rejected/BRIP1/BRIP1-evaluation.md	187	6402	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
TBX20	detail/rejected/TBX20/TBX20-evaluation.md	46	781	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
CMAS	detail/rejected/CMAS/CMAS-evaluation.md	172	4990	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
ISG20	detail/rejected/ISG20/ISG20-evaluation.md	26	546	True	False	False	False	False	False	False	False	False	False	False	False	False	True	0	1	LOW
DHPS	detail/rejected/DHPS/DHPS-evaluation.md	178	5813	True	False	False	False	False	False	False	False	False	False	False	False	False	False	4	1	LOW
CTAGE1	detail/rejected/CTAGE1/CTAGE1-evaluation.md	168	4673	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
IMPACT	detail/rejected/IMPACT/IMPACT-evaluation.md	177	5568	True	False	False	False	False	False	False	False	False	False	False	False	False	False	4	1	LOW
ATXN7	detail/rejected/ATXN7/ATXN7-evaluation.md	20	275	True	False	False	False	False	False	False	False	False	False	False	False	False	True	0	1	LOW
ILK	detail/rejected/ILK/ILK-evaluation.md	26	547	True	False	False	False	False	False	False	False	False	False	False	False	False	True	0	1	LOW
FAM151A	detail/rejected/FAM151A/FAM151A-evaluation.md	163	4419	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
SPANXA1	detail/rejected/SPANXA1/SPANXA1-evaluation.md	179	7531	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
OLIG2	detail/rejected/OLIG2/OLIG2-evaluation.md	179	5827	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
CCDC28A	detail/rejected/CCDC28A/CCDC28A-evaluation.md	179	5577	True	False	False	False	False	False	False	False	True	False	False	False	False	False	3	1	LOW
GIMAP6	detail/rejected/GIMAP6/GIMAP6-evaluation.md	169	4876	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
TARDBP	detail/rejected/TARDBP/TARDBP-evaluation.md	175	5570	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
FAM118A	detail/rejected/FAM118A/FAM118A-evaluation.md	178	5440	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
CKAP2L	detail/rejected/CKAP2L/CKAP2L-evaluation.md	179	5725	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
TH	detail/rejected/TH/TH-evaluation.md	184	5799	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
VDR	detail/rejected/VDR/VDR-evaluation.md	182	5989	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
PTMA	detail/rejected/PTMA/PTMA-evaluation.md	46	755	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
CDX2	detail/rejected/CDX2/CDX2-evaluation.md	172	5567	True	False	False	False	False	False	False	False	False	False	False	False	False	False	9	1	LOW
TNKS2	detail/rejected/TNKS2/TNKS2-evaluation.md	46	823	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
SPIB	detail/rejected/SPIB/SPIB-evaluation.md	179	5490	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
APAF1	detail/rejected/APAF1/APAF1-evaluation.md	20	277	True	False	False	False	False	False	False	False	False	False	False	False	False	True	0	1	LOW
UFM1	detail/rejected/UFM1/UFM1-evaluation.md	182	5635	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
TCF7	detail/rejected/TCF7/TCF7-evaluation.md	181	5617	True	False	False	False	False	False	False	False	False	False	False	False	False	False	9	1	LOW
NOS1	detail/rejected/NOS1/NOS1-evaluation.md	184	6086	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
GPRC6A	detail/rejected/GPRC6A/GPRC6A-evaluation.md	178	5373	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
CLRN1	detail/rejected/CLRN1/CLRN1-evaluation.md	176	5307	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
MECP2	detail/rejected/MECP2/MECP2-evaluation.md	183	5723	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
RXRG	detail/rejected/RXRG/RXRG-evaluation.md	46	762	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
SIK2	detail/rejected/SIK2/SIK2-evaluation.md	46	761	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
SMPD4	detail/rejected/SMPD4/SMPD4-evaluation.md	186	8490	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
CGAS	detail/rejected/CGAS/CGAS-evaluation.md	183	6067	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
PIF1	detail/rejected/PIF1/PIF1-evaluation.md	186	5913	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
SPEN	detail/rejected/SPEN/SPEN-evaluation.md	180	5621	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
NAA30	detail/rejected/NAA30/NAA30-evaluation.md	168	4759	True	False	False	False	False	False	False	False	True	False	False	False	False	False	3	1	LOW
PPM1A	detail/rejected/PPM1A/PPM1A-evaluation.md	175	5768	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
CTCF	detail/rejected/CTCF/CTCF-evaluation.md	182	5779	True	False	False	False	False	False	False	False	False	False	False	False	False	False	9	1	LOW
MYF5	detail/rejected/MYF5/MYF5-evaluation.md	170	4777	True	False	False	False	False	False	False	False	False	False	False	False	False	False	9	1	LOW
MAGEL2	detail/rejected/MAGEL2/MAGEL2-evaluation.md	33	561	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
FLCN	detail/rejected/FLCN/FLCN-evaluation.md	22	302	True	False	False	False	False	False	False	False	False	False	False	False	False	True	0	1	LOW
UFD1	detail/rejected/UFD1/UFD1-evaluation.md	186	6112	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
FABP4	detail/rejected/FABP4/FABP4-evaluation.md	181	5912	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
Obox6	detail/rejected/Obox6/Obox6-evaluation.md	158	4051	True	False	False	False	False	False	False	False	True	False	False	False	False	False	3	1	LOW
STH	detail/rejected/STH/STH-evaluation.md	182	5762	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
ETV2	detail/rejected/ETV2/ETV2-evaluation.md	168	4716	True	False	False	False	False	False	False	False	False	False	False	False	False	False	8	1	LOW
LMO1	detail/rejected/LMO1/LMO1-evaluation.md	178	5199	True	False	False	False	False	False	False	False	False	False	False	False	False	False	8	1	LOW
SAMHD1	detail/rejected/SAMHD1/SAMHD1-evaluation.md	163	4809	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
