gene	path	source	report_claim	evidence_exists	image_or_metadata_exists	image_embedded	old_todo_or_checklist_only	is_true_mismatch	is_audit_false_positive	needs_repair	reason
SIGLEC15	detail/rejected/SIGLEC15/SIGLEC15-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
SIK1	detail/rejected/SIK1/SIK1-evaluation.md	HPA_IF	STALE_PATTERN	True	True	True	True	False	True	False	Only old TODO/checklist pattern matched; Image/evidence embedded; Local evidence count=1
SIK1	detail/rejected/SIK1/SIK1-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
SIK2	detail/rejected/SIK2/SIK2-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
SIM1	detail/rejected/SIM1/SIM1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
SIM2	detail/rejected/SIM2/SIM2-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
SIPA1	detail/rejected/SIPA1/SIPA1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
SIRAL1	detail/rejected/SIRAL1/SIRAL1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
SIX1	detail/rejected/SIX1/SIX1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
SIX2	detail/rejected/SIX2/SIX2-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
SIX3	detail/rejected/SIX3/SIX3-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
SIX4	detail/rejected/SIX4/SIX4-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
SIX5	detail/rejected/SIX5/SIX5-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
SIX6	detail/rejected/SIX6/SIX6-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
SKA1	detail/rejected/SKA1/SKA1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
SKA2	detail/rejected/SKA2/SKA2-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
SKA3	detail/rejected/SKA3/SKA3-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
SKI	detail/rejected/SKI/SKI-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
SKIL	detail/rejected/SKIL/SKIL-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
SKP1	detail/rejected/SKP1/SKP1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
SKP2	detail/rejected/SKP2/SKP2-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
SLA	detail/rejected/SLA/SLA-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
SLFN11	detail/rejected/SLFN11/SLFN11-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
SLX1A	detail/rejected/SLX1A/SLX1A-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
SLX1A	detail/rejected/SLX1A/SLX1A-evaluation.md	PAE	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
SLX4	detail/rejected/SLX4/SLX4-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
SMAD1	detail/rejected/SMAD1/SMAD1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
SMAD2	detail/rejected/SMAD2/SMAD2-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
SMAD3	detail/rejected/SMAD3/SMAD3-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
SMAD4	detail/rejected/SMAD4/SMAD4-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
SMAD5	detail/rejected/SMAD5/SMAD5-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
SMAD6	detail/rejected/SMAD6/SMAD6-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
SMAD7	detail/rejected/SMAD7/SMAD7-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
SMCHD1	detail/rejected/SMCHD1/SMCHD1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
SMN1	detail/rejected/SMN1/SMN1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
SMN2	detail/rejected/SMN2/SMN2-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
SMOX	detail/rejected/SMOX/SMOX-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
SMS	detail/rejected/SMS/SMS-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
SMUG1	detail/rejected/SMUG1/SMUG1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
SMYD2	detail/rejected/SMYD2/SMYD2-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
SMYD2	detail/rejected/SMYD2/SMYD2-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
SND1	detail/rejected/SND1/SND1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
SOBP	detail/rejected/SOBP/SOBP-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
SOCS1	detail/rejected/SOCS1/SOCS1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
SOCS4	detail/rejected/SOCS4/SOCS4-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
SOCS6	detail/rejected/SOCS6/SOCS6-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
SOD1	detail/rejected/SOD1/SOD1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
SOS2	detail/rejected/SOS2/SOS2-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
SOX1	detail/rejected/SOX1/SOX1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
SOX10	detail/rejected/SOX10/SOX10-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
SOX11	detail/rejected/SOX11/SOX11-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
SOX17	detail/rejected/SOX17/SOX17-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
SOX18	detail/rejected/SOX18/SOX18-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
SOX2	detail/rejected/SOX2/SOX2-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
SOX21	detail/rejected/SOX21/SOX21-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
SOX3	detail/rejected/SOX3/SOX3-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
SOX4	detail/rejected/SOX4/SOX4-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
SOX5	detail/rejected/SOX5/SOX5-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
SOX6	detail/rejected/SOX6/SOX6-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
SOX7	detail/rejected/SOX7/SOX7-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
SOX8	detail/rejected/SOX8/SOX8-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
SOX9	detail/rejected/SOX9/SOX9-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
SP1	detail/rejected/SP1/SP1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
SP100	detail/rejected/SP100/SP100-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
SP110	detail/rejected/SP110/SP110-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
SP2	detail/rejected/SP2/SP2-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
SP3	detail/rejected/SP3/SP3-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
SP4	detail/rejected/SP4/SP4-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
SP5	detail/rejected/SP5/SP5-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
SP6	detail/rejected/SP6/SP6-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
SP9	detail/rejected/SP9/SP9-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
SPAG4	detail/rejected/SPAG4/SPAG4-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
SPAG5	detail/rejected/SPAG5/SPAG5-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
SPAST	detail/rejected/SPAST/SPAST-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
SPATA22	detail/rejected/SPATA22/SPATA22-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
SPATA24	detail/rejected/SPATA24/SPATA24-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
SPATA24	detail/rejected/SPATA24/SPATA24-evaluation.md	PAE	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
SPATA33	detail/rejected/SPATA33/SPATA33-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
SPATA33	detail/rejected/SPATA33/SPATA33-evaluation.md	PAE	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
SPATA4	detail/rejected/SPATA4/SPATA4-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
SPATA4	detail/rejected/SPATA4/SPATA4-evaluation.md	PAE	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
SPATA46	detail/rejected/SPATA46/SPATA46-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
SPATA46	detail/rejected/SPATA46/SPATA46-evaluation.md	PAE	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
SPDEF	detail/rejected/SPDEF/SPDEF-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
SPDL1	detail/rejected/SPDL1/SPDL1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
SPEG	detail/rejected/SPEG/SPEG-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
SPEN	detail/rejected/SPEN/SPEN-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
SPG11	detail/rejected/SPG11/SPG11-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
SPHK2	detail/rejected/SPHK2/SPHK2-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
SPI1	detail/rejected/SPI1/SPI1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
SPIB	detail/rejected/SPIB/SPIB-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
SPIC	detail/rejected/SPIC/SPIC-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
SPIN1	detail/rejected/SPIN1/SPIN1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
SPIN2B	detail/rejected/SPIN2B/SPIN2B-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
SPIN2B	detail/rejected/SPIN2B/SPIN2B-evaluation.md	PAE	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
SPN	detail/rejected/SPN/SPN-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
SPO11	detail/rejected/SPO11/SPO11-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
SPOP	detail/rejected/SPOP/SPOP-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
SPOUT1	detail/rejected/SPOUT1/SPOUT1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
SPR	detail/rejected/SPR/SPR-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
SPRED1	detail/rejected/SPRED1/SPRED1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
SPRY1	detail/rejected/SPRY1/SPRY1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
SQSTM1	detail/rejected/SQSTM1/SQSTM1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
SRA1	detail/rejected/SRA1/SRA1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
SRCAP	detail/rejected/SRCAP/SRCAP-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
SREBF1	detail/rejected/SREBF1/SREBF1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
SREBF2	detail/rejected/SREBF2/SREBF2-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
SRF	detail/rejected/SRF/SRF-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
SRI	detail/rejected/SRI/SRI-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
SRM	detail/rejected/SRM/SRM-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
SRP54	detail/rejected/SRP54/SRP54-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
SRRT	detail/rejected/SRRT/SRRT-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
SRY	detail/rejected/SRY/SRY-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
SS18	detail/rejected/SS18/SS18-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
SSH1	detail/rejected/SSH1/SSH1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
SSRP1	detail/rejected/SSRP1/SSRP1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
SSUH2	detail/rejected/SSUH2/SSUH2-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
SSUH2	detail/rejected/SSUH2/SSUH2-evaluation.md	PAE	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
SSX1	detail/rejected/SSX1/SSX1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
SSX2	detail/rejected/SSX2/SSX2-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
SSX2B	detail/rejected/SSX2B/SSX2B-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
SSX2B	detail/rejected/SSX2B/SSX2B-evaluation.md	PAE	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
ST14	detail/rejected/ST14/ST14-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
ST7	detail/rejected/ST7/ST7-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
STAB1	detail/rejected/STAB1/STAB1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
STAG1	detail/rejected/STAG1/STAG1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
STAG2	detail/rejected/STAG2/STAG2-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
STARD9	detail/rejected/STARD9/STARD9-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
STARD9	detail/rejected/STARD9/STARD9-evaluation.md	PAE	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
STAT1	detail/rejected/STAT1/STAT1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
STAT2	detail/rejected/STAT2/STAT2-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
STAT3	detail/rejected/STAT3/STAT3-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
STAT4	detail/rejected/STAT4/STAT4-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
STAT5A	detail/rejected/STAT5A/STAT5A-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
STAT5B	detail/rejected/STAT5B/STAT5B-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
STAT6	detail/rejected/STAT6/STAT6-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
STEAP3	detail/rejected/STEAP3/STEAP3-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
STH	detail/rejected/STH/STH-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
STIL	detail/rejected/STIL/STIL-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
STIP1	detail/rejected/STIP1/STIP1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
STN1	detail/rejected/STN1/STN1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
STPG1	detail/rejected/STPG1/STPG1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
STPG1	detail/rejected/STPG1/STPG1-evaluation.md	PAE	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
STPG4	detail/rejected/STPG4/STPG4-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
STPG4	detail/rejected/STPG4/STPG4-evaluation.md	PAE	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
STRA8	detail/rejected/STRA8/STRA8-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
STRADB	detail/rejected/STRADB/STRADB-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
STRADB	detail/rejected/STRADB/STRADB-evaluation.md	PAE	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
STRAP	detail/rejected/STRAP/STRAP-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
STRN	detail/rejected/STRN/STRN-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
STUB1	detail/rejected/STUB1/STUB1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
STX2	detail/rejected/STX2/STX2-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
STXBP1	detail/rejected/STXBP1/STXBP1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
STYX	detail/rejected/STYX/STYX-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
STYX	detail/rejected/STYX/STYX-evaluation.md	PAE	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
SUFU	detail/rejected/SUFU/SUFU-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
SULT1E1	detail/rejected/SULT1E1/SULT1E1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
SUN1	detail/rejected/SUN1/SUN1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
SUN2	detail/rejected/SUN2/SUN2-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
SUV39H1	detail/rejected/SUV39H1/SUV39H1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
