global_index	batch_id	priority	task_type	gene	current_path	current_status	current_category	current_lines	current_score	source_audit	error_type	risk_level	needs_harvest	needs_report_repair	needs_false_rejection_recheck	needs_new_evaluation	needs_manual_review	needs_validator_exception_review	duplicate_status	skip_reason	recommended_action	worker_id	lock_path	stage_path	final_path	state	reason
421	85	P0	INCOMPLETE_REPORT_REPAIR	NME8		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W1	audit_work/locks/continuous_completion/NME8.lock	audit_work/continuous_completion_workers/worker_W1/batch_85/staged_reports/NME8-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
422	85	P0	INCOMPLETE_REPORT_REPAIR	HES6		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W1	audit_work/locks/continuous_completion/HES6.lock	audit_work/continuous_completion_workers/worker_W1/batch_85/staged_reports/HES6-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
423	85	P0	INCOMPLETE_REPORT_REPAIR	WAC		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W1	audit_work/locks/continuous_completion/WAC.lock	audit_work/continuous_completion_workers/worker_W1/batch_85/staged_reports/WAC-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
424	85	P0	INCOMPLETE_REPORT_REPAIR	PLEKHA2		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W1	audit_work/locks/continuous_completion/PLEKHA2.lock	audit_work/continuous_completion_workers/worker_W1/batch_85/staged_reports/PLEKHA2-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
425	85	P0	INCOMPLETE_REPORT_REPAIR	ESCO2		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W1	audit_work/locks/continuous_completion/ESCO2.lock	audit_work/continuous_completion_workers/worker_W1/batch_85/staged_reports/ESCO2-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
426	86	P0	INCOMPLETE_REPORT_REPAIR	TXN		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W2	audit_work/locks/continuous_completion/TXN.lock	audit_work/continuous_completion_workers/worker_W2/batch_86/staged_reports/TXN-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
427	86	P0	INCOMPLETE_REPORT_REPAIR	Rrn3		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W2	audit_work/locks/continuous_completion/Rrn3.lock	audit_work/continuous_completion_workers/worker_W2/batch_86/staged_reports/Rrn3-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
428	86	P0	INCOMPLETE_REPORT_REPAIR	MPG		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W2	audit_work/locks/continuous_completion/MPG.lock	audit_work/continuous_completion_workers/worker_W2/batch_86/staged_reports/MPG-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
429	86	P0	INCOMPLETE_REPORT_REPAIR	MRFAP1		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W2	audit_work/locks/continuous_completion/MRFAP1.lock	audit_work/continuous_completion_workers/worker_W2/batch_86/staged_reports/MRFAP1-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
430	86	P0	INCOMPLETE_REPORT_REPAIR	TYMP		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W2	audit_work/locks/continuous_completion/TYMP.lock	audit_work/continuous_completion_workers/worker_W2/batch_86/staged_reports/TYMP-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
431	87	P0	INCOMPLETE_REPORT_REPAIR	NUBP1		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W3	audit_work/locks/continuous_completion/NUBP1.lock	audit_work/continuous_completion_workers/worker_W3/batch_87/staged_reports/NUBP1-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
432	87	P0	INCOMPLETE_REPORT_REPAIR	SELENOH		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W3	audit_work/locks/continuous_completion/SELENOH.lock	audit_work/continuous_completion_workers/worker_W3/batch_87/staged_reports/SELENOH-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
433	87	P0	INCOMPLETE_REPORT_REPAIR	PTGES3		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W3	audit_work/locks/continuous_completion/PTGES3.lock	audit_work/continuous_completion_workers/worker_W3/batch_87/staged_reports/PTGES3-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
434	87	P0	INCOMPLETE_REPORT_REPAIR	PLCB1		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W3	audit_work/locks/continuous_completion/PLCB1.lock	audit_work/continuous_completion_workers/worker_W3/batch_87/staged_reports/PLCB1-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
435	87	P0	INCOMPLETE_REPORT_REPAIR	TERF2		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W3	audit_work/locks/continuous_completion/TERF2.lock	audit_work/continuous_completion_workers/worker_W3/batch_87/staged_reports/TERF2-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
436	88	P0	INCOMPLETE_REPORT_REPAIR	SCRN2		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W4	audit_work/locks/continuous_completion/SCRN2.lock	audit_work/continuous_completion_workers/worker_W4/batch_88/staged_reports/SCRN2-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
437	88	P0	INCOMPLETE_REPORT_REPAIR	NMRK2		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W4	audit_work/locks/continuous_completion/NMRK2.lock	audit_work/continuous_completion_workers/worker_W4/batch_88/staged_reports/NMRK2-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
438	88	P0	INCOMPLETE_REPORT_REPAIR	MAML1		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W4	audit_work/locks/continuous_completion/MAML1.lock	audit_work/continuous_completion_workers/worker_W4/batch_88/staged_reports/MAML1-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
439	88	P0	INCOMPLETE_REPORT_REPAIR	TTL		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W4	audit_work/locks/continuous_completion/TTL.lock	audit_work/continuous_completion_workers/worker_W4/batch_88/staged_reports/TTL-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
440	88	P0	INCOMPLETE_REPORT_REPAIR	FIRRM		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W4	audit_work/locks/continuous_completion/FIRRM.lock	audit_work/continuous_completion_workers/worker_W4/batch_88/staged_reports/FIRRM-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
441	89	P0	INCOMPLETE_REPORT_REPAIR	MRI1		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W1	audit_work/locks/continuous_completion/MRI1.lock	audit_work/continuous_completion_workers/worker_W1/batch_89/staged_reports/MRI1-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
442	89	P0	INCOMPLETE_REPORT_REPAIR	EPOP		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W1	audit_work/locks/continuous_completion/EPOP.lock	audit_work/continuous_completion_workers/worker_W1/batch_89/staged_reports/EPOP-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
443	89	P0	INCOMPLETE_REPORT_REPAIR	ACOX1		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W1	audit_work/locks/continuous_completion/ACOX1.lock	audit_work/continuous_completion_workers/worker_W1/batch_89/staged_reports/ACOX1-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
444	89	P0	INCOMPLETE_REPORT_REPAIR	OFD1		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W1	audit_work/locks/continuous_completion/OFD1.lock	audit_work/continuous_completion_workers/worker_W1/batch_89/staged_reports/OFD1-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
445	89	P0	INCOMPLETE_REPORT_REPAIR	TTK		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W1	audit_work/locks/continuous_completion/TTK.lock	audit_work/continuous_completion_workers/worker_W1/batch_89/staged_reports/TTK-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
446	90	P0	INCOMPLETE_REPORT_REPAIR	RRM2		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W2	audit_work/locks/continuous_completion/RRM2.lock	audit_work/continuous_completion_workers/worker_W2/batch_90/staged_reports/RRM2-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
447	90	P0	INCOMPLETE_REPORT_REPAIR	VSX1		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W2	audit_work/locks/continuous_completion/VSX1.lock	audit_work/continuous_completion_workers/worker_W2/batch_90/staged_reports/VSX1-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
448	90	P0	INCOMPLETE_REPORT_REPAIR	FAM9B		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W2	audit_work/locks/continuous_completion/FAM9B.lock	audit_work/continuous_completion_workers/worker_W2/batch_90/staged_reports/FAM9B-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
449	90	P0	INCOMPLETE_REPORT_REPAIR	ARRB2		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W2	audit_work/locks/continuous_completion/ARRB2.lock	audit_work/continuous_completion_workers/worker_W2/batch_90/staged_reports/ARRB2-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
450	90	P0	INCOMPLETE_REPORT_REPAIR	ASPSCR1		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W2	audit_work/locks/continuous_completion/ASPSCR1.lock	audit_work/continuous_completion_workers/worker_W2/batch_90/staged_reports/ASPSCR1-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
451	91	P0	INCOMPLETE_REPORT_REPAIR	SUFU		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W3	audit_work/locks/continuous_completion/SUFU.lock	audit_work/continuous_completion_workers/worker_W3/batch_91/staged_reports/SUFU-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
452	91	P0	INCOMPLETE_REPORT_REPAIR	NFYB		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W3	audit_work/locks/continuous_completion/NFYB.lock	audit_work/continuous_completion_workers/worker_W3/batch_91/staged_reports/NFYB-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
453	91	P0	INCOMPLETE_REPORT_REPAIR	INPP4A		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W3	audit_work/locks/continuous_completion/INPP4A.lock	audit_work/continuous_completion_workers/worker_W3/batch_91/staged_reports/INPP4A-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
454	91	P0	INCOMPLETE_REPORT_REPAIR	PRIMPOL		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W3	audit_work/locks/continuous_completion/PRIMPOL.lock	audit_work/continuous_completion_workers/worker_W3/batch_91/staged_reports/PRIMPOL-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
455	91	P0	INCOMPLETE_REPORT_REPAIR	IFFO1		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W3	audit_work/locks/continuous_completion/IFFO1.lock	audit_work/continuous_completion_workers/worker_W3/batch_91/staged_reports/IFFO1-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
456	92	P0	INCOMPLETE_REPORT_REPAIR	SOHLH2		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W4	audit_work/locks/continuous_completion/SOHLH2.lock	audit_work/continuous_completion_workers/worker_W4/batch_92/staged_reports/SOHLH2-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
457	92	P0	INCOMPLETE_REPORT_REPAIR	SIX4		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W4	audit_work/locks/continuous_completion/SIX4.lock	audit_work/continuous_completion_workers/worker_W4/batch_92/staged_reports/SIX4-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
458	92	P0	INCOMPLETE_REPORT_REPAIR	NDOR1		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W4	audit_work/locks/continuous_completion/NDOR1.lock	audit_work/continuous_completion_workers/worker_W4/batch_92/staged_reports/NDOR1-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
459	92	P0	INCOMPLETE_REPORT_REPAIR	TSG101		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W4	audit_work/locks/continuous_completion/TSG101.lock	audit_work/continuous_completion_workers/worker_W4/batch_92/staged_reports/TSG101-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
460	92	P0	INCOMPLETE_REPORT_REPAIR	PTTG1IP		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W4	audit_work/locks/continuous_completion/PTTG1IP.lock	audit_work/continuous_completion_workers/worker_W4/batch_92/staged_reports/PTTG1IP-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
461	93	P0	INCOMPLETE_REPORT_REPAIR	SIX3		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W1	audit_work/locks/continuous_completion/SIX3.lock	audit_work/continuous_completion_workers/worker_W1/batch_93/staged_reports/SIX3-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
462	93	P0	INCOMPLETE_REPORT_REPAIR	MARCKS		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W1	audit_work/locks/continuous_completion/MARCKS.lock	audit_work/continuous_completion_workers/worker_W1/batch_93/staged_reports/MARCKS-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
463	93	P0	INCOMPLETE_REPORT_REPAIR	AIM2		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W1	audit_work/locks/continuous_completion/AIM2.lock	audit_work/continuous_completion_workers/worker_W1/batch_93/staged_reports/AIM2-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
464	93	P0	INCOMPLETE_REPORT_REPAIR	TSPY9		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W1	audit_work/locks/continuous_completion/TSPY9.lock	audit_work/continuous_completion_workers/worker_W1/batch_93/staged_reports/TSPY9-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
465	93	P0	INCOMPLETE_REPORT_REPAIR	NOCT		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W1	audit_work/locks/continuous_completion/NOCT.lock	audit_work/continuous_completion_workers/worker_W1/batch_93/staged_reports/NOCT-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
466	94	P0	INCOMPLETE_REPORT_REPAIR	WDR74		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W2	audit_work/locks/continuous_completion/WDR74.lock	audit_work/continuous_completion_workers/worker_W2/batch_94/staged_reports/WDR74-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
467	94	P0	INCOMPLETE_REPORT_REPAIR	Nsun5		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W2	audit_work/locks/continuous_completion/Nsun5.lock	audit_work/continuous_completion_workers/worker_W2/batch_94/staged_reports/Nsun5-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
468	94	P0	INCOMPLETE_REPORT_REPAIR	NEIL1		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W2	audit_work/locks/continuous_completion/NEIL1.lock	audit_work/continuous_completion_workers/worker_W2/batch_94/staged_reports/NEIL1-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
469	94	P0	INCOMPLETE_REPORT_REPAIR	FEV		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W2	audit_work/locks/continuous_completion/FEV.lock	audit_work/continuous_completion_workers/worker_W2/batch_94/staged_reports/FEV-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
470	94	P0	INCOMPLETE_REPORT_REPAIR	NEFL		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W2	audit_work/locks/continuous_completion/NEFL.lock	audit_work/continuous_completion_workers/worker_W2/batch_94/staged_reports/NEFL-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
471	95	P0	INCOMPLETE_REPORT_REPAIR	TXNRD1		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W3	audit_work/locks/continuous_completion/TXNRD1.lock	audit_work/continuous_completion_workers/worker_W3/batch_95/staged_reports/TXNRD1-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
472	95	P0	INCOMPLETE_REPORT_REPAIR	DAZ4		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W3	audit_work/locks/continuous_completion/DAZ4.lock	audit_work/continuous_completion_workers/worker_W3/batch_95/staged_reports/DAZ4-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
473	95	P0	INCOMPLETE_REPORT_REPAIR	NFU1		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W3	audit_work/locks/continuous_completion/NFU1.lock	audit_work/continuous_completion_workers/worker_W3/batch_95/staged_reports/NFU1-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
474	95	P0	INCOMPLETE_REPORT_REPAIR	ALOX5AP		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W3	audit_work/locks/continuous_completion/ALOX5AP.lock	audit_work/continuous_completion_workers/worker_W3/batch_95/staged_reports/ALOX5AP-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
475	95	P0	INCOMPLETE_REPORT_REPAIR	TLE1		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W3	audit_work/locks/continuous_completion/TLE1.lock	audit_work/continuous_completion_workers/worker_W3/batch_95/staged_reports/TLE1-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
476	96	P0	INCOMPLETE_REPORT_REPAIR	KLHDC10		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W4	audit_work/locks/continuous_completion/KLHDC10.lock	audit_work/continuous_completion_workers/worker_W4/batch_96/staged_reports/KLHDC10-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
477	96	P0	INCOMPLETE_REPORT_REPAIR	MNX1		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W4	audit_work/locks/continuous_completion/MNX1.lock	audit_work/continuous_completion_workers/worker_W4/batch_96/staged_reports/MNX1-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
478	96	P0	INCOMPLETE_REPORT_REPAIR	MON2		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W4	audit_work/locks/continuous_completion/MON2.lock	audit_work/continuous_completion_workers/worker_W4/batch_96/staged_reports/MON2-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
479	96	P0	INCOMPLETE_REPORT_REPAIR	NEUROD2		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W4	audit_work/locks/continuous_completion/NEUROD2.lock	audit_work/continuous_completion_workers/worker_W4/batch_96/staged_reports/NEUROD2-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
480	96	P0	INCOMPLETE_REPORT_REPAIR	HAS1		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W4	audit_work/locks/continuous_completion/HAS1.lock	audit_work/continuous_completion_workers/worker_W4/batch_96/staged_reports/HAS1-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
481	97	P0	INCOMPLETE_REPORT_REPAIR	MTF1		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W1	audit_work/locks/continuous_completion/MTF1.lock	audit_work/continuous_completion_workers/worker_W1/batch_97/staged_reports/MTF1-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
482	97	P0	INCOMPLETE_REPORT_REPAIR	MLLT10		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W1	audit_work/locks/continuous_completion/MLLT10.lock	audit_work/continuous_completion_workers/worker_W1/batch_97/staged_reports/MLLT10-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
483	97	P0	INCOMPLETE_REPORT_REPAIR	GHDC		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W1	audit_work/locks/continuous_completion/GHDC.lock	audit_work/continuous_completion_workers/worker_W1/batch_97/staged_reports/GHDC-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
484	97	P0	INCOMPLETE_REPORT_REPAIR	STYX		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W1	audit_work/locks/continuous_completion/STYX.lock	audit_work/continuous_completion_workers/worker_W1/batch_97/staged_reports/STYX-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
485	97	P0	INCOMPLETE_REPORT_REPAIR	RGCC		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W1	audit_work/locks/continuous_completion/RGCC.lock	audit_work/continuous_completion_workers/worker_W1/batch_97/staged_reports/RGCC-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
486	98	P0	INCOMPLETE_REPORT_REPAIR	PRKAA1		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W2	audit_work/locks/continuous_completion/PRKAA1.lock	audit_work/continuous_completion_workers/worker_W2/batch_98/staged_reports/PRKAA1-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
487	98	P0	INCOMPLETE_REPORT_REPAIR	TRIM29		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W2	audit_work/locks/continuous_completion/TRIM29.lock	audit_work/continuous_completion_workers/worker_W2/batch_98/staged_reports/TRIM29-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
488	98	P0	INCOMPLETE_REPORT_REPAIR	SREBF2		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W2	audit_work/locks/continuous_completion/SREBF2.lock	audit_work/continuous_completion_workers/worker_W2/batch_98/staged_reports/SREBF2-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
489	98	P0	INCOMPLETE_REPORT_REPAIR	TPRX2		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W2	audit_work/locks/continuous_completion/TPRX2.lock	audit_work/continuous_completion_workers/worker_W2/batch_98/staged_reports/TPRX2-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
490	98	P0	INCOMPLETE_REPORT_REPAIR	FAM9C		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W2	audit_work/locks/continuous_completion/FAM9C.lock	audit_work/continuous_completion_workers/worker_W2/batch_98/staged_reports/FAM9C-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
491	99	P0	INCOMPLETE_REPORT_REPAIR	LYRM4		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W3	audit_work/locks/continuous_completion/LYRM4.lock	audit_work/continuous_completion_workers/worker_W3/batch_99/staged_reports/LYRM4-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
492	99	P0	INCOMPLETE_REPORT_REPAIR	ATF5		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W3	audit_work/locks/continuous_completion/ATF5.lock	audit_work/continuous_completion_workers/worker_W3/batch_99/staged_reports/ATF5-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
